,Date time,Minimum Temperature,Maximum Temperature,Wind Speed,Precipitation
261,09/19/2018,19.1,27.2,3.6,0.0
262,09/20/2018,18.2,25.1,3.6,0.0
263,09/21/2018,20.4,28.9,3.6,0.0
264,09/22/2018,20.8,29.1,3.6,0.0
265,09/23/2018,18.4,26.7,13.0,0.0
266,09/24/2018,24.1,27.1,3.6,0.0
267,09/25/2018,19.9,27.1,11.2,0.0
268,09/26/2018,19.6,25.4,7.6,1.0
269,09/27/2018,19.2,26.6,7.6,3.0
270,09/28/2018,18.7,26.4,7.6,0.0
271,09/29/2018,18.5,23.7,3.6,0.0
272,09/30/2018,19.1,26.7,3.6,0.0
273,10/01/2018,18.1,26.7,7.6,0.0
274,10/02/2018,19.1,27.1,7.2,0.0
275,10/03/2018,16.1,25.1,7.6,0.0
276,10/04/2018,19.9,26.4,7.2,0.0
277,10/05/2018,18.7,27.1,14.8,0.0
278,10/06/2018,19.9,24.6,3.6,0.0
279,10/07/2018,22.1,25.1,3.6,0.0
280,10/08/2018,15.1,25.4,7.2,0.0
281,10/09/2018,17.6,25.2,10.8,0.0
282,10/10/2018,16.6,25.7,3.6,0.0
283,10/11/2018,17.7,27.1,7.2,0.0
284,10/12/2018,20.1,24.2,3.8,0.0
285,10/13/2018,19.2,27.1,7.2,0.0
286,10/14/2018,23.1,25.4,7.2,0.0
287,10/15/2018,18.4,24.6,3.6,0.0
288,10/16/2018,18.9,25.1,7.6,13.0
289,10/17/2018,19.6,27.9,9.4,0.0
290,10/18/2018,18.9,26.1,25.9,0.0
291,10/19/2018,19.1,19.1,3.6,0.0
292,10/20/2018,19.4,26.6,7.2,0.0
293,10/21/2018,18.1,23.9,3.6,0.0
294,10/22/2018,17.6,22.6,7.2,0.0
295,10/23/2018,19.1,22.4,7.2,0.0
296,10/24/2018,18.9,22.7,3.6,0.0
297,10/25/2018,18.9,25.9,7.2,0.0
298,10/26/2018,19.2,26.1,3.6,0.0
299,10/27/2018,18.9,27.6,3.6,0.0
300,10/28/2018,18.4,26.4,7.6,0.0
301,10/29/2018,18.1,25.9,14.8,0.0
302,10/30/2018,18.6,27.1,3.6,0.0
303,10/31/2018,18.2,25.4,10.8,0.0
304,11/01/2018,18.9,24.1,16.6,0.0
305,11/02/2018,17.6,23.1,7.6,0.0
306,11/03/2018,17.1,22.6,7.2,0.0
307,11/04/2018,14.6,19.1,16.6,2.1
308,11/05/2018,16.7,23.1,27.7,0.0
309,11/06/2018,16.6,26.4,3.6,0.0
310,11/07/2018,16.6,27.6,7.1,0.0
311,11/08/2018,18.7,27.6,7.2,0.0
312,11/09/2018,17.2,27.7,3.6,0.0
313,11/10/2018,19.1,26.1,3.6,0.0
314,11/11/2018,17.7,26.4,7.2,0.0
315,11/12/2018,12.1,23.1,16.6,0.0
316,11/13/2018,15.6,24.4,7.2,0.0
317,11/14/2018,9.9,19.2,20.5,0.0
318,11/15/2018,11.8,22.6,3.6,0.0
319,11/16/2018,12.1,12.1,3.6,0.0
320,11/17/2018,,,,
321,11/18/2018,,,,
322,11/19/2018,,,,
323,11/20/2018,,,,
324,11/21/2018,,,,
325,11/22/2018,,,,
326,11/23/2018,15.7,27.7,7.2,0.0
327,11/24/2018,15.6,27.1,10.8,0.0
328,11/25/2018,13.1,26.1,20.5,0.0
329,11/26/2018,14.7,22.7,3.6,0.0
330,11/27/2018,14.1,23.4,3.6,0.0
331,11/28/2018,14.4,16.4,7.2,6.0
332,11/29/2018,12.9,17.7,7.6,0.0
333,11/30/2018,12.1,22.4,3.6,0.0
334,12/01/2018,12.9,22.6,3.6,0.0
335,12/02/2018,11.7,23.1,3.6,0.0
336,12/03/2018,9.7,24.4,3.6,0.0
337,12/04/2018,13.9,25.9,7.2,0.0
338,12/05/2018,15.1,25.2,3.6,0.0
339,12/06/2018,16.9,24.1,13.0,0.0
340,12/07/2018,15.9,24.1,11.2,0.0
341,12/08/2018,14.1,24.1,13.0,0.0
342,12/09/2018,16.1,24.1,3.6,0.0
343,12/10/2018,13.9,23.4,7.2,0.0
344,12/11/2018,12.9,23.9,3.6,0.0
345,12/12/2018,14.2,22.1,20.5,0.0
346,12/13/2018,14.1,21.5,29.5,0.0
347,12/14/2018,11.6,16.9,7.2,0.0
348,12/15/2018,5.6,15.4,7.6,0.0
349,12/16/2018,21.4,22.1,9.4,0.0
350,12/17/2018,8.4,24.1,3.6,0.0
351,12/18/2018,12.4,23.1,14.8,0.0
352,12/19/2018,10.9,22.6,18.4,0.0
353,12/20/2018,6.2,23.1,22.3,0.0
354,12/21/2018,8.2,22.1,3.6,0.0
355,12/22/2018,5.4,23.6,3.6,0.0
356,12/23/2018,6.9,19.4,3.6,0.0
357,12/24/2018,9.2,20.4,7.6,0.0
358,12/25/2018,10.4,24.1,5.4,0.0
359,12/26/2018,13.1,25.1,38.9,0.0
360,12/27/2018,9.2,20.5,16.6,0.0
361,12/28/2018,8.6,20.8,7.6,0.0
362,12/29/2018,10.1,22.1,16.6,0.0
363,12/30/2018,13.2,21.2,27.7,0.0
364,12/31/2018,11.2,18.1,5.4,99.0
