FECHA,TOTAL,AÑO,MES,DIA,DIA2,Minimum Temperature,Maximum Temperature,Wind Speed,Precipitation
22/01/2018,67,2018,enero,22,lunes,8.7,23.7,3.6,0
23/01/2018,77,2018,enero,23,martes,11.9,25.2,7.2,0
24/01/2018,90,2018,enero,24,miércoles,12.6,25.6,7.2,0
25/01/2018,63,2018,enero,25,jueves,12.1,18.4,7.6,0.2
26/01/2018,78,2018,enero,26,viernes,12.1,23.7,7.2,0
27/01/2018,76,2018,enero,27,sábado,10.4,26.1,7.2,0
28/01/2018,62,2018,enero,28,domingo,20.1,24.6,7.2,0
29/01/2018,75,2018,enero,29,lunes,10.7,18.9,24.1,0
30/01/2018,72,2018,enero,30,martes,14.6,17.1,7.6,0
31/01/2018,79,2018,enero,31,miércoles,13.6,16.9,7.2,0
01/02/2018,85,2018,febrero,01,jueves,8.6,20.4,3.6,0
02/02/2018,90,2018,febrero,02,viernes,12.6,27.2,7.2,0
03/02/2018,86,2018,febrero,03,sábado,13.6,24.1,3.6,0
04/02/2018,71,2018,febrero,04,domingo,27.1,27.9,3.6,0
05/02/2018,65,2018,febrero,05,lunes,26.9,26.9,3.6,0
06/02/2018,76,2018,febrero,06,martes,14.6,26.2,10.8,0
07/02/2018,83,2018,febrero,07,miércoles,10.1,24.6,13,0
08/02/2018,77,2018,febrero,08,jueves,15.6,23.9,7.4,0
09/02/2018,77,2018,febrero,09,viernes,13.6,16.9,3.6,1
10/02/2018,81,2018,febrero,10,sábado,10.9,21.1,11.2,0
11/02/2018,75,2018,febrero,11,domingo,20.1,22.6,3.7,0
12/02/2018,87,2018,febrero,12,lunes,13.7,26.1,14.8,0
13/02/2018,63,2018,febrero,13,martes,10.1,26.9,7.2,0
14/02/2018,80,2018,febrero,14,miércoles,21.8,25.6,7.2,0
15/02/2018,63,2018,febrero,15,jueves,16.6,27.1,3.6,0
16/02/2018,72,2018,febrero,16,viernes,16.1,27.4,3.6,0
17/02/2018,73,2018,febrero,17,sábado,16.1,28.1,9.4,0
18/02/2018,86,2018,febrero,18,domingo,19.1,26.1,7.2,0
19/02/2018,71,2018,febrero,19,lunes,12.1,25.9,7.2,0
20/02/2018,75,2018,febrero,20,martes,22.6,24.9,7.2,0
21/02/2018,69,2018,febrero,21,miércoles,22.1,25.1,13,0
22/02/2018,62,2018,febrero,22,jueves,14.6,27.1,7.2,0
23/02/2018,74,2018,febrero,23,viernes,15.6,27.7,7.2,0
24/02/2018,58,2018,febrero,24,sábado,16,28.1,10.8,0
25/02/2018,66,2018,febrero,25,domingo,22.1,22.1,5.4,0
26/02/2018,81,2018,febrero,26,lunes,15.9,27.9,7.2,0
27/02/2018,72,2018,febrero,27,martes,15.1,28.1,7.6,0
28/02/2018,85,2018,febrero,28,miércoles,27.1,28.4,18.4,0
01/03/2018,72,2018,marzo,01,jueves,15.2,29.1,18.4,0
02/03/2018,68,2018,marzo,02,viernes,16.6,29.1,14.8,0
03/03/2018,62,2018,marzo,03,sábado,17.1,29.6,7.2,0
04/03/2018,92,2018,marzo,04,domingo,17.2,29.4,7.2,0
05/03/2018,76,2018,marzo,05,lunes,15.1,29.1,7.6,0
06/03/2018,72,2018,marzo,06,martes,10.1,29.2,10.8,0
07/03/2018,78,2018,marzo,07,miércoles,15.6,30,3.6,0
08/03/2018,74,2018,marzo,08,jueves,16.1,29.9,10.8,0
09/03/2018,85,2018,marzo,09,viernes,15.1,29.7,10.8,0
10/03/2018,76,2018,marzo,10,sábado,27.1,30.6,7.2,0
11/03/2018,81,2018,marzo,11,domingo,16.4,32.1,7.2,0
12/03/2018,72,2018,marzo,12,lunes,17.1,32.9,7.2,0
13/03/2018,73,2018,marzo,13,martes,13.1,31.9,10.8,0
14/03/2018,59,2018,marzo,14,miércoles,16.6,30.3,7.2,0
15/03/2018,67,2018,marzo,15,jueves,16.1,28.4,10.8,0
16/03/2018,69,2018,marzo,16,viernes,17.1,29.2,10.8,0
17/03/2018,75,2018,marzo,17,sábado,16.1,29.6,7.2,0
18/03/2018,76,2018,marzo,18,domingo,26.4,26.4,7.2,0
19/03/2018,63,2018,marzo,19,lunes,15.1,30.3,14.4,0
20/03/2018,67,2018,marzo,20,martes,13,31,14,0
21/03/2018,75,2018,marzo,21,miércoles,16.6,32.1,9.4,0
22/03/2018,70,2018,marzo,22,jueves,18.6,31.9,7.6,0
23/03/2018,83,2018,marzo,23,viernes,18.6,33.2,7.2,0
24/03/2018,70,2018,marzo,24,sábado,18.1,33.6,9.4,0
25/03/2018,71,2018,marzo,25,domingo,18.6,32.1,7.2,0
26/03/2018,75,2018,marzo,26,lunes,17.4,32.1,10.8,0
27/03/2018,77,2018,marzo,27,martes,18.6,31,7.3,0
28/03/2018,59,2018,marzo,28,miércoles,17.1,30,7.2,0
29/03/2018,54,2018,marzo,29,jueves,17.6,28.4,7.2,0
30/03/2018,50,2018,marzo,30,viernes,18.6,29.1,16.6,0
31/03/2018,56,2018,marzo,31,sábado,18.1,30.6,24.1,0
01/04/2018,70,2018,abril,01,domingo,19.7,19.7,3.6,0
02/04/2018,61,2018,abril,02,lunes,20.1,30.8,10.9,0
03/04/2018,67,2018,abril,03,martes,25.1,25.1,0,0
04/04/2018,53,2018,abril,04,miércoles,10.1,30.1,13,0
05/04/2018,75,2018,abril,05,jueves,14.1,32.1,7.2,0
06/04/2018,80,2018,abril,06,viernes,25.1,30.1,20.5,0
07/04/2018,67,2018,abril,07,sábado,14.1,14.1,0,0
08/04/2018,81,2018,abril,08,domingo,19.1,19.1,3.6,0
09/04/2018,75,2018,abril,09,lunes,18.6,18.6,,0
10/04/2018,66,2018,abril,10,martes,26.1,31.7,7.6,0
11/04/2018,80,2018,abril,11,miércoles,18.6,29.7,7.2,0
12/04/2018,87,2018,abril,12,jueves,18.2,26.7,7.2,0
13/04/2018,90,2018,abril,13,viernes,11.1,29.2,10.8,0
14/04/2018,59,2018,abril,14,sábado,9,29,9,0
15/04/2018,62,2018,abril,15,domingo,18.9,30.3,7.2,0
16/04/2018,72,2018,abril,16,lunes,19.1,30.7,7.2,0
17/04/2018,64,2018,abril,17,martes,28.4,31.2,10.8,0
18/04/2018,82,2018,abril,18,miércoles,21.1,31.4,7.2,0
19/04/2018,67,2018,abril,19,jueves,20.8,32.1,9.4,0
20/04/2018,72,2018,abril,20,viernes,20.7,26.9,3.6,0
21/04/2018,64,2018,abril,21,sábado,21.1,21.1,5.4,0
22/04/2018,67,2018,abril,22,domingo,14.1,32.3,7.2,0
23/04/2018,64,2018,abril,23,lunes,21.6,33.2,10.8,0
24/04/2018,84,2018,abril,24,martes,28.7,32.7,7.2,0
25/04/2018,77,2018,abril,25,miércoles,21.1,33.1,11.2,0
26/04/2018,74,2018,abril,26,jueves,13.1,32.8,11,0
27/04/2018,87,2018,abril,27,viernes,20.8,32.6,13,0
28/04/2018,56,2018,abril,28,sábado,29.1,30.1,20.5,0
29/04/2018,67,2018,abril,29,domingo,27.9,31.2,10.8,0
30/04/2018,73,2018,abril,30,lunes,21.6,31.7,10.8,0
01/05/2018,56,2018,mayo,01,martes,15.1,30.1,9.4,0
02/05/2018,72,2018,mayo,02,miércoles,24.1,31.9,7.2,0
03/05/2018,67,2018,mayo,03,jueves,21.4,28.7,7.1,0
04/05/2018,78,2018,mayo,04,viernes,27.1,28.4,7.2,0
05/05/2018,62,2018,mayo,05,sábado,19,29,7.2,0
06/05/2018,71,2018,mayo,06,domingo,17.1,27.4,7.2,0
07/05/2018,71,2018,mayo,07,lunes,21.7,28.9,7.2,0
08/05/2018,77,2018,mayo,08,martes,20.1,24,4,0
09/05/2018,94,2018,mayo,09,miércoles,20.1,26.4,3.6,0
10/05/2018,87,2018,mayo,10,jueves,28.1,29.4,7.6,0
11/05/2018,67,2018,mayo,11,viernes,19.4,28.9,7.2,0
12/05/2018,62,2018,mayo,12,sábado,21.1,21.1,9.4,0
13/05/2018,79,2018,mayo,13,domingo,21.7,31.3,6.7,0
14/05/2018,84,2018,mayo,14,lunes,19.5,29.7,13,0
15/05/2018,63,2018,mayo,15,martes,16,31,10,0
16/05/2018,77,2018,mayo,16,miércoles,23.1,32.3,11.2,0
17/05/2018,68,2018,mayo,17,jueves,23.9,31.1,11.2,0
18/05/2018,87,2018,mayo,18,viernes,21.4,32,11.4,0
19/05/2018,70,2018,mayo,19,sábado,22.9,31.1,25.9,0
20/05/2018,65,2018,mayo,20,domingo,21.5,30.9,7.2,0
21/05/2018,76,2018,mayo,21,lunes,13.1,30.9,7.2,0
22/05/2018,88,2018,mayo,22,martes,21.2,32.1,7.2,0
23/05/2018,74,2018,mayo,23,miércoles,22.7,32.1,9.4,0
24/05/2018,78,2018,mayo,24,jueves,23.7,30.2,3.6,0
25/05/2018,62,2018,mayo,25,viernes,20.1,34.1,7.2,0
26/05/2018,67,2018,mayo,26,sábado,20.1,33.1,11.2,0
27/05/2018,66,2018,mayo,27,domingo,23.6,36.6,7.2,0
28/05/2018,70,2018,mayo,28,lunes,19.1,25.1,7.6,0
29/05/2018,63,2018,mayo,29,martes,22.3,34.6,7.4,0
30/05/2018,58,2018,mayo,30,miércoles,23.4,26.1,7.2,0
31/05/2018,75,2018,mayo,31,jueves,22.9,22.9,3.6,0
01/06/2018,77,2018,junio,01,viernes,23.7,23.7,3.6,0
02/06/2018,65,2018,junio,02,sábado,23.4,23.4,3.6,0
03/06/2018,74,2018,junio,03,domingo,22.9,33.1,7.2,0
04/06/2018,70,2018,junio,04,lunes,22.9,34.1,3.6,0
05/06/2018,66,2018,junio,05,martes,22.4,32.1,7.2,0
06/06/2018,75,2018,junio,06,miércoles,23.7,30.1,7.6,0
07/06/2018,68,2018,junio,07,jueves,22.4,32.1,5.4,0
08/06/2018,73,2018,junio,08,viernes,21.4,31.7,7.2,0
09/06/2018,74,2018,junio,09,sábado,21.4,21.4,3.6,0
10/06/2018,65,2018,junio,10,domingo,20.4,29.1,7.2,0
11/06/2018,77,2018,junio,11,lunes,27.7,27.7,3.6,0
12/06/2018,58,2018,junio,12,martes,20.4,26.9,11.2,1
13/06/2018,71,2018,junio,13,miércoles,19.7,26.1,13,0
14/06/2018,74,2018,junio,14,jueves,20.7,20.7,3.6,0
15/06/2018,91,2018,junio,15,viernes,19.1,29.1,18.4,0
16/06/2018,63,2018,junio,16,sábado,20.4,22.1,7.2,0
17/06/2018,61,2018,junio,17,domingo,19.1,27.7,7.6,0
18/06/2018,71,2018,junio,18,lunes,19.9,28.7,22.3,0
19/06/2018,87,2018,junio,19,martes,17.2,23.6,7.2,0.8
20/06/2018,76,2018,junio,20,miércoles,17.4,20.1,9.4,0
21/06/2018,57,2018,junio,21,jueves,20.4,28.1,13,0
22/06/2018,78,2018,junio,22,viernes,18.1,23.9,3.6,0
23/06/2018,69,2018,junio,23,sábado,16.1,27.1,13,0
24/06/2018,70,2018,junio,24,domingo,16.6,25.6,7.2,10.4
25/06/2018,73,2018,junio,25,lunes,19.9,27.9,10.8,0
26/06/2018,72,2018,junio,26,martes,17.1,23.1,7.6,0
27/06/2018,83,2018,junio,27,miércoles,18.1,18.1,0,0
28/06/2018,73,2018,junio,28,jueves,17,17.8,0,0
29/06/2018,82,2018,junio,29,viernes,16.1,16.1,0,0
30/06/2018,59,2018,junio,30,sábado,20.1,27.1,7.6,0
01/07/2018,67,2018,julio,01,domingo,20.5,21.1,9.4,0
02/07/2018,69,2018,julio,02,lunes,19.1,28.3,4,0
03/07/2018,84,2018,julio,03,martes,20.7,27.1,6.7,0
04/07/2018,71,2018,julio,04,miércoles,19.4,19.4,3.6,0
05/07/2018,90,2018,julio,05,jueves,19.4,19.4,3.6,0
06/07/2018,82,2018,julio,06,viernes,20.7,28.1,18.4,0
07/07/2018,75,2018,julio,07,sábado,20.8,24.1,11.2,0
08/07/2018,79,2018,julio,08,domingo,25.1,26.5,13,0
09/07/2018,73,2018,julio,09,lunes,17.1,23.1,7.2,0.7
10/07/2018,77,2018,julio,10,martes,19.9,27.1,11.2,0
11/07/2018,85,2018,julio,11,miércoles,19.2,25.1,5.4,0
12/07/2018,67,2018,julio,12,jueves,19.1,21.1,7.6,0
13/07/2018,88,2018,julio,13,viernes,14.1,27.6,13,0
14/07/2018,69,2018,julio,14,sábado,21.2,26.1,13,0
15/07/2018,93,2018,julio,15,domingo,16.1,24.4,3.6,0
16/07/2018,92,2018,julio,16,lunes,18.4,25.7,3.6,0
17/07/2018,81,2018,julio,17,martes,17.1,26.6,11.2,0
18/07/2018,91,2018,julio,18,miércoles,15.1,18.1,3.6,0
19/07/2018,74,2018,julio,19,jueves,15.1,20.4,3.4,0
20/07/2018,76,2018,julio,20,viernes,20.8,29.2,9.4,0
21/07/2018,91,2018,julio,21,sábado,17.1,18.1,7.6,2.2
22/07/2018,73,2018,julio,22,domingo,20.7,29.5,7.2,0
23/07/2018,79,2018,julio,23,lunes,22.1,30.3,3.6,0
24/07/2018,76,2018,julio,24,martes,23.2,30.9,7.2,0
25/07/2018,88,2018,julio,25,miércoles,18.1,20.4,3.6,0
26/07/2018,99,2018,julio,26,jueves,22.9,23.1,37.1,0
27/07/2018,79,2018,julio,27,viernes,20.7,28.9,3.6,0
28/07/2018,87,2018,julio,28,sábado,18.7,28.1,11.2,0
29/07/2018,80,2018,julio,29,domingo,14.1,28.3,7.6,0
30/07/2018,59,2018,julio,30,lunes,21.4,29.6,3.6,0
31/07/2018,77,2018,julio,31,martes,20.8,28.5,7.2,0
01/08/2018,87,2018,agosto,01,miércoles,19.1,19.1,3.6,0
02/08/2018,82,2018,agosto,02,jueves,20.7,27.1,14.8,0
03/08/2018,73,2018,agosto,03,viernes,19.1,28.4,9.4,0
04/08/2018,74,2018,agosto,04,sábado,20.4,24.1,11.2,0
05/08/2018,74,2018,agosto,05,domingo,19.7,26.6,3.6,0
06/08/2018,93,2018,agosto,06,lunes,20.2,26.9,9.4,0
07/08/2018,71,2018,agosto,07,martes,19.4,26.1,3.6,0
08/08/2018,70,2018,agosto,08,miércoles,17.1,20.2,3.6,0
09/08/2018,79,2018,agosto,09,jueves,17.4,22.1,3.6,0
10/08/2018,85,2018,agosto,10,viernes,17.7,27.4,3.6,0
11/08/2018,74,2018,agosto,11,sábado,18.4,18.4,3.6,0
12/08/2018,77,2018,agosto,12,domingo,20.7,27.1,3.8,0
13/08/2018,78,2018,agosto,13,lunes,23.1,25.7,13,0
14/08/2018,79,2018,agosto,14,martes,18.9,18.9,3.6,0
15/08/2018,72,2018,agosto,15,miércoles,18.1,24.1,5.4,0
16/08/2018,99,2018,agosto,16,jueves,17.9,17.9,3.6,2
17/08/2018,87,2018,agosto,17,viernes,19.9,28.2,3.6,0
18/08/2018,74,2018,agosto,18,sábado,16.1,19.9,5.4,0.5
19/08/2018,73,2018,agosto,19,domingo,21.4,28.1,5.4,0
20/08/2018,62,2018,agosto,20,lunes,20.8,28.7,3.6,0
21/08/2018,72,2018,agosto,21,martes,16.1,25.1,14.8,0
22/08/2018,78,2018,agosto,22,miércoles,19.4,20.1,7.6,0
23/08/2018,73,2018,agosto,23,jueves,19.4,19.4,3.6,0
24/08/2018,84,2018,agosto,24,viernes,19.4,26.9,9.4,0
25/08/2018,78,2018,agosto,25,sábado,25.1,27.1,0,0
26/08/2018,80,2018,agosto,26,domingo,15.1,26.5,7.2,0
27/08/2018,64,2018,agosto,27,lunes,19.9,26.9,9.4,0
28/08/2018,85,2018,agosto,28,martes,18.1,27,3.6,0
29/08/2018,66,2018,agosto,29,miércoles,17.7,17.7,3.6,0
30/08/2018,73,2018,agosto,30,jueves,18.9,26.1,9.4,0
31/08/2018,77,2018,agosto,31,viernes,17.1,25.1,13,0
01/09/2018,71,2018,septiembre,01,sábado,19.1,19.1,3.4,5
02/09/2018,63,2018,septiembre,02,domingo,19.7,26.4,7.2,0
03/09/2018,90,2018,septiembre,03,lunes,21.4,27.9,9.4,0
04/09/2018,81,2018,septiembre,04,martes,18.8,27.6,3.7,0
05/09/2018,90,2018,septiembre,05,miércoles,16.1,27.6,7.6,0
06/09/2018,63,2018,septiembre,06,jueves,20.2,25.2,3.6,0
07/09/2018,79,2018,septiembre,07,viernes,19.6,27.6,7.1,0
08/09/2018,61,2018,septiembre,08,sábado,18.4,26.4,7.2,0
09/09/2018,82,2018,septiembre,09,domingo,19.2,27.1,10.8,0
10/09/2018,73,2018,septiembre,10,lunes,20.4,25.7,3.6,0
11/09/2018,65,2018,septiembre,11,martes,19.9,25.7,3.6,2
12/09/2018,65,2018,septiembre,12,miércoles,17.1,26.4,7.6,0
13/09/2018,81,2018,septiembre,13,jueves,20.1,25.1,7.6,7
14/09/2018,82,2018,septiembre,14,viernes,19.1,27.1,14.8,0
15/09/2018,85,2018,septiembre,15,sábado,18.1,18.7,3.6,0
16/09/2018,77,2018,septiembre,16,domingo,18.9,22.9,3.6,9.7
17/09/2018,75,2018,septiembre,17,lunes,18,23,3.6,2
18/09/2018,72,2018,septiembre,18,martes,18.4,24.6,14.8,0
19/09/2018,71,2018,septiembre,19,miércoles,19.1,27.2,3.6,0
20/09/2018,83,2018,septiembre,20,jueves,18.2,25.1,3.6,0
21/09/2018,68,2018,septiembre,21,viernes,20.4,28.9,3.6,0
22/09/2018,70,2018,septiembre,22,sábado,20.8,29.1,3.6,0
23/09/2018,94,2018,septiembre,23,domingo,18.4,26.7,13,0
24/09/2018,72,2018,septiembre,24,lunes,24.1,27.1,3.6,0
25/09/2018,70,2018,septiembre,25,martes,19.9,27.1,11.2,0
26/09/2018,77,2018,septiembre,26,miércoles,19.6,25.4,7.6,1
27/09/2018,80,2018,septiembre,27,jueves,19.2,26.6,7.6,3
28/09/2018,76,2018,septiembre,28,viernes,18.7,26.4,7.6,0
29/09/2018,73,2018,septiembre,29,sábado,18.5,23.7,3.6,0
30/09/2018,62,2018,septiembre,30,domingo,19.1,26.7,3.6,0
01/10/2018,84,2018,octubre,01,lunes,18.1,26.7,7.6,0
02/10/2018,68,2018,octubre,02,martes,19.1,27.1,7.2,0
03/10/2018,89,2018,octubre,03,miércoles,16.1,25.1,7.6,0
04/10/2018,69,2018,octubre,04,jueves,19.9,26.4,7.2,0
05/10/2018,81,2018,octubre,05,viernes,18.7,27.1,14.8,0
06/10/2018,64,2018,octubre,06,sábado,19.9,24.6,3.6,0
07/10/2018,63,2018,octubre,07,domingo,22.1,25.1,3.6,0
08/10/2018,83,2018,octubre,08,lunes,15.1,25.4,7.2,0
09/10/2018,54,2018,octubre,09,martes,17.6,25.2,10.8,0
10/10/2018,81,2018,octubre,10,miércoles,16.6,25.7,3.6,0
11/10/2018,74,2018,octubre,11,jueves,17.7,27.1,7.2,0
12/10/2018,85,2018,octubre,12,viernes,20.1,24.2,3.8,0
13/10/2018,60,2018,octubre,13,sábado,19.2,27.1,7.2,0
14/10/2018,84,2018,octubre,14,domingo,23.1,25.4,7.2,0
15/10/2018,71,2018,octubre,15,lunes,18.4,24.6,3.6,0
16/10/2018,70,2018,octubre,16,martes,18.9,25.1,7.6,13
17/10/2018,79,2018,octubre,17,miércoles,19.6,27.9,9.4,0
18/10/2018,89,2018,octubre,18,jueves,18.9,26.1,25.9,0
19/10/2018,70,2018,octubre,19,viernes,19.1,19.1,3.6,0
20/10/2018,61,2018,octubre,20,sábado,19.4,26.6,7.2,0
21/10/2018,90,2018,octubre,21,domingo,18.1,23.9,3.6,0
22/10/2018,92,2018,octubre,22,lunes,17.6,22.6,7.2,0
23/10/2018,67,2018,octubre,23,martes,19.1,22.4,7.2,0
24/10/2018,69,2018,octubre,24,miércoles,18.9,22.7,3.6,0
25/10/2018,68,2018,octubre,25,jueves,18.9,25.9,7.2,0
26/10/2018,59,2018,octubre,26,viernes,19.2,26.1,3.6,0
27/10/2018,58,2018,octubre,27,sábado,18.9,27.6,3.6,0
28/10/2018,62,2018,octubre,28,domingo,18.4,26.4,7.6,0
29/10/2018,79,2018,octubre,29,lunes,18.1,25.9,14.8,0
30/10/2018,63,2018,octubre,30,martes,18.6,27.1,3.6,0
31/10/2018,86,2018,octubre,31,miércoles,18.2,25.4,10.8,0
01/11/2018,82,2018,noviembre,01,jueves,18.9,24.1,16.6,0
02/11/2018,72,2018,noviembre,02,viernes,17.6,23.1,7.6,0
03/11/2018,71,2018,noviembre,03,sábado,17.1,22.6,7.2,0
04/11/2018,97,2018,noviembre,04,domingo,14.6,19.1,16.6,2.1
05/11/2018,77,2018,noviembre,05,lunes,16.7,23.1,27.7,0
06/11/2018,65,2018,noviembre,06,martes,16.6,26.4,3.6,0
07/11/2018,84,2018,noviembre,07,miércoles,16.6,27.6,7.1,0
08/11/2018,61,2018,noviembre,08,jueves,18.7,27.6,7.2,0
09/11/2018,73,2018,noviembre,09,viernes,17.2,27.7,3.6,0
10/11/2018,76,2018,noviembre,10,sábado,19.1,26.1,3.6,0
11/11/2018,63,2018,noviembre,11,domingo,17.7,26.4,7.2,0
12/11/2018,79,2018,noviembre,12,lunes,12.1,23.1,16.6,0
13/11/2018,72,2018,noviembre,13,martes,15.6,24.4,7.2,0
14/11/2018,67,2018,noviembre,14,miércoles,9.9,19.2,20.5,0
15/11/2018,74,2018,noviembre,15,jueves,11.8,22.6,3.6,0
16/11/2018,69,2018,noviembre,16,viernes,12.1,12.1,3.6,0
17/11/2018,68,2018,noviembre,17,sábado,13,15,3.6,0
18/11/2018,90,2018,noviembre,18,domingo,12,17,3.6,0
19/11/2018,67,2018,noviembre,19,lunes,13,20,3.6,0
20/11/2018,77,2018,noviembre,20,martes,12,23,3.6,0
21/11/2018,93,2018,noviembre,21,miércoles,13,25,3.6,0
22/11/2018,89,2018,noviembre,22,jueves,14,27,3.6,0
23/11/2018,85,2018,noviembre,23,viernes,15.7,27.7,7.2,0
24/11/2018,85,2018,noviembre,24,sábado,15.6,27.1,10.8,0
25/11/2018,74,2018,noviembre,25,domingo,13.1,26.1,20.5,0
26/11/2018,108,2018,noviembre,26,lunes,14.7,22.7,3.6,0
27/11/2018,83,2018,noviembre,27,martes,14.1,23.4,3.6,0
28/11/2018,90,2018,noviembre,28,miércoles,14.4,16.4,7.2,6
29/11/2018,72,2018,noviembre,29,jueves,12.9,17.7,7.6,0
30/11/2018,75,2018,noviembre,30,viernes,12.1,22.4,3.6,0
01/12/2018,72,2018,diciembre,01,sábado,12.9,22.6,3.6,0
02/12/2018,67,2018,diciembre,02,domingo,11.7,23.1,3.6,0
03/12/2018,70,2018,diciembre,03,lunes,9.7,24.4,3.6,0
04/12/2018,92,2018,diciembre,04,martes,13.9,25.9,7.2,0
05/12/2018,76,2018,diciembre,05,miércoles,15.1,25.2,3.6,0
06/12/2018,91,2018,diciembre,06,jueves,16.9,24.1,13,0
07/12/2018,102,2018,diciembre,07,viernes,15.9,24.1,11.2,0
08/12/2018,83,2018,diciembre,08,sábado,14.1,24.1,13,0
09/12/2018,100,2018,diciembre,09,domingo,16.1,24.1,3.6,0
10/12/2018,127,2018,diciembre,10,lunes,13.9,23.4,7.2,0
11/12/2018,103,2018,diciembre,11,martes,12.9,23.9,3.6,0
12/12/2018,100,2018,diciembre,12,miércoles,14.2,22.1,20.5,0
13/12/2018,96,2018,diciembre,13,jueves,14.1,21.5,29.5,0
14/12/2018,75,2018,diciembre,14,viernes,11.6,16.9,7.2,0
15/12/2018,65,2018,diciembre,15,sábado,5.6,15.4,7.6,0
16/12/2018,77,2018,diciembre,16,domingo,21.4,22.1,9.4,0
17/12/2018,81,2018,diciembre,17,lunes,8.4,24.1,3.6,0
18/12/2018,84,2018,diciembre,18,martes,12.4,23.1,14.8,0
19/12/2018,92,2018,diciembre,19,miércoles,10.9,22.6,18.4,0
20/12/2018,84,2018,diciembre,20,jueves,6.2,23.1,22.3,0
21/12/2018,102,2018,diciembre,21,viernes,8.2,22.1,3.6,0
22/12/2018,84,2018,diciembre,22,sábado,5.4,23.6,3.6,0
23/12/2018,85,2018,diciembre,23,domingo,6.9,19.4,3.6,0
24/12/2018,83,2018,diciembre,24,lunes,9.2,20.4,7.6,0
25/12/2018,52,2018,diciembre,25,martes,10.4,24.1,5.4,0
26/12/2018,60,2018,diciembre,26,miércoles,13.1,25.1,38.9,0
27/12/2018,71,2018,diciembre,27,jueves,9.2,20.5,16.6,0
28/12/2018,79,2018,diciembre,28,viernes,8.6,20.8,7.6,0
29/12/2018,71,2018,diciembre,29,sábado,10.1,22.1,16.6,0
30/12/2018,65,2018,diciembre,30,domingo,13.2,21.2,27.7,0
31/12/2018,70,2018,diciembre,31,lunes,11.2,18.1,5.4,99
01/01/2019,54,2019,enero,01,martes,16.6,21.1,13,0
02/01/2019,67,2019,enero,02,miércoles,9.7,22.9,3.6,0
03/01/2019,86,2019,enero,03,jueves,11.7,24.1,7.2,0
04/01/2019,77,2019,enero,04,viernes,12.1,24.9,3.6,0
05/01/2019,85,2019,enero,05,sábado,11.9,25.9,3.6,0
06/01/2019,89,2019,enero,06,domingo,12.1,23,6.7,0
07/01/2019,78,2019,enero,07,lunes,11.1,26.7,3.6,0
08/01/2019,76,2019,enero,08,martes,23.4,27.1,3.6,0
09/01/2019,80,2019,enero,09,miércoles,8.2,18.7,7.2,0
10/01/2019,92,2019,enero,10,jueves,10.9,23.6,16.6,0
11/01/2019,73,2019,enero,11,viernes,14.9,23.2,7.2,0
12/01/2019,73,2019,enero,12,sábado,12.4,23.7,3.6,0
13/01/2019,70,2019,enero,13,domingo,21.6,25.2,3.6,0
14/01/2019,86,2019,enero,14,lunes,12.2,24.2,7.2,0
15/01/2019,74,2019,enero,15,martes,14.4,21.4,3.6,0.7
16/01/2019,67,2019,enero,16,miércoles,13.2,23.7,3.6,0
17/01/2019,69,2019,enero,17,jueves,14.1,19.7,3.6,0
18/01/2019,62,2019,enero,18,viernes,12.9,21.7,3.6,0
19/01/2019,69,2019,enero,19,sábado,11.7,26.1,7.6,0
20/01/2019,69,2019,enero,20,domingo,12.9,23.1,7.2,0
21/01/2019,76,2019,enero,21,lunes,9.6,25.6,9.4,0
22/01/2019,75,2019,enero,22,martes,12.1,25.1,10.8,0
23/01/2019,66,2019,enero,23,miércoles,13.7,26.1,10.8,0
24/01/2019,70,2019,enero,24,jueves,10.7,25.1,7.2,0
25/01/2019,73,2019,enero,25,viernes,12.6,25.7,7.2,0
26/01/2019,64,2019,enero,26,sábado,14.4,24.2,10.8,0
27/01/2019,72,2019,enero,27,domingo,10.6,23.2,7.2,0
28/01/2019,78,2019,enero,28,lunes,7.1,23.9,7.2,0
29/01/2019,61,2019,enero,29,martes,9.2,24.4,3.6,0
30/01/2019,75,2019,enero,30,miércoles,8.9,25.1,22.3,0
31/01/2019,65,2019,enero,31,jueves,11.6,23.2,3.6,0
01/02/2019,79,2019,febrero,01,viernes,10.4,25.1,10.8,0
02/02/2019,68,2019,febrero,02,sábado,13.6,26.1,14.8,0
03/02/2019,78,2019,febrero,03,domingo,21.7,26.4,7.2,0
04/02/2019,78,2019,febrero,04,lunes,12,27.1,3.6,0
05/02/2019,65,2019,febrero,05,martes,13.7,28.6,3.6,0
06/02/2019,80,2019,febrero,06,miércoles,13.1,29.4,20.5,0
07/02/2019,81,2019,febrero,07,jueves,12.7,27.9,3.6,0
08/02/2019,77,2019,febrero,08,viernes,14.1,27.6,7.2,0
09/02/2019,61,2019,febrero,09,sábado,15.2,25.6,3.6,0
10/02/2019,78,2019,febrero,10,domingo,22.6,26.2,7.2,0
11/02/2019,71,2019,febrero,11,lunes,16.2,26.1,18.4,0
12/02/2019,79,2019,febrero,12,martes,14.4,26.2,3.6,0
13/02/2019,62,2019,febrero,13,miércoles,14.9,26.6,7.2,0
14/02/2019,75,2019,febrero,14,jueves,9.1,28.1,24.1,0
15/02/2019,68,2019,febrero,15,viernes,15.1,29.4,3.6,0
16/02/2019,75,2019,febrero,16,sábado,16.4,31.7,7.2,0
