FECHA,TOTAL,ANIO,MES,DIA,DIA2,Tmin,Tmax,Wind,Lluvia
04/12/2019,62,2019,12,4,3,14.1,26.1,7.6,0
05/12/2019,50,2019,12,5,4,13.6,25.9,3.7,0
06/12/2019,59,2019,12,6,5,13.6,28.1,7.6,0
07/12/2019,44,2019,12,7,6,12.1,24.1,3.6,0
08/12/2019,70,2019,12,8,7,10.6,25.7,3.6,0
09/12/2019,58,2019,12,9,1,11.1,24.9,7.2,0
10/12/2019,58,2019,12,10,2,10.1,24.1,14.8,0
11/12/2019,66,2019,12,11,3,10.2,19.9,3.6,0
12/12/2019,59,2019,12,12,4,7.1,22.2,3.6,0
13/12/2019,58,2019,12,13,5,11.9,22.9,3.6,0
14/12/2019,51,2019,12,14,6,7.9,26.3,14.8,0
15/12/2019,58,2019,12,15,7,10.2,25.4,7.2,0
16/12/2019,52,2019,12,16,1,9.9,21.2,3.6,0
17/12/2019,66,2019,12,17,2,10.4,20.4,3.6,0
18/12/2019,59,2019,12,18,3,11.6,18.1,7.2,0
19/12/2019,55,2019,12,19,4,9.2,22.4,3.6,0
20/12/2019,58,2019,12,20,5,13.6,16.7,3.6,0.1
21/12/2019,51,2019,12,21,6,12.6,14.7,7.2,0.8
22/12/2019,60,2019,12,22,7,9.4,18.4,7.2,0
23/12/2019,55,2019,12,23,1,10.4,23.9,3.6,0
24/12/2019,37,2019,12,24,2,11.1,24.1,7.2,0
25/12/2019,31,2019,12,25,3,20.8,25.1,22.3,0
26/12/2019,51,2019,12,26,4,9.2,24.4,10.8,0
27/12/2019,48,2019,12,27,5,9.9,24.9,7.2,0
28/12/2019,42,2019,12,28,6,13.2,20.2,10.8,0
29/12/2019,48,2019,12,29,7,12.6,20.8,3.6,0
30/12/2019,47,2019,12,30,1,8.9,24.1,11.2,0
31/12/2019,42,2019,12,31,2,10.4,22.9,7.2,0
