Epoca: ,1-ene.-10,2010.0,,2455196.50,,,,e,ε_g,ϖ_g,L_o Luna,P_o Luna,N_o Luna,Año trópico,,,,,,,,Luna Nueva,Luna Llena,Mes Sinódico,,,
17-1-17 0:00,2457770.50,2574.00,3,Martes,Enero,17,"2,533.50",2817.0604,34007.9742,33591.0770,155.3792,-0.2048,0.0434,0.0864,33590.7424,5.8810,-0.1418,34013.4653,-0.548342987,34012.9169,31195.8565,78.06%,,235.8565,19.35,,17
18-1-17 0:00,2457771.50,2575.00,4,Miércoles,Enero,18,"2,534.49",2818.0780,34021.1506,33604.1419,155.3263,0.0445,0.0465,0.0926,33604.0474,5.2106,-0.1985,34026.1607,-0.6107201937,34025.5499,31207.4719,69.16%,,247.4719,20.30,,18
19-1-17 0:00,2457772.50,2576.00,5,Jueves,Enero,19,"2,535.47",2819.0955,34034.3270,33617.2069,155.2733,0.2921,0.0496,0.0987,33617.3508,4.2606,-0.2133,34038.6168,-0.6473213606,34037.9695,31218.8740,59.65%,,258.8740,21.24,C. Menguante,19
20-1-17 0:00,2457773.50,2577.00,6,Viernes,Enero,20,"2,536.46",2820.1128,34047.5034,33630.2719,155.2203,0.5285,0.0526,0.1048,33630.6429,3.0830,-0.1829,34050.8793,-0.6582410881,34050.2211,31230.1083,49.91%,,270.1083,22.16,C. Menguante,20
21-1-17 0:00,2457774.50,2578.00,7,Sábado,Enero,21,"2,537.44",2821.1299,34060.6798,33643.3369,155.1674,0.7445,0.0557,0.1109,33643.9148,1.7424,-0.1139,34062.9970,-0.64423037,34062.3528,31241.2228,40.27%,,281.2228,23.07,,21
22-1-17 0:00,2457775.50,2579.00,1,Domingo,Enero,22,"2,538.43",2822.1469,34073.8562,33656.4019,155.1144,0.9319,0.0587,0.1170,33657.1581,0.3118,-0.0212,34075.0199,-0.606536799,34074.4134,31252.2665,31.05%,,292.2665,23.97,,22
23-1-17 0:00,2457776.50,2580.00,2,Lunes,Enero,23,"2,539.41",2823.1637,34087.0326,33669.4669,155.0615,1.0835,0.0618,0.1230,33670.3657,-1.1315,0.0758,34086.9986,-0.5468141752,34086.4517,31263.2880,22.56%,,303.2880,24.88,,23
24-1-17 0:00,2457777.50,2581.00,3,Martes,Enero,24,"2,540.40",2824.1803,34100.2090,33682.5319,155.0085,1.1934,0.0648,0.1290,33683.5316,-2.5108,0.1567,34098.9835,-0.4670842771,34098.5165,31274.3361,15.06%,,314.3361,25.78,,24
25-1-17 0:00,2457778.50,2582.00,4,Miércoles,Enero,25,"2,541.39",2825.1967,34113.3854,33695.5969,154.9556,1.2574,0.0678,0.1349,33696.6517,-3.7540,0.2050,34111.0261,-0.3697406825,34110.6563,31285.4596,8.81%,,325.4596,26.70,,25
26-1-17 0:00,2457779.50,2583.00,5,Jueves,Enero,26,"2,542.37",2826.2129,34126.5618,33708.6619,154.9026,1.2731,0.0707,0.1408,33709.7234,-4.7978,0.2111,34123.1774,-0.2575934561,34122.9199,31296.7069,4.08%,,336.7069,27.62,,26
27-1-17 0:00,2457780.50,2584.00,6,Viernes,Enero,27,"2,543.36",2827.2289,34139.7382,33721.7269,154.8497,1.2398,0.0737,0.1467,33722.7463,-5.5905,0.1742,34135.4880,-0.1339550446,34135.3541,31308.1251,1.07%,,348.1251,28.56,Luna Nueva,27
28-1-17 0:00,2457781.50,2585.00,7,Sábado,Enero,28,"2,544.34",2828.2447,34152.9145,33734.7919,154.7967,1.1588,0.0766,0.1525,33735.7215,-6.0943,0.1023,34148.0047,-0.00275747195,34148.0019,31319.7572,0.00%,Luna Nueva,359.7572,29.51,Luna Nueva,1
29-1-17 0:00,2457782.50,2586.00,1,Domingo,Enero,29,"2,545.33",2829.2602,34166.0909,33747.8569,154.7438,1.0332,0.0795,0.1583,33748.6522,-6.2869,0.0101,34160.7678,0.1313294899,34160.8991,31331.6389,1.03%,,11.6389,0.95,,2
30-1-17 0:00,2457783.50,2587.00,2,Lunes,Enero,30,"2,546.31",2830.2755,34179.2673,33760.9219,154.6908,0.8678,0.0824,0.1640,33761.5433,-6.1614,-0.0839,34173.8074,0.2628330619,34174.0703,31343.7948,4.25%,,23.7948,1.95,,3
31-1-17 0:00,2457784.50,2588.00,3,Martes,Enero,31,"2,547.30",2831.2905,34192.4437,33773.9869,154.6379,0.6690,0.0852,0.1697,33774.4010,-5.7269,-0.1610,34187.1396,0.3855350802,34187.5252,31356.2346,9.67%,,36.2346,2.97,,4
1-2-17 0:00,2457785.50,2589.00,4,Miércoles,Febrero,1,"2,548.29",2832.3053,34205.6201,33787.0518,154.5849,0.4445,0.0880,0.1753,33787.2330,-5.0069,-0.2062,34200.7635,0.4927193856,34201.2563,31368.9509,17.16%,,48.9509,4.02,,5
2-2-17 0:00,2457786.50,2590.00,5,Jueves,Febrero,2,"2,549.27",2833.3198,34218.7965,33800.1168,154.5319,0.2029,0.0908,0.1809,33800.0479,-4.0382,-0.2107,34214.6597,0.5776449778,34215.2373,31381.9175,26.46%,,61.9175,5.08,,6
3-2-17 0:00,2457787.50,2591.00,6,Viernes,Febrero,3,"2,550.26",2834.3341,34231.9729,33813.1818,154.4790,-0.0466,0.0936,0.1864,33812.8552,-2.8691,-0.1738,34228.7898,0.63422194,34229.4241,31395.0900,37.13%,,75.0900,6.16,,7
4-2-17 0:00,2457788.50,2592.00,7,Sábado,Febrero,4,"2,551.24",2835.3480,34245.1493,33826.2468,154.4260,-0.2943,0.0964,0.1919,33825.6643,-1.5571,-0.1027,34243.0989,0.6577928922,34243.7567,31408.4087,48.61%,,88.4087,7.25,C. Creciente,8
5-2-17 0:00,2457789.50,2593.00,1,Domingo,Febrero,5,"2,552.23",2836.3617,34258.3257,33839.3118,154.3731,-0.5306,0.0991,0.1973,33838.4848,-0.1663,-0.0113,34257.5184,0.645859137,34258.1643,31421.8026,60.23%,,101.8026,8.35,,9
6-2-17 0:00,2457790.50,2594.00,2,Lunes,Febrero,6,"2,553.21",2837.3750,34271.5021,33852.3768,154.3201,-0.7466,0.1018,0.2027,33851.3258,1.2350,0.0824,34271.9712,0.598568442,34272.5698,31435.1947,71.28%,,115.1947,9.45,,10
7-2-17 0:00,2457791.50,2595.00,3,Martes,Febrero,7,"2,554.20",2838.3881,34284.6785,33865.4418,154.2672,-0.9338,0.1044,0.2080,33864.1956,2.5774,0.1600,34286.3777,0.5188206604,34286.8965,31448.5085,81.13%,,128.5085,10.54,,11
8-2-17 0:00,2457792.50,2596.00,4,Miércoles,Febrero,8,"2,555.19",2839.4008,34297.8549,33878.5068,154.2142,-1.0850,0.1071,0.2132,33877.1015,3.7935,0.2059,34300.6622,0.4119431134,34301.0741,31461.6734,89.22%,,141.6734,11.62,,12
9-2-17 0:00,2457793.50,2597.00,5,Jueves,Febrero,9,"2,556.17",2840.4132,34311.0313,33891.5718,154.1613,-1.1945,0.1097,0.2184,33890.0492,4.8208,0.2107,34314.7586,0.2850069138,34315.0437,31474.6305,95.18%,,154.6305,12.68,,13
10-2-17 0:00,2457794.50,2598.00,6,Viernes,Febrero,10,"2,557.16",2841.4252,34324.2077,33904.6368,154.1083,-1.2580,0.1122,0.2235,33903.0431,5.6053,0.1729,34328.6158,0.1459513001,34328.7617,31487.3365,98.78%,,167.3365,13.73,,14
11-2-17 0:00,2457795.50,2599.00,7,Sábado,Febrero,11,"2,558.14",2842.4370,34337.3841,33917.7018,154.0554,-1.2730,0.1148,0.2285,33916.0855,6.1041,0.0999,34342.2003,0.002718554073,34342.2031,31499.7661,100.00%,Luna Llena,179.7661,14.75,Luna Llena,15
12-2-17 0:00,2457796.50,2600.00,1,Domingo,Febrero,12,"2,559.13",2843.4483,34350.5605,33930.7668,154.0024,-1.2389,0.1172,0.2335,33929.1771,6.2880,0.0061,34355.4984,-0.1374311668,34355.3610,31511.9127,98.92%,,191.9127,15.74,,16
13-2-17 0:00,2457797.50,2601.00,2,Lunes,Febrero,13,"2,560.11",2844.4593,34363.7369,33943.8318,153.9495,-1.1571,0.1197,0.2384,33942.3165,6.1439,-0.0892,34368.5147,-0.2683358057,34368.2464,31523.7870,95.75%,,203.7870,16.72,,17
14-2-17 0:00,2457798.50,2602.00,3,Martes,Febrero,14,"2,561.10",2845.4700,34376.9133,33956.8967,153.8965,-1.0307,0.1221,0.2432,33955.5006,5.6760,-0.1663,34381.2701,-0.3850783445,34380.8850,31535.4150,90.75%,,215.4150,17.67,,18
15-2-17 0:00,2457799.50,2603.00,4,Miércoles,Febrero,15,"2,562.08",2846.4803,34390.0897,33969.9617,153.8435,-0.8646,0.1245,0.2480,33968.7246,4.9061,-0.2089,34393.7978,-0.4839307756,34393.3139,31546.8336,84.21%,,226.8336,18.61,,19
16-2-17 0:00,2457800.50,2604.00,5,Jueves,Febrero,16,"2,563.07",2847.4902,34403.2661,33983.0267,153.7906,-0.6651,0.1269,0.2527,33981.9820,3.8732,-0.2077,34406.1396,-0.5621881715,34405.5774,31558.0872,76.43%,,238.0872,19.53,,20
17-2-17 0:00,2457801.50,2605.00,6,Viernes,Febrero,17,"2,564.06",2848.4997,34416.4425,33996.0917,153.7376,-0.4400,0.1292,0.2573,33995.2652,2.6313,-0.1627,34418.3419,-0.6179772835,34417.7239,31569.2242,67.74%,,249.2242,20.44,,21
18-2-17 0:00,2457802.50,2606.00,7,Sábado,Febrero,18,"2,565.04",2849.5088,34429.6189,34009.1567,153.6847,-0.1979,0.1315,0.2618,34008.5655,1.2467,-0.0832,34430.4530,-0.6500947352,34429.8029,31580.2942,58.43%,,260.2942,21.35,C. Menguante,22
19-2-17 0:00,2457803.50,2607.00,1,Domingo,Febrero,19,"2,566.03",2850.5175,34442.7953,34022.2217,153.6317,0.0519,0.1337,0.2663,34021.8736,-0.2056,0.0140,34442.5218,-0.657897249,34441.8639,31591.3464,48.83%,,271.3464,22.26,,23
20-2-17 0:00,2457804.50,2608.00,2,Lunes,Febrero,20,"2,567.01",2851.5258,34455.9717,34035.2867,153.5788,0.2997,0.1359,0.2707,34035.1798,-1.6467,0.1082,34454.5969,-0.6412435478,34453.9557,31602.4299,39.24%,,282.4299,23.17,,24
21-2-17 0:00,2457805.50,2609.00,3,Martes,Febrero,21,"2,568.00",2852.5337,34469.1481,34048.3517,153.5258,0.5359,0.1381,0.2750,34048.4746,-2.9982,0.1794,34466.7271,-0.6004799721,34466.1266,31613.5929,29.99%,,293.5929,24.08,,25
22-2-17 0:00,2457806.50,2610.00,4,Miércoles,Febrero,22,"2,568.98",2853.5412,34482.3245,34061.4167,153.4729,0.7515,0.1402,0.2792,34061.7488,-4.1874,0.2126,34478.9610,-0.5364665961,34478.4245,31624.8834,21.40%,,304.8834,25.01,,26
23-2-17 0:00,2457807.50,2611.00,5,Jueves,Febrero,23,"2,569.97",2854.5482,34495.5009,34074.4817,153.4199,0.9381,0.1423,0.2833,34074.9942,-5.1510,0.2011,34491.3468,-0.4506490625,34490.8962,31636.3480,13.82%,,316.3480,25.95,,27
24-2-17 0:00,2457808.50,2612.00,6,Viernes,Febrero,24,"2,570.96",2855.5548,34508.6773,34087.5467,153.3670,1.0885,0.1443,0.2874,34088.2035,-5.8390,0.1476,34503.9300,-0.34518312,34503.5848,31648.0300,7.58%,,328.0300,26.91,,28
25-2-17 0:00,2457809.50,2613.00,7,Sábado,Febrero,25,"2,571.94",2856.5610,34521.8537,34100.6117,153.3140,1.1969,0.1463,0.2913,34101.3709,-6.2174,0.0635,34516.7503,-0.2231067189,34516.5272,31659.9662,3.03%,,339.9662,27.89,,29
26-2-17 0:00,2457810.50,2614.00,1,Domingo,Febrero,26,"2,572.93",2857.5667,34535.0300,34113.6767,153.2611,1.2591,0.1482,0.2952,34114.4923,-6.2693,-0.0334,34529.8382,-0.08852804661,34529.7496,31672.1829,0.46%,,352.1829,28.89,Luna Nueva,30
27-2-17 0:00,2457811.50,2615.00,2,Lunes,Febrero,27,"2,573.91",2858.5720,34548.2064,34126.7416,153.2081,1.2727,0.1501,0.2990,34127.5652,-5.9954,-0.1231,34543.2104,0.05323510705,34543.2637,31684.6917,0.17%,Luna Nueva,4.6917,0.38,,1
28-2-17 0:00,2457812.50,2616.00,3,Martes,Febrero,28,"2,574.90",2859.5768,34561.3828,34139.8066,153.1551,1.2371,0.1520,0.3027,34140.5890,-5.4135,-0.1875,34556.8670,0.1956539626,34557.0626,31697.4858,2.31%,,17.4858,1.43,,2
1-3-17 0:00,2457813.50,2617.00,4,Miércoles,Marzo,1,"2,575.88",2860.5812,34574.5592,34152.8716,153.1022,1.1537,0.1538,0.3063,34153.5652,-4.5567,-0.2137,34570.7888,0.3312136963,34571.1200,31710.5388,6.94%,,30.5388,2.51,,3
2-3-17 0:00,2457814.50,2618.00,5,Jueves,Marzo,2,"2,576.87",2861.5850,34587.7356,34165.9366,153.0492,1.0258,0.1556,0.3098,34166.4970,-3.4712,-0.1970,34584.9377,0.4519142284,34585.3896,31723.8046,13.91%,,43.8046,3.59,,4
3-3-17 0:00,2457815.50,2619.00,6,Viernes,Marzo,3,"2,577.86",2862.5884,34600.9120,34179.0016,152.9963,0.8582,0.1573,0.3133,34179.3893,-2.2137,-0.1410,34599.2582,0.5500214169,34599.8083,31737.2198,22.93%,,57.2198,4.69,,5
4-3-17 0:00,2457816.50,2620.00,7,Sábado,Marzo,4,"2,578.84",2863.5914,34614.0884,34192.0666,152.9433,0.6575,0.1590,0.3166,34192.2485,-0.8482,-0.0572,34613.6815,0.6189531876,34614.3005,31750.7091,33.48%,,70.7091,5.80,,6
5-3-17 0:00,2457817.50,2621.00,1,Domingo,Marzo,5,"2,579.83",2864.5938,34627.2648,34205.1316,152.8904,0.4313,0.1606,0.3199,34205.0824,0.5571,0.0378,34628.1304,0.6541157582,34628.7845,31764.1907,44.94%,,84.1907,6.91,C. Creciente,7
6-3-17 0:00,2457818.50,2622.00,2,Lunes,Marzo,6,"2,580.81",2865.5958,34640.4412,34218.1966,152.8374,0.1884,0.1622,0.3230,34217.8998,1.9328,0.1252,34642.5254,0.6534911227,34643.1789,31777.5832,56.60%,,97.5832,8.00,,8
7-3-17 0:00,2457819.50,2623.00,3,Martes,Marzo,7,"2,581.80",2866.5972,34653.6176,34231.2616,152.7845,-0.0618,0.1637,0.3261,34230.7100,3.2115,0.1879,34656.7916,0.6178323704,34657.4094,31790.8122,67.77%,,110.8122,9.09,,9
8-3-17 0:00,2457820.50,2624.00,4,Miércoles,Marzo,8,"2,582.78",2867.5982,34666.7940,34244.3266,152.7315,-0.3096,0.1652,0.3290,34243.5227,4.3306,0.2137,34670.8635,0.5504306249,34671.4139,31803.8158,77.83%,,123.8158,10.16,,10
9-3-17 0:00,2457821.50,2625.00,5,Jueves,Marzo,9,"2,583.77",2868.5986,34679.9704,34257.3916,152.6786,-0.5455,0.1667,0.3319,34256.3476,5.2347,0.1974,34684.6904,0.4565343106,34685.1470,31816.5483,86.30%,,136.5483,11.20,,11
10-3-17 0:00,2457822.50,2626.00,6,Viernes,Marzo,10,"2,584.75",2869.5986,34693.1468,34270.4566,152.6256,-0.7602,0.1681,0.3347,34269.1936,5.8785,0.1421,34698.2391,0.3425830428,34698.5817,31828.9831,92.85%,,148.9831,12.22,,12
11-3-17 0:00,2457823.50,2627.00,7,Sábado,Marzo,11,"2,585.74",2870.5980,34706.3232,34283.5216,152.5727,-0.9456,0.1694,0.3373,34282.0692,6.2285,0.0585,34711.4951,0.2154390541,34711.7106,31841.1125,97.31%,,161.1125,13.22,,13
12-3-17 0:00,2457824.50,2628.00,1,Domingo,Marzo,12,"2,586.73",2871.5969,34719.4996,34296.5866,152.5197,-1.0944,0.1707,0.3399,34294.9815,6.2648,-0.0370,34724.4623,0.08176181825,34724.5441,31852.9471,99.62%,,172.9471,14.19,Luna Llena,14
13-3-17 0:00,2457825.50,2629.00,2,Lunes,Marzo,13,"2,587.71",2872.5953,34732.6760,34309.6515,152.4667,-1.2009,0.1719,0.3424,34307.9364,5.9830,-0.1254,34737.1607,-0.05239871629,34737.1083,31864.5130,99.84%,Luna Llena,184.5130,15.14,,15
14-3-17 0:00,2457826.50,2630.00,3,Martes,Marzo,14,"2,588.70",2873.5932,34745.8524,34322.7165,152.4138,-1.2609,0.1731,0.3447,34320.9378,5.3939,-0.1887,34749.6236,-0.1817872877,34749.4418,31875.8486,98.10%,,195.8486,16.07,,16
15-3-17 0:00,2457827.50,2631.00,4,Miércoles,Marzo,15,"2,589.68",2874.5906,34759.0288,34335.7815,152.3608,-1.2720,0.1742,0.3470,34333.9883,4.5245,-0.2139,34761.8932,-0.3019557057,34761.5912,31887.0007,94.55%,,207.0007,16.98,,17
16-3-17 0:00,2457828.50,2632.00,5,Jueves,Marzo,16,"2,590.67",2875.5874,34772.2052,34348.8465,152.3079,-1.2339,0.1753,0.3491,34347.0881,3.4169,-0.1952,34774.0176,-0.4091736355,34773.6084,31898.0210,89.39%,,218.0210,17.88,,18
17-3-17 0:00,2457829.50,2633.00,6,Viernes,Marzo,17,"2,591.65",2876.5837,34785.3816,34361.9115,152.2549,-1.1480,0.1764,0.3512,34360.2359,2.1265,-0.1362,34786.0475,-0.5003051218,34785.5472,31908.9635,82.83%,,228.9635,18.78,,19
18-3-17 0:00,2457830.50,2634.00,7,Sábado,Marzo,18,"2,592.64",2877.5794,34798.5580,34374.9765,152.2020,-1.0176,0.1773,0.3531,34373.4284,0.7197,-0.0487,34798.0340,-0.5726983557,34797.4613,31919.8819,75.09%,,239.8819,19.68,,20
19-3-17 0:00,2457831.50,2635.00,1,Domingo,Marzo,19,"2,593.63",2878.5746,34811.7344,34388.0415,152.1490,-0.8478,0.1783,0.3550,34386.6604,-0.7294,0.0493,34810.0282,-0.6241122215,34809.4041,31930.8295,66.42%,,250.8295,20.58,,21
20-3-17 0:00,2457832.50,2636.00,2,Lunes,Marzo,20,"2,594.61",2879.5693,34824.9108,34401.1065,152.0961,-0.6451,0.1791,0.3567,34399.9255,-2.1431,0.1371,34822.0805,-0.6526850453,34821.4278,31941.8586,57.08%,,261.8586,21.48,C. Menguante,22
21-3-17 0:00,2457833.50,2637.00,3,Martes,Marzo,21,"2,595.60",2880.5634,34838.0872,34414.1715,152.0431,-0.4173,0.1800,0.3584,34413.2158,-3.4449,0.1961,34834.2412,-0.6569442743,34833.5842,31953.0208,47.37%,,273.0208,22.40,,23
22-3-17 0:00,2457834.50,2638.00,4,Miércoles,Marzo,22,"2,596.58",2881.5569,34851.2636,34427.2365,151.9902,-0.1734,0.1807,0.3599,34426.5224,-4.5633,0.2137,34846.5599,-0.6358603017,34845.9240,31964.3671,37.59%,,284.3671,23.33,,24
23-3-17 0:00,2457835.50,2639.00,5,Jueves,Marzo,23,"2,597.57",2882.5499,34864.4400,34440.3015,151.9372,0.0773,0.1814,0.3613,34439.8360,-5.4371,0.1859,34859.0847,-0.5889570912,34858.4957,31975.9458,28.12%,,295.9458,24.28,,25
24-3-17 0:00,2457836.50,2640.00,6,Viernes,Marzo,24,"2,598.55",2883.5424,34877.6164,34453.3665,151.8843,0.3250,0.1821,0.3626,34453.1467,-6.0185,0.1188,34871.8595,-0.5164964238,34871.3430,31987.8006,19.35%,,307.8006,25.25,,26
25-3-17 0:00,2457837.50,2641.00,7,Sábado,Marzo,25,"2,599.54",2884.5343,34890.7928,34466.4315,151.8313,0.5601,0.1827,0.3639,34466.4450,-6.2765,0.0265,34884.9202,-0.4197413179,34884.5004,31999.9661,11.72%,,319.9661,26.25,,27
26-3-17 0:00,2457838.50,2642.00,1,Domingo,Marzo,26,"2,600.53",2885.5257,34903.9692,34479.4964,151.7783,0.7736,0.1833,0.3650,34479.7218,-6.1983,-0.0712,34898.2899,-0.3012726437,34897.9887,32012.4630,5.66%,,332.4630,27.27,,28
27-3-17 0:00,2457839.50,2643.00,2,Lunes,Marzo,27,"2,601.51",2886.5164,34917.1455,34492.5614,151.7254,0.9570,0.1838,0.3659,34492.9687,-5.7900,-0.1538,34911.9750,-0.1652865178,34911.8097,32025.2932,1.64%,,345.2932,28.32,,29
28-3-17 0:00,2457840.50,2644.00,3,Martes,Marzo,28,"2,602.50",2887.5067,34930.3219,34505.6264,151.6724,1.1033,0.1842,0.3668,34506.1787,-5.0760,-0.2039,34925.9610,-0.01775639724,34925.9433,32038.4366,0.02%,Luna Nueva,358.4366,29.40,Luna Nueva,1
29-3-17 0:00,2457841.50,2645.00,4,Miércoles,Marzo,29,"2,603.48",2888.4963,34943.4983,34518.6914,151.6195,1.2067,0.1846,0.3676,34519.3460,-4.0970,-0.2115,34940.2120,0.1336708033,34940.3457,32051.8493,1.07%,,11.8493,0.97,,2
30-3-17 0:00,2457842.50,2646.00,5,Jueves,Marzo,30,"2,604.47",2889.4854,34956.6747,34531.7564,151.5665,1.2634,0.1849,0.3683,34532.4666,-2.9070,-0.1754,34954.6707,0.2801372676,34954.9508,32065.4654,4.86%,,25.4654,2.09,,3
31-3-17 0:00,2457843.50,2647.00,6,Viernes,Marzo,31,"2,605.45",2890.4740,34969.8511,34544.8214,151.5136,1.2709,0.1852,0.3688,34545.5383,-1.5705,-0.1035,34969.2628,0.4123935243,34969.6752,32079.2013,11.25%,,39.2013,3.22,,4
1-4-17 0:00,2457844.50,2648.00,7,Sábado,Abril,1,"2,606.44",2891.4620,34983.0275,34557.8864,151.4606,1.2291,0.1854,0.3693,34558.5607,-0.1580,-0.0107,34983.9025,0.5218480805,34984.4243,32092.9624,19.88%,,52.9624,4.34,,5
2-4-17 0:00,2457845.50,2649.00,1,Domingo,Abril,2,"2,607.42",2892.4494,34996.2039,34570.9514,151.4077,1.1395,0.1856,0.3696,34571.5356,1.2576,0.0839,34998.4992,0.6016197831,34999.1009,32106.6515,30.18%,,66.6515,5.47,,6
3-4-17 0:00,2457846.50,2650.00,2,Lunes,Abril,3,"2,608.41",2893.4362,35009.3803,34584.0164,151.3547,1.0056,0.1857,0.3699,34584.4664,2.6045,0.1613,35012.9660,0.6473390241,35013.6134,32120.1771,41.47%,,80.1771,6.58,C. Creciente,7
4-4-17 0:00,2457847.50,2651.00,3,Martes,Abril,4,"2,609.40",2894.4225,35022.5567,34597.0814,151.3018,0.8326,0.1858,0.3700,34597.3582,3.8159,0.2064,35027.2259,0.6575121828,35027.8834,32133.4609,53.02%,,93.4609,7.67,,8
5-4-17 0:00,2457848.50,2652.00,4,Miércoles,Abril,5,"2,610.38",2895.4082,35035.7331,34610.1464,151.2488,0.6272,0.1858,0.3700,34610.2178,4.8327,0.2105,35041.2177,0.6333984163,35041.8511,32146.4429,64.15%,,106.4429,8.73,,9
