,Date time,Minimum Temperature,Maximum Temperature,Wind Speed,Precipitation
102,04/13/2017,19.1,26.1,5.4,0.0
103,04/14/2017,19.1,24.1,3.4,0.0
104,04/15/2017,19.6,31.6,11.2,0.0
105,04/16/2017,28.6,28.6,7.2,0.0
106,04/17/2017,24.1,24.1,11.2,0.0
107,04/18/2017,18.1,29.1,22.3,0.0
108,04/19/2017,18.1,31.1,7.2,0.0
109,04/20/2017,19.6,19.6,3.6,0.0
110,04/21/2017,16.1,32.7,14.8,0.0
111,04/22/2017,,,,
112,04/23/2017,24.1,29.1,11.2,0.0
113,04/24/2017,21.1,29.7,7.6,0.0
114,04/25/2017,19.1,29.3,11.3,0.0
115,04/26/2017,17.1,30.0,7.2,0.0
116,04/27/2017,13.1,27.9,3.6,0.0
117,04/28/2017,18.6,29.4,10.8,0.0
118,04/29/2017,8.0,32.1,7.2,0.0
119,04/30/2017,19.4,32.4,18.4,0.0
120,05/01/2017,19.1,32.1,33.5,0.0
121,05/02/2017,30.7,32.9,7.2,0.0
122,05/03/2017,15.1,32.7,13.0,0.0
123,05/04/2017,19.1,32.7,13.0,0.0
124,05/05/2017,21.4,32.3,7.2,0.0
125,05/06/2017,22.1,32.9,7.6,0.0
126,05/07/2017,18.1,31.9,10.8,0.0
127,05/08/2017,20.5,30.2,10.8,0.0
128,05/09/2017,20.5,32.4,18.4,0.0
129,05/10/2017,21.6,32.1,7.2,0.0
130,05/11/2017,22.1,34.3,11.3,0.0
131,05/12/2017,22.4,33.2,10.8,0.0
132,05/13/2017,,,,
133,05/14/2017,26.1,32.3,8.6,0.0
134,05/15/2017,21.1,34.1,8.3,0.0
135,05/16/2017,21.1,34.7,7.6,0.0
136,05/17/2017,23.6,34.6,10.8,0.0
137,05/18/2017,19.1,35.4,10.8,0.0
138,05/19/2017,24.2,34.1,10.8,0.0
139,05/20/2017,14.1,34.6,7.2,0.0
140,05/21/2017,22.6,36.4,7.2,0.0
141,05/22/2017,22.1,34.9,7.2,0.0
142,05/23/2017,22.1,33.1,24.1,0.0
143,05/24/2017,18.1,33.1,7.2,0.0
144,05/25/2017,22.4,33.4,7.2,0.0
145,05/26/2017,22.6,35.4,7.2,0.0
146,05/27/2017,22.1,33.6,7.2,0.0
147,05/28/2017,21.1,33.1,18.4,0.0
148,05/29/2017,23.1,32.7,7.2,0.0
149,05/30/2017,22.6,32.2,7.2,0.0
150,05/31/2017,22.7,32.2,5.4,0.0
151,06/01/2017,20.8,32.7,7.2,0.0
152,06/02/2017,23.1,33.9,7.2,0.0
153,06/03/2017,20.1,33.6,13.0,0.0
154,06/04/2017,19.1,34.1,5.4,0.0
155,06/05/2017,22.1,32.9,7.6,0.0
156,06/06/2017,23.1,34.3,7.2,0.0
157,06/07/2017,22.6,31.9,7.2,0.0
158,06/08/2017,22.6,31.2,7.2,0.0
159,06/09/2017,20.1,32.4,7.6,0.0
160,06/10/2017,21.0,30.0,7.2,0.0
161,06/11/2017,20.7,30.2,7.2,0.0
162,06/12/2017,20.5,31.9,7.2,0.0
163,06/13/2017,23.1,32.9,3.6,0.0
164,06/14/2017,24.1,31.3,7.4,0.0
165,06/15/2017,24.0,31.1,9.4,0.0
166,06/16/2017,23.6,32.7,7.2,0.0
167,06/17/2017,18.1,33.0,7.4,0.0
168,06/18/2017,23.7,32.4,20.5,0.0
169,06/19/2017,23.6,32.9,14.8,0.0
170,06/20/2017,24.6,30.9,16.6,0.0
171,06/21/2017,17.1,32.5,9.4,0.0
172,06/22/2017,19.1,32.9,7.6,0.0
173,06/23/2017,23.6,28.7,7.2,0.0
174,06/24/2017,23.6,33.1,7.2,0.0
175,06/25/2017,25.4,30.2,7.2,0.0
176,06/26/2017,20.5,26.1,9.4,0.0
177,06/27/2017,21.6,30.7,11.2,0.0
178,06/28/2017,21.1,23.9,7.2,3.0
179,06/29/2017,21.1,27.1,14.8,0.0
180,06/30/2017,19.9,19.9,3.6,0.0
181,07/01/2017,17.1,23.4,18.4,0.0
182,07/02/2017,17.1,27.2,4.1,0.0
183,07/03/2017,18.1,26.9,3.6,0.0
184,07/04/2017,20.1,26.4,22.3,0.0
185,07/05/2017,19.6,28.6,7.2,0.0
186,07/06/2017,19.1,28.9,7.2,0.0
187,07/07/2017,19.4,28.4,7.2,0.0
188,07/08/2017,19.6,27.6,7.2,0.0
189,07/09/2017,21.7,25.7,3.6,0.0
190,07/10/2017,18.4,24.2,3.6,0.0
191,07/11/2017,19.6,20.8,3.6,0.0
192,07/12/2017,20.7,26.9,7.2,0.0
193,07/13/2017,20.1,24.4,7.2,0.0
194,07/14/2017,20.1,20.1,3.6,0.0
195,07/15/2017,21.1,29.1,7.2,0.0
196,07/16/2017,21.2,27.1,3.6,0.0
197,07/17/2017,19.1,27.1,3.6,0.0
198,07/18/2017,19.6,27.9,7.2,0.0
199,07/19/2017,18.6,27.2,7.2,0.0
200,07/20/2017,19.6,26.2,3.6,0.0
201,07/21/2017,20.1,27.9,3.8,0.0
202,07/22/2017,20.5,29.6,7.2,0.0
203,07/23/2017,19.6,27.9,11.2,0.0
204,07/24/2017,20.1,20.1,3.6,0.0
205,07/25/2017,19.4,19.4,7.2,0.0
206,07/26/2017,18.6,25.1,7.2,0.0
207,07/27/2017,19.1,26.1,9.4,0.0
208,07/28/2017,19.6,19.6,3.6,0.0
209,07/29/2017,20.1,27.6,7.6,0.0
210,07/30/2017,17.1,29.7,7.3,0.0
211,07/31/2017,21.6,30.9,7.6,0.0
212,08/01/2017,22.7,29.9,7.2,0.0
213,08/02/2017,21.4,30.0,7.6,0.0
214,08/03/2017,18.4,28.6,11.2,4.0
215,08/04/2017,19.7,28.4,7.6,6.0
216,08/05/2017,19.6,29.6,7.2,0.0
217,08/06/2017,21.0,28.7,7.6,0.0
218,08/07/2017,20.5,28.2,7.2,0.0
219,08/08/2017,26.1,26.4,13.0,0.0
220,08/09/2017,21.1,29.6,7.2,0.0
221,08/10/2017,21.7,27.4,22.3,0.0
222,08/11/2017,20.4,28.4,10.8,0.0
223,08/12/2017,20.5,29.1,7.2,0.0
224,08/13/2017,20.5,27.4,3.6,3.0
225,08/14/2017,18.2,25.9,7.2,8.0
226,08/15/2017,18.1,27.7,7.2,0.0
227,08/16/2017,16.1,29.4,7.2,0.0
228,08/17/2017,20.7,28.2,27.7,0.0
229,08/18/2017,20.1,28.6,7.2,0.0
230,08/19/2017,18.1,27.1,9.4,0.1
231,08/20/2017,19.9,27.1,9.4,2.0
232,08/21/2017,21.2,28.9,7.2,0.0
233,08/22/2017,21.1,27.4,3.8,0.0
234,08/23/2017,19.1,25.4,7.2,0.0
235,08/24/2017,16.1,21.7,9.4,0.9
236,08/25/2017,17.1,27.9,3.8,12.0
237,08/26/2017,19.6,27.1,3.6,0.0
238,08/27/2017,,,,
239,08/28/2017,18.6,26.9,3.6,0.0
240,08/29/2017,18.1,24.1,22.3,0.0
241,08/30/2017,18.6,20.5,7.2,1.7
242,08/31/2017,17.9,21.7,9.4,4.0
243,09/01/2017,19.1,25.1,7.2,0.0
244,09/02/2017,18.1,26.6,9.4,0.1
245,09/03/2017,20.2,25.9,9.4,0.0
246,09/04/2017,19.1,19.1,3.4,0.0
247,09/05/2017,18.6,21.1,3.6,0.0
248,09/06/2017,19.1,24.2,7.2,3.0
249,09/07/2017,17.6,25.2,7.2,0.0
250,09/08/2017,20.1,26.2,7.2,0.0
251,09/09/2017,19.1,26.2,11.2,0.0
252,09/10/2017,17.6,27.1,13.0,0.0
253,09/11/2017,19.6,27.2,7.2,0.0
254,09/12/2017,18.6,27.9,3.6,0.0
255,09/13/2017,19.1,28.2,7.6,0.0
256,09/14/2017,21.4,29.1,3.6,0.0
257,09/15/2017,20.5,25.9,7.2,0.0
258,09/16/2017,21.7,29.1,7.2,0.0
259,09/17/2017,24.9,28.4,11.2,0.0
260,09/18/2017,15.1,28.1,3.6,0.0
261,09/19/2017,27.1,27.1,5.4,0.0
262,09/20/2017,28.7,28.7,3.6,0.0
263,09/21/2017,19.2,25.1,5.4,0.0
264,09/22/2017,19.7,27.2,7.2,0.8
265,09/23/2017,19.4,24.2,7.2,0.0
266,09/24/2017,20.1,24.4,13.0,0.0
267,09/25/2017,20.5,23.4,3.6,0.2
268,09/26/2017,24.9,26.4,3.6,0.0
269,09/27/2017,19.9,27.7,3.6,0.0
270,09/28/2017,18.7,25.1,7.2,4.0
271,09/29/2017,19.1,25.1,16.6,0.0
272,09/30/2017,19.6,25.1,7.2,0.0
273,10/01/2017,19.4,25.7,7.2,0.0
274,10/02/2017,18.6,26.9,7.6,0.0
275,10/03/2017,25.1,26.1,14.8,0.0
276,10/04/2017,25.1,26.1,9.4,0.0
277,10/05/2017,20.7,25.4,13.0,0.0
278,10/06/2017,19.9,29.2,7.2,0.0
279,10/07/2017,17.6,24.1,7.2,0.0
280,10/08/2017,18.6,23.4,3.6,0.0
281,10/09/2017,19.1,24.6,3.6,0.0
282,10/10/2017,19.1,27.9,13.0,0.0
283,10/11/2017,18.7,25.9,7.2,0.0
284,10/12/2017,18.6,25.6,7.6,0.0
285,10/13/2017,19.4,24.2,11.2,0.0
286,10/14/2017,18.6,26.4,7.2,0.0
287,10/15/2017,20.4,27.1,7.6,0.0
288,10/16/2017,18.7,26.9,7.2,0.0
289,10/17/2017,17.6,25.2,7.2,0.0
290,10/18/2017,25.1,27.9,7.2,0.0
291,10/19/2017,18.7,26.1,7.2,0.0
292,10/20/2017,20.8,27.9,14.8,0.0
293,10/21/2017,19.1,28.7,7.2,0.0
294,10/22/2017,18.2,29.4,7.6,0.0
295,10/23/2017,18.7,27.1,10.8,0.0
296,10/24/2017,22.1,22.1,7.6,0.0
297,10/25/2017,12.1,24.9,10.8,0.0
298,10/26/2017,14.7,24.4,7.6,0.0
299,10/27/2017,9.1,27.4,7.6,0.0
300,10/28/2017,16.6,27.6,9.4,0.0
301,10/29/2017,18.6,26.7,7.2,0.0
302,10/30/2017,17.6,24.6,9.4,0.0
303,10/31/2017,23.2,23.2,3.6,0.0
304,11/01/2017,17.1,25.9,3.6,0.0
305,11/02/2017,19.4,28.1,3.6,0.0
306,11/03/2017,19.1,30.1,7.6,0.0
307,11/04/2017,23.2,31.1,3.6,0.0
308,11/05/2017,15.1,30.3,7.6,0.0
309,11/06/2017,15.1,29.9,3.6,0.0
310,11/07/2017,14.4,28.9,7.2,0.0
311,11/08/2017,12.6,29.7,3.6,0.0
312,11/09/2017,16.9,28.2,5.4,0.0
313,11/10/2017,19.1,27.7,7.2,0.0
314,11/11/2017,18.1,28.1,7.2,0.0
315,11/12/2017,17.4,28.1,7.2,0.0
316,11/13/2017,17.1,27.4,16.6,0.0
317,11/14/2017,16.0,26.4,7.2,0.0
318,11/15/2017,15.6,26.7,3.6,0.0
319,11/16/2017,16.1,16.1,7.2,0.0
320,11/17/2017,14.1,27.2,3.6,0.0
321,11/18/2017,13.6,29.5,7.2,0.0
322,11/19/2017,17.2,26.7,7.2,0.0
323,11/20/2017,14.4,26.7,5.4,0.0
324,11/21/2017,9.1,26.4,18.4,0.0
325,11/22/2017,12.4,26.4,7.6,0.0
326,11/23/2017,12.1,22.9,7.6,0.0
327,11/24/2017,9.2,23.9,3.6,0.0
328,11/25/2017,10.6,26.1,7.2,0.0
329,11/26/2017,12.2,26.7,18.4,0.0
330,11/27/2017,8.4,24.9,3.6,0.0
331,11/28/2017,11.7,25.4,9.4,0.0
332,11/29/2017,10.6,26.9,3.6,0.0
333,11/30/2017,12.6,24.2,7.2,0.0
334,12/01/2017,10.6,22.9,14.8,0.0
335,12/02/2017,8.8,25.1,7.2,0.0
336,12/03/2017,20.8,24.9,3.6,0.0
337,12/04/2017,6.1,25.7,9.4,0.0
338,12/05/2017,13.1,26.4,7.2,0.0
339,12/06/2017,11.1,27.1,7.6,0.0
340,12/07/2017,8.0,25.7,10.8,0.0
341,12/08/2017,15.6,22.1,7.2,0.0
342,12/09/2017,5.6,19.1,14.8,0.0
343,12/10/2017,8.7,19.1,9.4,0.0
344,12/11/2017,6.6,16.4,3.6,0.0
345,12/12/2017,9.1,25.3,7.3,0.0
346,12/13/2017,11.1,17.1,5.4,0.0
347,12/14/2017,10.6,23.4,7.2,0.0
348,12/15/2017,13.6,22.2,9.4,0.0
349,12/16/2017,12.6,16.1,18.4,19.0
350,12/17/2017,16.6,22.4,7.2,0.0
351,12/18/2017,14.2,23.4,7.2,0.0
352,12/19/2017,14.6,25.1,7.6,0.0
353,12/20/2017,24.1,25.4,11.2,0.0
354,12/21/2017,12.1,24.9,7.6,0.0
355,12/22/2017,12.6,21.7,9.4,0.0
356,12/23/2017,7.1,25.1,7.6,0.0
357,12/24/2017,21.5,21.5,7.1,0.0
358,12/25/2017,19.1,24.1,5.4,0.0
359,12/26/2017,10.6,25.2,7.2,0.0
360,12/27/2017,25.9,25.9,3.6,0.0
361,12/28/2017,11.1,23.4,7.2,0.0
362,12/29/2017,10.6,23.4,3.6,0.0
363,12/30/2017,10.6,25.4,3.6,0.0
364,12/31/2017,11.9,24.1,14.8,0.0
