Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"zapopan","01/31/2020",8,24,17.6,2.1,46.58,,18.4,,99,,0,0,,11.8,72.5,1012.6,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/01/2020",13,20,16.6,-1.8,29,,18.4,,24,,0,0,,13.9,87.5,1017.3,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Overcast"
"zapopan","02/02/2020",12,20,17.3,4.2,42.95,,16.6,,175,,0,0,,15.5,48.8,1016.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/03/2020",11,14,13.2,10.8,85.49,,11.2,,218,,0,0,,4,50,1015.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/04/2020",12,22,17.5,12,72.04,,18.4,,80,,0,0,,10.2,54.2,1014.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/05/2020",12,21,18.5,9.3,57.08,,25.9,,222,,0,0,,16.1,70,1009.6,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/06/2020",4,24,17,-1.1,40.63,,11.2,25.9,140,,0,0,,16.1,47.5,1010.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/07/2020",4,27,19.1,-0.5,34.49,25.8,24.1,,69,,0,0,,17.2,65,1007.5,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/08/2020",6,26,19.6,3.2,40.99,,20.5,,100,,0,0,,11.9,50,1012.3,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/09/2020",7,27,20.8,8.8,49.84,26.4,25.9,,129,,0,0,,14.8,33.8,1013.1,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/10/2020",9,27,22.1,7.7,45.65,26.2,24.1,,221.11,,0,0,,16.6,0,1013,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","02/11/2020",9,28,21.6,6.9,45.79,26.7,18.4,,117,,0,0,,14,10,1010.6,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","02/12/2020",10,25,20.6,5,39.49,,38.9,,202.22,9.1,0,0,,17.5,61.1,1009.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/13/2020",7,26,20.2,5.1,41.91,,22.3,,128,,0,0,,15.1,32.5,1011.2,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/14/2020",9,27,21.3,6.1,40.58,26.3,13,,53,,0,0,,14.7,12.5,1012.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","02/15/2020",10,27,22,8,43.59,26.4,18.4,,123,,0,0,,12.4,37.5,1014.1,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/16/2020",10,29,23,7,39.58,27.5,20.5,,176,,0,0,,12.3,40,1010.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/17/2020",10,31,24.4,4.4,33.22,28.9,9.4,,80,,0,0,,13.5,56.3,1006.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/18/2020",11,31,24.7,5.6,34.88,28.9,13,,167,,0,0,,12.4,0,1007.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","02/19/2020",12,31,25.3,4.3,32.78,28.9,14.8,,185,,0,0,,12.9,0,1010.1,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","02/20/2020",11,30,24.5,4.1,33.12,28.1,14.8,,102,,0,0,,16.1,5,1010.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","02/21/2020",14,28,22.6,7.5,40.25,26.8,13,,92,,0,0,,16.1,52.5,1015.4,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/22/2020",15,28,23.3,6.7,36.47,26.8,14.8,,150,,0,0,,12.6,30,1014.3,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/23/2020",11,27,23,6.5,38.87,26.1,24.1,,234,,0,0,,15.5,25,1013.2,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","02/24/2020",9,28,22.6,2.5,32.05,26.6,18.4,,157,,0,0,,14.5,0,1009.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","02/25/2020",10,27,22.1,4.1,36.08,26,29.5,38.9,228,,0,0,,15.1,75,1008,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","02/26/2020",8,27,20.8,2.3,32.48,26,14.8,,127.78,7.3,0,0,,11.7,2.8,1010.6,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","02/27/2020",10,26,19.2,3.3,37.25,,18.4,,166,8.7,0,0,,13.5,2.5,1014.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","02/28/2020",10,27,21.9,7.5,43.58,26.3,18.4,,113,,0,0,,12.1,12.5,1014.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","02/29/2020",11,28,22.9,7.7,40.57,26.8,14.8,,152,,0,0,,14.5,0,1013.6,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/01/2020",12,28,23.7,6.3,36.83,26.8,31.7,37.1,202,,0,0,,16.1,0,1012.1,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/02/2020",11,30,24.4,2.5,31.95,28.1,33.5,38.9,169,,0,0,,16.1,0,1009.3,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/03/2020",10,29,23.1,2.7,32.03,27.3,42.5,35.3,175,,0,0,,14.7,68.8,1008.4,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/04/2020",10,27,22.3,1.8,31.68,26,22.3,35.3,194,,0,0,,14.8,66.3,1009.6,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/05/2020",9,29,22.4,4.3,36.13,27.4,20.5,,121,,0,0,,10.6,62.5,1012.3,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/06/2020",15,27,22.4,5.8,35.25,26.3,20.5,,94.44,,0,0,,15.7,62.5,1014.2,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/07/2020",13,27,20.8,4.6,36.25,26.2,11.2,,73.33,,0,0,,12.5,58.3,1015.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/08/2020",14,27,22.6,9.3,45.72,26.3,18.4,,79,,0,0,,11.3,65,1011.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/09/2020",14,28,23.9,9.3,42.53,27,24.1,,105,,0,0,,11.9,53.8,1012.2,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/10/2020",13,29,22.7,8.4,43.88,27.5,5.4,,105.71,,0,0,,11.3,50,1014.3,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/11/2020",14,30,25.3,6.2,32.96,28.2,14.8,,106,,0,0,,11,42.5,1010.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/12/2020",13,30,25.7,1.8,23.19,28.1,24.1,,175,,0,0,,16.1,67.5,1007.2,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/13/2020",15,30,25.6,5.1,30.31,28.2,18.4,,183,,0,0,,10.3,52.5,1008,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/14/2020",15,31,24.9,6.1,33.38,28.9,11.2,,79,,0,0,,13.5,15,1010.2,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/15/2020",18,30,26.1,7.3,32.66,28.2,9.4,,130,,0,0,,13.5,22.5,1010.1,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/16/2020",15,30,24.6,7.5,37.96,28.2,18.4,,201.11,,0,0,,13.6,30.6,1011.1,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/17/2020",14,29,24.3,8.3,39.5,27.8,22.3,,188,,0,0,,12.1,31.3,1010.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/18/2020",13,30,24.8,5.7,36.24,28.1,20.5,38.9,174,,0,0,,12.7,27.5,1011.1,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/19/2020",14,30,25.4,2.6,25.54,28.1,20.5,37.1,167,,0,0,,16.1,0,1011,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/20/2020",12,32,25.4,2.5,29.04,29.7,24.1,,83,,0,0,,17.4,0,1013.5,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/21/2020",16,31,25.9,8.6,36.39,29.1,16.6,,169,,0,0,,13.2,37.5,1011.1,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","03/22/2020",15,32,26.7,4.6,28.82,29.7,22.3,,131,,0,0,,16.1,5,1009.2,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/23/2020",16,32,27.2,2.1,22.8,29.7,16.6,,233,,0,0,,16.1,0,1009.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/24/2020",15,34,27.9,3.1,24.03,31.5,18.4,,171,,0,0,,18.3,0,1009.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/25/2020",17,33,27.9,0.8,19.75,30.6,11.2,,155,,0,0,,14.2,0,1006.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/26/2020",15,34,28.2,4.5,25.87,31.5,13,,108,,0,0,,17.1,5,1006.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/27/2020",17,31,26.6,5,30.34,28.9,29.5,29.5,173,,0,0,,15.5,2.5,1005.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/28/2020",17,30,26.2,1.4,21.84,28.1,22.3,,204,,0,0,,15.1,0,1006.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/29/2020",15,30,25.7,1.9,22.64,28.1,18.4,,138,,0,0,,14.5,5,1007.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/30/2020",17,31,26.9,2.7,22.78,28.9,14.8,,156,,0,0,,18,0,1008.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","03/31/2020",15,32,26.7,2.1,22.39,29.7,16.6,,177,,0,0,,14.3,10,1006.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/01/2020",17,32,26.8,3.9,24.8,29.7,31.7,,197,,0,0,,17.4,40,1006.5,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","04/02/2020",16,31,26.3,3.4,26.91,28.9,20.5,,167,,0,0,,17.7,0,1007.6,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/03/2020",16,31,26.6,2.1,22.57,28.9,25.9,,163,,0,0,,17.1,0,1006.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/04/2020",19,31,26.8,1.7,22.03,28.9,24.1,,186,,0,0,,15.8,0,1006,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/05/2020",10,30,23.9,0.9,27.92,28.1,13,,125,,0,0,,16.1,37.5,1006.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","04/06/2020",10,30,24.1,-0.3,25.53,28.1,22.3,35.3,121,,0,0,,16.1,48.8,1008.6,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","04/07/2020",8,32,25,-0.8,24.37,29.8,33.5,35.3,137,,0,0,,17.1,0,1009.6,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/08/2020",11,32,25.1,0.5,24.28,29.7,24.1,,126,,0,0,,17.7,15,1009.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/09/2020",11,32,25,-1.4,21.4,29.7,29.5,,91,,0,0,,14.3,12.5,1008.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/10/2020",12,32,25.6,-0.1,23.4,29.7,14.8,,217,,0,0,,16.1,10,1007.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/11/2020",12,31,24.9,2.1,28.81,28.9,37.1,,186,,0,0,,16.1,65,1006.5,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","04/12/2020",12,31,24.6,0.7,24.51,28.9,51.8,46.4,217,,0,0,,16.1,66.3,1007,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","04/13/2020",10,31,24.5,-3,21.46,29,38.9,35.3,134,,0,0,,16.1,22.5,1010,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/14/2020",9,33,24.7,-5.6,16.84,30.7,40.7,,93,,0,0,,15.8,22.5,1009.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/15/2020",10,33,25.3,-2.9,19.28,30.6,37.1,,182,,0,0,,18,0,1008,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/16/2020",11,33,25.5,0.5,22.21,30.6,11.2,,82,,0,0,,12.9,25,1007.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/17/2020",13,32,25.6,3.5,25.8,29.8,20.5,,124,,0,0,,12.7,23.8,1009.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/18/2020",14,31,25.4,5.1,29.37,29,25.9,27.7,169,,0,0,,11.1,47.5,1008.5,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","04/19/2020",14,32,25.5,6.8,35.49,29.7,33.5,38.9,235,,0,0,,16.1,5,1007.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/20/2020",14,32,26.1,1.8,25.72,29.7,29.5,,221,,0,0,,16.1,0,1006.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/21/2020",14,35,27.1,-2.3,17.17,32.3,9.4,29.5,118,,0,0,,16.1,12.5,1006.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/22/2020",14,32,25.8,1.1,23.22,29.7,22.3,35.3,214,,0,0,,13.5,87.5,1007.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Overcast"
"zapopan","04/23/2020",13,33,26.3,1.9,24.81,30.6,33.5,,195,,0,0,,16.1,40,1006.6,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","04/24/2020",12,32,25.7,-12.4,10.96,30,31.7,,226,,0,0,,17.4,2.5,1007.2,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/25/2020",12,34,26.5,-1.9,18.77,31.4,25.9,,84,,0,0,,16.1,35,1006.9,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Partially cloudy"
"zapopan","04/26/2020",13,33,27.1,1.7,20.96,30.6,18.4,,92,,0,0,,12.3,10,1007.1,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/27/2020",16,32,26.7,5.2,27.54,29.7,13,,146,,0,0,,11.8,12.5,1008.8,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/28/2020",14,32,25.9,0.5,21.91,29.7,24.1,27.7,226,,0,0,,13.2,0,1009.7,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/29/2020",13,32,26.1,-9.3,10.67,29.8,22.3,,188,,0,0,,16.4,0,1008,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","04/30/2020",18,31,26,4,26.94,29,20.5,,94,,0,0,,14.8,25,1009.3,"",20.72163,-103.39335,"Zapopan, JAL, México","","","Clear"
"zapopan","05/01/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","",""
"zapopan","05/02/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/03/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/04/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/05/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/06/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/07/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/08/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/09/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/10/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/11/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/12/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/13/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/14/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/15/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/16/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/17/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/18/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/19/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/20/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/21/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/22/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/23/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/24/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/25/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/26/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/27/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/28/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/29/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/30/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","05/31/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","06/01/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","06/02/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","06/03/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","06/04/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","06/05/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","06/06/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","06/07/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","06/08/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","06/09/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
"zapopan","06/10/2020",,,,,,,,,,,,,,,,,"",20.72163,-103.39335,"Zapopan, JAL, México","","No data available",""
