Epoca: ,1-ene.-10,2010.0,,2455196.50,,,,e,ε_g,ϖ_g,L_o Luna,P_o Luna,N_o Luna,Año trópico,,,,,,,,Luna Nueva,Luna Llena,Mes Sinódico,,,
6-4-18 0:00,2458214.50,3018.00,6,Viernes,Abril,6,"2,971.13",3256.1548,39858.2943,39391.9336,131.8677,-0.5913,0.1858,0.3699,39390.7867,3.0692,-0.1823,39860.4042,-0.5929263593,39859.8112,36603.6564,72.19%,,243.6564,19.99,,20
7-4-18 0:00,2458215.50,3019.00,7,Sábado,Abril,7,"2,972.11",3257.1395,39871.4707,39404.9986,131.8147,-0.3583,0.1857,0.3697,39404.0849,1.7244,-0.1129,39872.5382,-0.6370392019,39871.9012,36614.7617,63.14%,,254.7617,20.90,,21
8-4-18 0:00,2458216.50,3020.00,1,Domingo,Abril,8,"2,973.10",3258.1237,39884.6471,39418.0636,131.7618,-0.1114,0.1855,0.3695,39417.3972,0.2856,-0.0194,39884.6163,-0.6570669574,39883.9592,36625.8356,53.63%,,265.8356,21.81,C. Menguante,22
9-4-18 0:00,2458217.50,3021.00,2,Lunes,Abril,9,"2,974.09",3259.1073,39897.8235,39431.1286,131.7088,0.1399,0.1853,0.3691,39430.7141,-1.1691,0.0782,39896.6871,-0.6525477976,39896.0345,36636.9273,43.97%,,276.9273,22.72,,23
10-4-18 0:00,2458218.50,3022.00,3,Martes,Abril,10,"2,975.07",3260.0903,39910.9999,39444.1936,131.6559,0.3857,0.1851,0.3686,39444.0257,-2.5604,0.1592,39908.7993,-0.6235152851,39908.1758,36648.0855,34.48%,,288.0855,23.63,,24
11-4-18 0:00,2458219.50,3023.00,4,Miércoles,Abril,11,"2,976.06",3261.0727,39924.1763,39457.2586,131.6029,0.6166,0.1848,0.3679,39457.3225,-3.8128,0.2064,39921.0017,-0.5705123184,39920.4312,36659.3584,25.49%,,299.3584,24.56,,25
12-4-18 0:00,2458220.50,3024.00,5,Jueves,Abril,12,"2,977.04",3262.0546,39937.3527,39470.3236,131.5500,0.8235,0.1844,0.3672,39470.5955,-4.8591,0.2099,39933.3426,-0.4946485725,39932.8479,36670.7933,17.33%,,310.7933,25.49,,26
13-4-18 0:00,2458221.50,3025.00,6,Viernes,Abril,13,"2,978.03",3263.0360,39950.5291,39483.3886,131.4970,0.9983,0.1840,0.3664,39483.8365,-5.6443,0.1694,39945.8685,-0.3977096616,39945.4708,36682.4348,10.37%,,322.4348,26.45,,27
14-4-18 0:00,2458222.50,3026.00,7,Sábado,Abril,14,"2,979.01",3264.0167,39963.7054,39496.4536,131.4440,1.1343,0.1835,0.3654,39497.0389,-6.1284,0.0936,39958.6214,-0.2823195089,39958.3391,36694.3224,4.94%,,334.3224,27.42,,28
15-4-18 0:00,2458223.50,3027.00,1,Domingo,Abril,15,"2,980.00",3264.9969,39976.8818,39509.5186,131.3911,1.2261,0.1830,0.3644,39510.1973,-6.2886,-0.0015,39971.6349,-0.1521351244,39971.4828,36706.4858,1.38%,,346.4858,28.42,,29
16-4-18 0:00,2458224.50,3028.00,2,Lunes,Abril,16,"2,980.98",3265.9766,39990.0582,39522.5836,131.3381,1.2701,0.1824,0.3632,39523.3080,-6.1197,-0.0959,39984.9304,-0.01201997433,39984.9183,36718.9418,0.01%,Luna Nueva,358.9418,29.44,Luna Nueva,1
17-4-18 0:00,2458225.50,3029.00,3,Martes,Abril,17,"2,981.97",3266.9557,40003.2346,39535.6485,131.2852,1.2646,0.1818,0.3620,39536.3695,-5.6343,-0.1703,39998.5129,0.1318886366,39998.6448,36731.6892,1.04%,,11.6892,0.96,,2
18-4-18 0:00,2458226.50,3030.00,4,Miércoles,Abril,18,"2,982.96",3267.9342,40016.4110,39548.7135,131.2322,1.2099,0.1811,0.3606,39549.3818,-4.8607,-0.2099,40012.3693,0.272313431,40012.6416,36744.7074,4.58%,,24.7074,2.03,,3
19-4-18 0:00,2458227.50,3031.00,5,Jueves,Abril,19,"2,983.94",3268.9122,40029.5874,39561.7785,131.1793,1.1080,0.1803,0.3591,39562.3471,-3.8416,-0.2070,40026.4665,0.4012423877,40026.8677,36757.9555,10.58%,,37.9555,3.11,,4
20-4-18 0:00,2458228.50,3032.00,6,Viernes,Abril,20,"2,984.93",3269.8896,40042.7638,39574.8435,131.1263,0.9628,0.1795,0.3575,39575.2693,-2.6309,-0.1626,40040.7536,0.5106101808,40041.2642,36771.3746,18.79%,,51.3746,4.21,,5
21-4-18 0:00,2458229.50,3033.00,7,Sábado,Abril,21,"2,985.91",3270.8665,40055.9402,39587.9085,131.0734,0.7801,0.1787,0.3558,39588.1541,-1.2909,-0.0860,40055.1647,0.5931700179,40055.7579,36784.8914,28.78%,,64.8914,5.32,,6
22-4-18 0:00,2458230.50,3034.00,1,Domingo,Abril,22,"2,986.90",3271.8429,40069.1166,39600.9735,131.0204,0.5669,0.1778,0.3540,39601.0086,0.1107,0.0075,40069.6240,0.6433870423,40070.2674,36798.4245,39.97%,,78.4245,6.43,C. Creciente,7
23-4-18 0:00,2458231.50,3035.00,2,Lunes,Abril,23,"2,987.88",3272.8187,40082.2930,39614.0385,130.9675,0.3316,0.1768,0.3521,39613.8412,1.5044,0.0994,40084.0517,0.6581475748,40084.7098,36811.8911,51.65%,,91.8911,7.54,,8
24-4-18 0:00,2458232.50,3036.00,3,Martes,Abril,24,"2,988.87",3273.7940,40095.4694,39627.1035,130.9145,0.0834,0.1758,0.3501,39626.6609,2.8218,0.1716,40098.3704,0.6371112186,40099.0075,36825.2135,63.12%,,105.2135,8.63,,9
25-4-18 0:00,2458233.50,3037.00,4,Miércoles,Abril,25,"2,989.86",3274.7687,40108.6458,39640.1685,130.8616,-0.1682,0.1748,0.3480,39639.4776,3.9981,0.2100,40112.5111,0.5826280968,40113.0937,36838.3250,73.72%,,118.3250,9.71,,10
26-4-18 0:00,2458234.50,3038.00,5,Jueves,Abril,26,"2,990.84",3275.7429,40121.8222,39653.2335,130.8086,-0.4132,0.1736,0.3458,39652.3009,4.9757,0.2071,40126.4182,0.4992644395,40126.9175,36851.1746,82.92%,,131.1746,10.76,,11
27-4-18 0:00,2458235.50,3039.00,6,Viernes,Abril,27,"2,991.83",3276.7165,40134.9986,39666.2985,130.7556,-0.6421,0.1725,0.3435,39665.1405,5.7059,0.1633,40140.0532,0.3930786239,40140.4463,36863.7298,90.31%,,143.7298,11.79,,12
28-4-18 0:00,2458236.50,3040.00,7,Sábado,Abril,28,"2,992.81",3277.6897,40148.1750,39679.3635,130.7027,-0.8459,0.1713,0.3411,39678.0052,6.1513,0.0870,40153.3961,0.270832269,40153.6670,36875.9773,95.67%,,155.9773,12.79,,13
29-4-18 0:00,2458237.50,3041.00,1,Domingo,Abril,29,"2,993.80",3278.6623,40161.3514,39692.4285,130.6497,-1.0167,0.1700,0.3385,39690.9032,6.2878,-0.0067,40166.4458,0.1393009076,40166.5851,36887.9228,98.89%,,167.9228,13.77,,14
30-4-18 0:00,2458238.50,3042.00,2,Lunes,Abril,30,"2,994.78",3279.6344,40174.5278,39705.4934,130.5968,-1.1478,0.1687,0.3359,39703.8410,6.1060,-0.0994,40179.2179,0.004785717964,40179.2227,36899.5883,100.00%,Luna Llena,179.5883,14.73,Luna Llena,15
1-5-18 0:00,2458239.50,3043.00,3,Martes,Mayo,1,"2,995.77",3280.6060,40187.7042,39718.5584,130.5438,-1.2341,0.1673,0.3332,39716.8238,5.6119,-0.1724,40191.7424,-0.1271472607,40191.6152,36911.0092,99.08%,,191.0092,15.67,,16
2-5-18 0:00,2458240.50,3044.00,4,Miércoles,Mayo,2,"2,996.76",3281.5771,40200.8806,39731.6234,130.4909,-1.2721,0.1659,0.3304,39729.8550,4.8276,-0.2106,40204.0595,-0.2517345127,40203.8078,36922.2307,96.28%,,202.2307,16.59,,17
3-5-18 0:00,2458241.50,3045.00,5,Jueves,Mayo,3,"2,997.74",3282.5476,40214.0570,39744.6884,130.4379,-1.2605,0.1644,0.3275,39742.9360,3.7902,-0.2058,40216.2164,-0.3649555841,40215.8515,36933.3038,91.79%,,213.3038,17.50,,18
4-5-18 0:00,2458242.50,3046.00,6,Viernes,Mayo,4,"2,998.73",3283.5177,40227.2334,39757.7534,130.3850,-1.1995,0.1629,0.3245,39756.0665,2.5511,-0.1587,40228.2634,-0.4634175468,40227.8000,36944.2823,85.80%,,224.2823,18.40,,19
5-5-18 0:00,2458243.50,3047.00,7,Sábado,Mayo,5,"2,999.71",3284.4873,40240.4098,39770.8184,130.3320,-1.0916,0.1614,0.3214,39769.2440,1.1736,-0.0785,40240.2519,-0.5442386095,40239.7077,36955.2204,78.52%,,235.2204,19.29,,20
6-5-18 0:00,2458244.50,3048.00,1,Domingo,Mayo,6,"3,000.70",3285.4564,40253.5862,39783.8834,130.2791,-0.9411,0.1598,0.3182,39782.4644,-0.2704,0.0184,40252.2333,-0.6049624552,40251.6284,36966.1720,70.20%,,246.1720,20.19,,21
7-5-18 0:00,2458245.50,3049.00,2,Lunes,Mayo,7,"3,001.68",3286.4250,40266.7626,39796.9484,130.2261,-0.7537,0.1581,0.3149,39795.7217,-1.7040,0.1116,40264.2584,-0.6435140209,40263.6149,36977.1899,61.09%,,257.1899,21.10,,22
8-5-18 0:00,2458246.50,3050.00,3,Martes,Mayo,8,"3,002.67",3287.3931,40279.9390,39810.0134,130.1732,-0.5368,0.1564,0.3115,39809.0087,-3.0496,0.1815,40276.3777,-0.6581966277,40275.7195,36988.3264,51.46%,,268.3264,22.01,C. Menguante,23
9-5-18 0:00,2458247.50,3051.00,4,Miércoles,Mayo,9,"3,003.65",3288.3607,40293.1154,39823.0784,130.1202,-0.2989,0.1547,0.3080,39822.3169,-4.2337,0.2131,40288.6412,-0.6477315129,40287.9935,36999.6328,41.63%,,279.6328,22.94,,24
10-5-18 0:00,2458248.50,3052.00,5,Jueves,Mayo,10,"3,004.64",3289.3279,40306.2918,39836.1434,130.0672,-0.0492,0.1529,0.3044,39835.6368,-5.1911,0.1994,40301.0980,-0.6113496695,40300.4866,37011.1588,31.95%,,291.1588,23.88,,25
11-5-18 0:00,2458249.50,3053.00,6,Viernes,Mayo,11,"3,005.63",3290.2946,40319.4682,39849.2084,130.0143,0.2023,0.1510,0.3007,39848.9589,-5.8693,0.1434,40313.7936,-0.5489531981,40313.2446,37022.9501,22.80%,,302.9501,24.85,,26
12-5-18 0:00,2458250.50,3054.00,7,Sábado,Mayo,12,"3,006.61",3291.2608,40332.6446,39862.2734,129.9613,0.4460,0.1491,0.2970,39862.2732,-6.2315,0.0570,40326.7669,-0.4613582145,40326.3056,37035.0448,14.62%,,315.0448,25.84,,27
13-5-18 0:00,2458251.50,3055.00,1,Domingo,Mayo,13,"3,007.60",3292.2266,40345.8209,39875.3383,129.9084,0.6722,0.1472,0.2932,39875.5702,-6.2589,-0.0413,40340.0457,-0.3506062632,40339.6951,37047.4685,7.85%,,327.4685,26.86,,28
14-5-18 0:00,2458252.50,3056.00,2,Lunes,Mayo,14,"3,008.58",3293.1919,40358.9973,39888.4033,129.8554,0.8722,0.1452,0.2892,39888.8410,-5.9516,-0.1308,40353.6418,-0.2202875397,40353.4215,37060.2296,2.95%,,340.2296,27.91,,29
15-5-18 0:00,2458253.50,3057.00,3,Martes,Mayo,15,"3,009.57",3294.1568,40372.1737,39901.4683,129.8025,1.0379,0.1432,0.2852,39902.0778,-5.3285,-0.1926,40367.5474,-0.07577080059,40367.4716,37073.3148,0.34%,,353.3148,28.98,Luna Nueva,30
16-5-18 0:00,2458254.50,3058.00,4,Miércoles,Mayo,16,"3,010.55",3295.1213,40385.3501,39914.5333,129.7495,1.1631,0.1412,0.2811,39915.2741,-4.4254,-0.2140,40381.7327,0.07579349363,40381.8085,37086.6872,0.34%,,6.6872,0.55,,31
17-5-18 0:00,2458255.50,3059.00,5,Jueves,Mayo,17,"3,011.54",3296.0853,40398.5265,39927.5983,129.6966,1.2427,0.1391,0.2769,39928.4250,-3.2928,-0.1909,40396.1464,0.2258115547,40396.3722,37100.2869,3.10%,,20.2869,1.66,,32
18-5-18 0:00,2458256.50,3060.00,6,Viernes,Mayo,18,"3,012.53",3297.0489,40411.7029,39940.6633,129.6436,1.2735,0.1369,0.2727,39941.5272,-1.9926,-0.1286,40410.7184,0.364962306,40411.0833,37114.0344,8.56%,,34.0344,2.79,,33
19-5-18 0:00,2458257.50,3061.00,7,Sábado,Mayo,19,"3,013.51",3298.0121,40424.8793,39953.7283,129.5907,1.2545,0.1347,0.2683,39954.5797,-0.5940,-0.0402,40425.3648,0.4842052827,40425.8490,37127.8370,16.44%,,47.8370,3.92,,34
20-5-18 0:00,2458258.50,3062.00,1,Domingo,Mayo,20,"3,014.50",3298.9748,40438.0557,39966.7933,129.5377,1.1863,0.1325,0.2639,39967.5832,0.8299,0.0560,40439.9954,0.5758766568,40440.5713,37141.5964,26.22%,,61.5964,5.05,,35
21-5-18 0:00,2458259.50,3063.00,2,Lunes,Mayo,21,"3,015.48",3299.9372,40451.2321,39979.8583,129.4848,1.0716,0.1303,0.2594,39980.5402,2.2064,0.1406,40454.5205,0.63461319,40455.1552,37155.2180,37.24%,,75.2180,6.17,,36
22-5-18 0:00,2458260.50,3064.00,3,Martes,Mayo,22,"3,016.47",3300.8992,40464.4085,39992.9233,129.4318,0.9149,0.1280,0.2548,39993.4554,3.4668,0.1969,40468.8591,0.6578827657,40469.5170,37168.6178,48.79%,,88.6178,7.27,C. Creciente,37
23-5-18 0:00,2458261.50,3065.00,4,Miércoles,Mayo,23,"3,017.45",3301.8607,40477.5849,40005.9883,129.3788,0.7223,0.1256,0.2502,40006.3347,4.5491,0.2138,40482.9444,0.6460210608,40483.5904,37181.7297,60.16%,,101.7297,8.34,,38
24-5-18 0:00,2458262.50,3066.00,5,Jueves,Mayo,24,"3,018.44",3302.8219,40490.7613,40019.0533,129.3259,0.5013,0.1233,0.2455,40019.1859,5.4009,0.1883,40496.7285,0.6018226926,40497.3304,37194.5084,70.74%,,114.5084,9.39,,39
25-5-18 0:00,2458263.50,3067.00,6,Viernes,Mayo,25,"3,019.43",3303.7828,40503.9377,40032.1183,129.2729,0.2607,0.1209,0.2407,40032.0174,5.9814,0.1257,40510.1846,0.5298488012,40510.7145,37206.9317,80.04%,,126.9317,10.41,,40
26-5-18 0:00,2458264.50,3068.00,7,Sábado,Mayo,26,"3,020.41",3304.7432,40517.1141,40045.1833,129.2200,0.0098,0.1184,0.2358,40044.8389,6.2631,0.0383,40523.3070,0.4356538875,40523.7426,37218.9994,87.74%,,138.9994,11.40,,41
27-5-18 0:00,2458265.50,3069.00,1,Domingo,Mayo,27,"3,021.40",3305.7033,40530.2905,40058.2482,129.1670,-0.2415,0.1159,0.2309,40057.6600,6.2325,-0.0565,40536.1091,0.325104388,40536.4342,37230.7309,93.62%,,150.7309,12.36,,42
28-5-18 0:00,2458266.50,3070.00,2,Lunes,Mayo,28,"3,022.38",3306.6630,40543.4669,40071.3132,129.1141,-0.4833,0.1134,0.2258,40070.4907,5.8907,-0.1403,40548.6206,0.2038897433,40548.8245,37242.1614,97.60%,,162.1614,13.30,,43
29-5-18 0:00,2458267.50,3071.00,3,Martes,Mayo,29,"3,023.37",3307.6224,40556.6433,40084.3782,129.0611,-0.7061,0.1109,0.2208,40083.3405,5.2536,-0.1965,40560.8834,0.07724977705,40560.9606,37253.3382,99.66%,,173.3382,14.22,Luna Llena,44
30-5-18 0:00,2458268.50,3072.00,4,Miércoles,Mayo,30,"3,024.35",3308.5815,40569.8197,40097.4432,129.0082,-0.9013,0.1083,0.2156,40096.2180,4.3512,-0.2138,40572.9475,-0.05011466204,40572.8974,37264.3159,99.86%,Luna Llena,184.3159,15.12,,45
31-5-18 0:00,2458269.50,3073.00,5,Jueves,Mayo,31,"3,025.34",3309.5402,40582.9961,40110.5082,128.9552,-1.0611,0.1057,0.2104,40109.1310,3.2265,-0.1885,40584.8674,-0.1740085811,40584.6934,37275.1531,98.26%,,195.1531,16.01,,46
1-6-18 0:00,2458270.50,3074.00,6,Viernes,Junio,1,"3,026.32",3310.4986,40596.1725,40123.5732,128.9023,-1.1793,0.1030,0.2052,40122.0858,1.9343,-0.1253,40596.6993,-0.2906501544,40596.4086,37285.9100,94.97%,,205.9100,16.89,,47
2-6-18 0:00,2458271.50,3075.00,7,Sábado,Junio,2,"3,027.31",3311.4567,40609.3489,40136.6382,128.8493,-1.2511,0.1003,0.1998,40135.0869,0.5386,-0.0365,40608.4995,-0.3965673797,40608.1029,37296.6462,90.12%,,216.6462,17.77,,48
3-6-18 0:00,2458272.50,3076.00,1,Domingo,Junio,3,"3,028.30",3312.4145,40622.5253,40149.7032,128.7964,-1.2738,0.0976,0.1944,40148.1373,-0.8901,0.0600,40620.3236,-0.4885132808,40619.8351,37307.4207,83.83%,,227.4207,18.66,,49
4-6-18 0:00,2458273.50,3077.00,2,Lunes,Junio,4,"3,029.28",3313.3720,40635.7017,40162.7682,128.7434,-1.2466,0.0949,0.1890,40161.2377,-2.2780,0.1445,40632.2267,-0.5634120926,40631.6633,37318.2914,76.28%,,238.2914,19.55,,50
5-6-18 0:00,2458274.50,3078.00,3,Martes,Junio,5,"3,030.27",3314.3292,40648.8781,40175.8332,128.6904,-1.1703,0.0921,0.1835,40174.3872,-3.5517,0.1995,40644.2634,-0.6183408384,40643.6451,37329.3159,67.66%,,249.3159,20.45,,51
6-6-18 0:00,2458275.50,3079.00,4,Miércoles,Junio,6,"3,031.25",3315.2861,40662.0545,40188.8982,128.6375,-1.0481,0.0894,0.1779,40187.5828,-4.6426,0.2131,40656.4876,-0.6505533716,40655.8370,37340.5509,58.21%,,260.5509,21.37,C. Menguante,52
7-6-18 0:00,2458276.50,3080.00,5,Jueves,Junio,7,"3,032.24",3316.2427,40675.2309,40201.9632,128.5845,-0.8847,0.0865,0.1723,40200.8196,-5.4905,0.1822,40668.9513,-0.6575645492,40668.2937,37352.0510,48.21%,,272.0510,22.32,,53
8-6-18 0:00,2458277.50,3081.00,6,Viernes,Junio,8,"3,033.22",3317.1991,40688.4073,40215.0282,128.5316,-0.6866,0.0837,0.1667,40214.0912,-6.0477,0.1128,40681.7021,-0.637322969,40681.0648,37363.8657,38.02%,,283.8657,23.29,,54
9-6-18 0:00,2458278.50,3082.00,7,Sábado,Junio,9,"3,034.21",3318.1552,40701.5837,40228.0931,128.4786,-0.4614,0.0808,0.1610,40227.3899,-6.2821,0.0195,40694.7788,-0.5885003444,40694.1903,37376.0351,28.05%,,296.0351,24.28,,55
10-6-18 0:00,2458279.50,3083.00,1,Domingo,Junio,10,"3,035.20",3319.1111,40714.7601,40241.1581,128.4257,-0.2181,0.0779,0.1552,40240.7068,-6.1791,-0.0781,40708.2067,-0.5109030274,40707.6958,37388.5847,18.82%,,308.5847,25.31,,56
11-6-18 0:00,2458280.50,3084.00,2,Lunes,Junio,11,"3,036.18",3320.0667,40727.9365,40254.2231,128.3727,0.0337,0.0750,0.1494,40254.0324,-5.7435,-0.1592,40721.9925,-0.4059619557,40721.5865,37401.5198,10.86%,,321.5198,26.37,,57
12-6-18 0:00,2458281.50,3085.00,3,Martes,Junio,12,"3,037.17",3321.0221,40741.1128,40267.2881,128.3198,0.2843,0.0721,0.1436,40267.3567,-4.9986,-0.2064,40736.1199,-0.2771907375,40735.8427,37414.8206,4.75%,,334.8206,27.47,,58
13-6-18 0:00,2458282.50,3086.00,4,Miércoles,Junio,13,"3,038.15",3321.9773,40754.2892,40280.3531,128.2668,0.5236,0.0691,0.1377,40280.6699,-3.9856,-0.2098,40750.5483,-0.1304448205,40750.4178,37428.4405,1.01%,,348.4405,28.58,Luna Nueva,59
14-6-18 0:00,2458283.50,3087.00,5,Jueves,Junio,14,"3,039.14",3322.9323,40767.4656,40293.4181,128.2139,0.7424,0.0662,0.1318,40293.9626,-2.7604,-0.1688,40765.2127,0.02619365951,40765.2389,37442.3066,0.04%,Luna Nueva,2.3066,0.19,,1
15-6-18 0:00,2458284.50,3088.00,6,Viernes,Junio,15,"3,040.12",3323.8871,40780.6420,40306.4831,128.1609,0.9321,0.0632,0.1258,40307.2262,-1.3904,-0.0923,40780.0282,0.1830105757,40780.2112,37456.3242,2.02%,,16.3242,1.34,,2
16-6-18 0:00,2458285.50,3089.00,7,Sábado,Junio,16,"3,041.11",3324.8417,40793.8184,40319.5481,128.1079,1.0851,0.0602,0.1198,40320.4532,0.0497,0.0034,40794.8965,0.3296954585,40795.2262,37470.3845,6.87%,,30.3845,2.49,,3
17-6-18 0:00,2458286.50,3090.00,1,Domingo,Junio,17,"3,042.10",3325.7961,40806.9948,40332.6131,128.0550,1.1954,0.0571,0.1138,40333.6376,1.4827,0.0981,40809.7139,0.45661443,40810.1705,37484.3745,14.26%,,44.3745,3.64,,4
18-6-18 0:00,2458287.50,3091.00,2,Lunes,Junio,18,"3,043.08",3326.7503,40820.1712,40345.6781,128.0020,1.2588,0.0541,0.1077,40346.7751,2.8329,0.1721,40824.3810,0.5560102555,40824.9370,37498.1868,23.64%,,58.1868,4.77,,5
19-6-18 0:00,2458288.50,3092.00,3,Martes,Junio,19,"3,044.07",3327.7043,40833.3476,40358.7431,127.9491,1.2726,0.0510,0.1016,40359.8631,4.0307,0.2106,40838.8105,0.6228310821,40839.4334,37511.7290,34.32%,,71.7290,5.88,,6
20-6-18 0:00,2458289.50,3093.00,4,Miércoles,Junio,20,"3,045.05",3328.6582,40846.5240,40371.8081,127.8961,1.2365,0.0479,0.0954,40372.9012,5.0158,0.2059,40852.9342,0.6550176301,40853.5893,37524.9310,45.58%,,84.9310,6.97,C. Creciente,7
21-6-18 0:00,2458290.50,3094.00,5,Jueves,Junio,21,"3,046.04",3329.6120,40859.7004,40384.8731,127.8432,1.1517,0.0448,0.0893,40385.8906,5.7400,0.1596,40866.7069,0.6532594087,40867.3601,37537.7481,56.74%,,97.7481,8.02,,8
22-6-18 0:00,2458291.50,3095.00,6,Viernes,Junio,22,"3,047.02",3330.5656,40872.8768,40397.9380,127.7902,1.0216,0.0417,0.0831,40398.8348,6.1696,0.0813,40880.1076,0.62037989,40880.7279,37550.1623,67.23%,,110.1623,9.04,,9
23-6-18 0:00,2458292.50,3096.00,7,Sábado,Junio,23,"3,048.01",3331.5191,40886.0532,40411.0030,127.7373,0.8513,0.0386,0.0769,40411.7389,6.2857,-0.0130,40893.1387,0.5605742053,40893.6992,37562.1801,76.63%,,122.1801,10.02,,10
24-6-18 0:00,2458293.50,3097.00,1,Domingo,Junio,24,"3,048.99",3332.4725,40899.2296,40424.0680,127.6843,0.6476,0.0355,0.0706,40424.6095,6.0853,-0.1045,40905.8225,0.4786984321,40906.3012,37573.8287,84.63%,,133.8287,10.98,,11
25-6-18 0:00,2458294.50,3098.00,2,Lunes,Junio,25,"3,049.98",3333.4258,40912.4060,40437.1330,127.6314,0.4184,0.0323,0.0644,40437.4547,5.5804,-0.1751,40918.1973,0.379732766,40918.5770,37585.1512,91.03%,,145.1512,11.91,,12
26-6-18 0:00,2458295.50,3099.00,3,Martes,Junio,26,"3,050.97",3334.3789,40925.5824,40450.1980,127.5784,0.1727,0.0292,0.0581,40450.2834,4.7973,-0.2111,40930.3121,0.268456139,40930.5806,37596.2016,95.75%,,156.2016,12.81,,13
27-6-18 0:00,2458296.50,3100.00,4,Miércoles,Junio,27,"3,051.95",3335.3320,40938.7588,40463.2630,127.5255,-0.0798,0.0260,0.0518,40463.1054,3.7753,-0.2055,40942.2228,0.1493073705,40942.3721,37607.0401,98.73%,,167.0401,13.70,,14
28-6-18 0:00,2458297.50,3101.00,5,Jueves,Junio,28,"3,052.94",3336.2850,40951.9352,40476.3280,127.4725,-0.3291,0.0228,0.0455,40475.9305,2.5648,-0.1594,40953.9886,0.02637756805,40954.0150,37617.7300,99.96%,Luna Llena,177.7300,14.58,Luna Llena,15
29-6-18 0:00,2458298.50,3102.00,6,Viernes,Junio,29,"3,053.92",3337.2380,40965.1116,40489.3930,127.4195,-0.5655,0.0197,0.0392,40488.7686,1.2248,-0.0818,40965.6695,-0.09652468316,40965.5730,37628.3350,99.47%,,188.3350,15.45,,16
30-6-18 0:00,2458299.50,3103.00,7,Sábado,Junio,30,"3,054.91",3338.1908,40978.2880,40502.4580,127.3666,-0.7797,0.0165,0.0328,40501.6290,-0.1788,0.0122,40977.3252,-0.2157808628,40977.1094,37638.9186,97.30%,,198.9186,16.32,,17
1-7-18 0:00,2458300.50,3104.00,1,Domingo,Julio,1,"3,055.89",3339.1437,40991.4644,40515.5230,127.3136,-0.9632,0.0133,0.0265,40514.5200,-1.5767,0.1039,40989.0151,-0.3278703696,40988.6873,37649.5436,93.50%,,209.5436,17.19,,18
2-7-18 0:00,2458301.50,3105.00,2,Lunes,Julio,2,"3,056.88",3340.0964,41004.6408,40528.5880,127.2607,-1.1088,0.0101,0.0201,40527.4490,-2.8988,0.1751,41000.7982,-0.4292917559,41000.3689,37660.2725,88.15%,,220.2725,18.07,,19
3-7-18 0:00,2458302.50,3106.00,3,Martes,Julio,3,"3,057.87",3341.0492,41017.8172,40541.6530,127.2077,-1.2107,0.0069,0.0138,40540.4215,-4.0776,0.2113,41012.7332,-0.5165044929,41012.2167,37671.1675,81.35%,,231.1675,18.96,,20
4-7-18 0:00,2458303.50,3107.00,4,Miércoles,Julio,4,"3,058.85",3342.0019,41030.9936,40554.7180,127.1548,-1.2651,0.0037,0.0074,40553.4417,-5.0513,0.2048,41024.8782,-0.5859027895,41024.2923,37682.2904,73.25%,,242.2904,19.87,,21
5-7-18 0:00,2458304.50,3108.00,5,Jueves,Julio,5,"3,059.84",3342.9546,41044.1700,40567.7830,127.1018,-1.2697,0.0005,0.0011,40566.5117,-5.7675,0.1565,41037.2886,-0.63384557,41036.6548,37693.7002,64.03%,,253.7002,20.81,,22
6-7-18 0:00,2458305.50,3109.00,6,Viernes,Julio,6,"3,060.82",3343.9074,41057.3464,40580.8479,127.0489,-1.2244,-0.0027,-0.0053,40579.6316,-6.1859,0.0758,41050.0145,-0.6567811529,41049.3577,37705.4504,53.97%,,265.4504,21.77,C. Menguante,23
7-7-18 0:00,2458306.50,3110.00,7,Sábado,Julio,7,"3,061.81",3344.8601,41070.5228,40593.9129,126.9959,-1.1309,-0.0059,-0.0117,40592.7996,-6.2811,-0.0209,41063.0958,-0.6515110643,41062.4443,37717.5842,43.40%,,277.5842,22.77,,24
8-7-18 0:00,2458307.50,3111.00,1,Domingo,Julio,8,"3,062.79",3345.8128,41083.6992,40606.9779,126.9430,-0.9929,-0.0091,-0.0180,40606.0121,-6.0446,-0.1135,41076.5572,-0.6156222742,41075.9416,37730.1288,32.79%,,290.1288,23.80,,25
9-7-18 0:00,2458308.50,3112.00,2,Lunes,Julio,9,"3,063.78",3346.7656,41096.8756,40620.0429,126.8900,-0.8158,-0.0122,-0.0244,40619.2637,-5.4860,-0.1825,41090.4034,-0.5480715445,41089.8553,37743.0897,22.70%,,303.0897,24.86,,26
10-7-18 0:00,2458309.50,3113.00,3,Martes,Julio,10,"3,064.76",3347.7184,41110.0520,40633.1079,126.8371,-0.6067,-0.0154,-0.0307,40632.5474,-4.6329,-0.2132,41104.6145,-0.4498315647,41104.1647,37756.4463,13.76%,,316.4463,25.96,,27
11-7-18 0:00,2458310.50,3114.00,4,Miércoles,Julio,11,"3,065.75",3348.6713,41123.2283,40646.1729,126.7841,-0.3737,-0.0186,-0.0371,40645.8549,-3.5297,-0.1988,41119.1447,-0.3244279812,41118.8203,37770.1490,6.63%,,330.1490,27.08,,28
12-7-18 0:00,2458311.50,3115.00,5,Jueves,Julio,12,"3,066.74",3349.6242,41136.4047,40659.2379,126.7311,-0.1260,-0.0218,-0.0434,40659.1771,-2.2355,-0.1422,41133.9228,-0.1781510643,41133.7447,37784.1205,1.91%,,344.1205,28.23,,29
