Epoca: ,1-ene.-10,2010.0,,2455196.50,,,,e,ε_g,ϖ_g,L_o Luna,P_o Luna,N_o Luna,Año trópico,,,,,,,,Luna Nueva,Luna Llena,Mes Sinódico,,,
,,,,,,,,0.016705,279.557208,283.11,91.929336,130.143076,291.682547,365.242191,,,,,,,,0.28%,99.80%,29.5306,,,
Epoca 2014.0,1-ene.-00,,,2451544.50,,,,,,,,,,,,-0.1394717093,,,,,,,,,,,
2415018.500,,,T=,1.00,,,,,,,,,,,,,,,,,,,,,,,
Fecha,Dia Juliano,D (dias),,,,,M ʘ,Long. Ecl. ʘ,L,Mm,N,E_v,A_e,A_3,Mm´,E_c,A_4,L´,V,L´´ ,D ( º ),Fase,,,Dia Exacto de Fase,,
7-7-20 0:00,2459037.50,3841.00,3,Martes,Julio,7,"3,782.32",4065.3513,50702.4687,50144.4225,88.2866,-1.1985,-0.0075,-0.0150,50143.2464,6.1213,-0.0955,50707.3035,-0.2460939267,50707.0574,46641.7061,96.45%,,201.7061,16.55,,17
8-7-20 0:00,2459038.50,3842.00,4,Miércoles,Julio,8,"3,783.30",4066.3041,50715.6451,50157.4874,88.2337,-1.0897,-0.0107,-0.0213,50156.4297,5.6313,-0.1706,50720.0268,-0.3654710087,50719.6613,46653.3572,91.76%,,213.3572,17.50,,18
9-7-20 0:00,2459039.50,3843.00,5,Jueves,Julio,9,"3,784.29",4067.2569,50728.8215,50170.5524,88.1807,-0.9381,-0.0139,-0.0277,50169.6559,4.8415,-0.2103,50732.5285,-0.4676901929,50732.0609,46664.8040,85.48%,,224.8040,18.44,,19
10-7-20 0:00,2459040.50,3844.00,6,Viernes,Julio,10,"3,785.27",4068.2097,50741.9979,50183.6174,88.1278,-0.7495,-0.0171,-0.0340,50182.9190,3.7917,-0.2059,50744.8512,-0.5498426903,50744.3014,46676.0917,77.89%,,236.0917,19.37,,20
11-7-20 0:00,2459041.50,3845.00,7,Sábado,Julio,11,"3,786.26",4069.1626,50755.1743,50196.6824,88.0748,-0.5315,-0.0203,-0.0403,50196.2115,2.5366,-0.1580,50757.0416,-0.609843113,50756.4318,46687.2692,69.32%,,247.2692,20.28,,21
12-7-20 0:00,2459042.50,3846.00,1,Domingo,Julio,12,"3,787.24",4070.1155,50768.3507,50209.7474,88.0218,-0.2926,-0.0234,-0.0467,50209.5249,1.1433,-0.0765,50769.1483,-0.6462769217,50768.5020,46698.3865,60.07%,,258.3865,21.20,,22
13-7-20 0:00,2459043.50,3847.00,2,Lunes,Julio,13,"3,788.23",4071.0686,50781.5271,50222.8124,87.9689,-0.0421,-0.0266,-0.0530,50222.8498,-0.3127,0.0213,50781.2201,-0.6582976972,50780.5618,46709.4933,50.44%,,269.4933,22.11,C. Menguante,23
14-7-20 0:00,2459044.50,3848.00,3,Martes,Julio,14,"3,789.22",4072.0217,50794.7035,50235.8774,87.9159,0.2100,-0.0298,-0.0593,50236.1764,-1.7520,0.1145,50793.3057,-0.6455745255,50792.6601,46720.6385,40.77%,,280.6385,23.02,,24
15-7-20 0:00,2459045.50,3849.00,4,Miércoles,Julio,15,"3,790.20",4072.9749,50807.8798,50248.9424,87.8630,0.4538,-0.0329,-0.0655,50249.4946,-3.0961,0.1834,50805.4538,-0.6082823862,50804.8455,46731.8707,31.37%,,291.8707,23.94,,25
16-7-20 0:00,2459046.50,3850.00,5,Jueves,Julio,16,"3,791.19",4073.9281,50821.0562,50262.0074,87.8100,0.6797,-0.0360,-0.0718,50262.7950,-4.2723,0.2134,50817.7131,-0.5471333099,50817.1659,46743.2378,22.59%,,303.2378,24.87,,26
17-7-20 0:00,2459047.50,3851.00,6,Viernes,Julio,17,"3,792.17",4074.8815,50834.2326,50275.0724,87.7571,0.8790,-0.0392,-0.0780,50276.0686,-5.2177,0.1982,50830.1313,-0.4634544992,50829.6679,46754.7863,14.78%,,314.7863,25.82,,27
18-7-20 0:00,2459048.50,3852.00,7,Sábado,Julio,18,"3,793.16",4075.8351,50847.4090,50288.1374,87.7041,1.0437,-0.0423,-0.0842,50289.3075,-5.8829,0.1415,50842.7535,-0.3593210014,50842.3942,46766.5592,8.28%,,326.5592,26.79,,28
19-7-20 0:00,2459049.50,3853.00,1,Domingo,Julio,19,"3,794.14",4076.7887,50860.5854,50301.2024,87.6512,1.1673,-0.0454,-0.0904,50302.5055,-6.2349,0.0553,50855.6186,-0.2377373714,50855.3808,46778.5921,3.45%,,338.5921,27.77,,29
20-7-20 0:00,2459050.50,3854.00,2,Lunes,Julio,20,"3,795.13",4077.7425,50873.7618,50314.2674,87.5982,1.2450,-0.0485,-0.0966,50315.6574,-6.2580,-0.0420,50868.7554,-0.1028346919,50868.6525,46790.9100,0.63%,,350.9100,28.78,Luna Nueva,30
21-7-20 0:00,2459051.50,3855.00,3,Martes,Julio,21,"3,796.12",4078.6964,50886.9382,50327.3323,87.5453,1.2738,-0.0516,-0.1027,50328.7604,-5.9545,-0.1303,50882.1787,0.03998529483,50882.2187,46803.5223,0.09%,Luna Nueva,3.5223,0.29,,1
22-7-20 0:00,2459052.50,3856.00,4,Miércoles,Julio,22,"3,797.10",4079.6505,50900.1146,50340.3973,87.4923,1.2524,-0.0546,-0.1088,50341.8132,-5.3439,-0.1917,50895.8861,0.1840525069,50896.0702,46816.4196,2.04%,,16.4196,1.35,,2
23-7-20 0:00,2459053.50,3857.00,5,Jueves,Julio,23,"3,798.09",4080.6048,50913.2910,50353.4623,87.4394,1.1819,-0.0577,-0.1149,50354.8168,-4.4609,-0.2140,50909.8557,0.3216685104,50910.1774,46829.5726,6.51%,,29.5726,2.43,,3
24-7-20 0:00,2459054.50,3858.00,6,Viernes,Julio,24,"3,799.07",4081.5592,50926.4674,50366.5273,87.3864,1.0649,-0.0607,-0.1209,50367.7738,-3.3535,-0.1931,50924.0464,0.4446329103,50924.4911,46842.9319,13.39%,,42.9319,3.52,,4
25-7-20 0:00,2459055.50,3859.00,7,Sábado,Julio,25,"3,800.06",4082.5138,50939.6438,50379.5923,87.3334,0.9060,-0.0637,-0.1269,50380.6889,-2.0796,-0.1336,50938.4003,0.5450252253,50938.9454,46856.4315,22.35%,,56.4315,4.63,,5
26-7-20 0:00,2459056.50,3860.00,1,Domingo,Julio,26,"3,801.04",4083.4686,50952.8202,50392.6573,87.2805,0.7115,-0.0667,-0.1329,50393.5684,-0.7044,-0.0476,50952.8464,0.6161179149,50953.4625,46869.9938,32.89%,,69.9938,5.74,,6
27-7-20 0:00,2459057.50,3861.00,2,Lunes,Julio,27,"3,802.03",4084.4237,50965.9966,50405.7223,87.2275,0.4891,-0.0697,-0.1388,50406.4198,0.7031,0.0476,50967.3061,0.653227113,50967.9593,46883.5356,44.37%,,83.5356,6.85,C. Creciente,7
28-7-20 0:00,2459058.50,3862.00,3,Martes,Julio,28,"3,803.01",4085.3789,50979.1730,50418.7873,87.1746,0.2474,-0.0726,-0.1447,50419.2520,2.0735,0.1332,50981.6998,0.6542980913,50982.3541,46896.9752,56.07%,,96.9752,7.95,,8
29-7-20 0:00,2459059.50,3863.00,4,Miércoles,Julio,29,"3,804.00",4086.3343,50992.3494,50431.8523,87.1216,-0.0040,-0.0756,-0.1505,50432.0744,3.3394,0.1926,50995.9530,0.6200845289,50996.5731,46910.2387,67.30%,,110.2387,9.04,,9
30-7-20 0:00,2459060.50,3864.00,5,Jueves,Julio,30,"3,804.99",4087.2900,51005.5258,50444.9173,87.0687,-0.2552,-0.0785,-0.1563,50444.8969,4.4387,0.2140,51010.0018,0.5538932355,51010.5557,46923.2657,77.43%,,123.2657,10.11,,10
31-7-20 0:00,2459061.50,3865.00,6,Viernes,Julio,31,"3,805.97",4088.2459,51018.7022,50457.9823,87.0157,-0.4963,-0.0814,-0.1620,50457.7293,5.3172,0.1932,51023.7977,0.4609842372,51024.2587,46936.0127,85.97%,,136.0127,11.16,,11
1-8-20 0:00,2459062.50,3866.00,7,Sábado,Agosto,1,"3,806.96",4089.2021,51031.8786,50471.0473,86.9628,-0.7180,-0.0842,-0.1677,50470.5812,5.9309,0.1342,51037.3099,0.3477948193,51037.6577,46948.4556,92.61%,,148.4556,12.18,,12
2-8-20 0:00,2459063.50,3867.00,1,Domingo,Agosto,2,"3,807.94",4090.1585,51045.0550,50484.1123,86.9098,-0.9114,-0.0871,-0.1734,50483.4613,6.2477,0.0484,51050.5267,0.2211717156,51050.7479,46960.5894,97.16%,,160.5894,13.17,,13
3-8-20 0:00,2459064.50,3868.00,2,Lunes,Agosto,3,"3,808.93",4091.1152,51058.2314,50497.1773,86.8569,-1.0690,-0.0899,-0.1790,50496.3771,6.2497,-0.0472,51063.4547,0.08775404039,51063.5424,46972.4272,99.56%,,172.4272,14.14,Luna Llena,14
4-8-20 0:00,2459065.50,3869.00,3,Martes,Agosto,4,"3,809.91",4092.0722,51071.4078,50510.2422,86.8039,-1.1847,-0.0927,-0.1845,50509.3347,5.9339,-0.1337,51076.1160,-0.04642259677,51076.0696,46983.9974,99.88%,Luna Llena,183.9974,15.09,,15
5-8-20 0:00,2459066.50,3870.00,4,Miércoles,Agosto,5,"3,810.90",4093.0294,51084.5842,50523.3072,86.7510,-1.2538,-0.0954,-0.1900,50522.3389,5.3132,-0.1934,51088.5456,-0.1761021906,51088.3695,46995.3401,98.22%,,195.3401,16.02,,16
6-8-20 0:00,2459067.50,3871.00,5,Jueves,Agosto,6,"3,811.89",4093.9870,51097.7606,50536.3722,86.6980,-1.2736,-0.0981,-0.1954,50535.3922,4.4162,-0.2140,51100.7873,-0.2968158744,51100.4905,47006.5035,94.75%,,206.5035,16.94,,17
7-8-20 0:00,2459068.50,3872.00,6,Viernes,Agosto,7,"3,812.87",4094.9448,51110.9370,50549.4372,86.6450,-1.2435,-0.1008,-0.2008,50548.4954,3.2862,-0.1907,51112.8899,-0.4047923314,51112.4851,47017.5403,89.65%,,217.5403,17.84,,18
8-8-20 0:00,2459069.50,3873.00,7,Sábado,Agosto,8,"3,813.86",4095.9029,51124.1134,50562.5022,86.5921,-1.1645,-0.1035,-0.2061,50561.6474,1.9801,-0.1279,51124.9045,-0.4968372473,51124.4077,47028.5047,83.13%,,228.5047,18.74,,19
9-8-20 0:00,2459070.50,3874.00,1,Domingo,Agosto,9,"3,814.84",4096.8614,51137.2898,50575.5672,86.5391,-1.0398,-0.1062,-0.2114,50574.8449,0.5650,-0.0383,51136.8828,-0.5702276252,51136.3126,47039.4512,75.41%,,239.4512,19.64,,20
10-8-20 0:00,2459071.50,3875.00,2,Lunes,Agosto,10,"3,815.83",4097.8202,51150.4662,50588.6322,86.4862,-0.8743,-0.1088,-0.2166,50588.0832,-0.8842,0.0596,51148.8759,-0.622643119,51148.2533,47050.4331,66.75%,,250.4331,20.54,,21
11-8-20 0:00,2459072.50,3876.00,3,Martes,Agosto,11,"3,816.81",4098.7793,51163.6426,50601.6972,86.4332,-0.6745,-0.1113,-0.2217,50601.3557,-2.2900,0.1452,51160.9345,-0.6521392359,51160.2824,47061.5031,57.39%,,261.5031,21.45,C. Menguante,22
12-8-20 0:00,2459073.50,3877.00,4,Miércoles,Agosto,12,"3,817.80",4099.7388,51176.8190,50614.7622,86.3803,-0.4482,-0.1139,-0.2268,50614.6546,-3.5759,0.2002,51173.1089,-0.6571615318,51172.4517,47072.7130,47.63%,,272.7130,22.37,,23
13-8-20 0:00,2459074.50,3878.00,5,Jueves,Agosto,13,"3,818.79",4100.6986,51189.9954,50627.8272,86.3273,-0.2044,-0.1164,-0.2318,50627.9709,-4.6712,0.2129,51185.4490,-0.6366051451,51184.8124,47084.1138,37.81%,,284.1138,23.31,,24
14-8-20 0:00,2459075.50,3879.00,6,Viernes,Agosto,14,"3,819.77",4101.6587,51203.1717,50640.8922,86.2744,0.0474,-0.1189,-0.2367,50641.2952,-5.5158,0.1803,51198.0026,-0.5899335746,51197.4126,47095.7539,28.27%,,295.7539,24.26,,25
15-8-20 0:00,2459076.50,3880.00,7,Sábado,Agosto,15,"3,820.76",4102.6192,51216.3481,50653.9572,86.2214,0.2974,-0.1213,-0.2416,50654.6174,-6.0633,0.1095,51210.8130,-0.5173739872,51210.2956,47107.6764,19.44%,,307.6764,25.24,,26
16-8-20 0:00,2459077.50,3881.00,1,Domingo,Agosto,16,"3,821.74",4103.5801,51229.5245,50667.0222,86.1685,0.5357,-0.1237,-0.2463,50667.9279,-6.2845,0.0155,51223.9149,-0.4201933488,51223.4947,47119.9146,11.75%,,319.9146,26.24,,27
17-8-20 0:00,2459078.50,3882.00,2,Lunes,Agosto,17,"3,822.73",4104.5414,51242.7009,50680.0871,86.1155,0.7529,-0.1261,-0.2511,50681.2172,-6.1685,-0.0817,51237.3298,-0.301025881,51237.0288,47132.4874,5.65%,,332.4874,27.27,,28
18-8-20 0:00,2459079.50,3883.00,3,Martes,Agosto,18,"3,823.71",4105.5030,51255.8773,50693.1521,86.0626,0.9407,-0.1284,-0.2557,50694.4769,-5.7234,-0.1614,51251.0616,-0.1641740892,51250.8974,47145.3943,1.62%,,345.3943,28.33,,29
19-8-20 0:00,2459080.50,3884.00,4,Miércoles,Agosto,19,"3,824.70",4106.4651,51269.0537,50706.2171,86.0096,1.0915,-0.1307,-0.2603,50707.6996,-4.9757,-0.2071,51265.0931,-0.01576192605,51265.0773,47158.6123,0.01%,Luna Nueva,358.6123,29.42,Luna Nueva,1
20-8-20 0:00,2459081.50,3885.00,5,Jueves,Agosto,20,"3,825.68",4107.4275,51282.2301,50719.2821,85.9566,1.1995,-0.1329,-0.2647,50720.8793,-3.9678,-0.2095,51279.3852,0.1363930043,51279.5216,47172.0941,1.11%,,12.0941,0.99,,2
21-8-20 0:00,2459082.50,3886.00,6,Viernes,Agosto,21,"3,826.67",4108.3904,51295.4065,50732.3471,85.9037,1.2605,-0.1352,-0.2691,50734.0119,-2.7556,-0.1686,51293.8780,0.2832775866,51294.1613,47185.7709,4.97%,,25.7709,2.11,,3
22-8-20 0:00,2459083.50,3887.00,7,Sábado,Agosto,22,"3,827.66",4109.3536,51308.5829,50745.4121,85.8507,1.2721,-0.1373,-0.2735,50747.0950,-1.4045,-0.0932,51308.4947,0.415540051,51308.9102,47199.5566,11.45%,,39.5566,3.24,,4
23-8-20 0:00,2459084.50,3888.00,1,Domingo,Agosto,23,"3,828.64",4110.3173,51321.7593,50758.4771,85.7978,1.2338,-0.1395,-0.2777,50760.1281,0.0141,0.0010,51323.1476,0.5245662486,51323.6722,47213.3549,20.16%,,53.3549,4.38,,5
24-8-20 0:00,2459085.50,3889.00,2,Lunes,Agosto,24,"3,829.63",4111.2814,51334.9357,50771.5421,85.7448,1.1472,-0.1416,-0.2819,50773.1128,1.4267,0.0946,51337.7458,0.6035371914,51338.3493,47227.0679,30.52%,,67.0679,5.50,,6
25-8-20 0:00,2459086.50,3890.00,3,Martes,Agosto,25,"3,830.61",4112.2459,51348.1121,50784.6071,85.6919,1.0157,-0.1436,-0.2860,50786.0524,2.7619,0.1689,51352.2022,0.6482114696,51352.8504,47240.6045,41.84%,,80.6045,6.61,C. Creciente,7
26-8-20 0:00,2459087.50,3891.00,4,Miércoles,Agosto,26,"3,831.60",4113.2109,51361.2885,50797.6721,85.6389,0.8444,-0.1456,-0.2900,50798.9520,3.9535,0.2092,51366.4412,0.6572540335,51367.0985,47253.8875,53.39%,,93.8875,7.70,,8
27-8-20 0:00,2459088.50,3892.00,5,Jueves,Agosto,27,"3,832.58",4114.1763,51374.4649,50810.7371,85.5860,0.6400,-0.1476,-0.2939,50811.8185,4.9432,0.2080,51380.4037,0.632073631,51381.0357,47266.8594,64.50%,,106.8594,8.77,,9
28-8-20 0:00,2459089.50,3893.00,6,Viernes,Agosto,28,"3,833.57",4115.1422,51387.6413,50823.8021,85.5330,0.4106,-0.1495,-0.2977,50824.6599,5.6835,0.1656,51394.0505,0.5762722167,51394.6268,47279.4846,74.61%,,119.4846,9.80,,10
29-8-20 0:00,2459090.50,3894.00,7,Sábado,Agosto,29,"3,834.56",4116.1085,51400.8177,50836.8671,85.4801,0.1651,-0.1514,-0.3014,50837.4850,6.1392,0.0905,51407.3639,0.4948951123,51407.8588,47291.7503,83.29%,,131.7503,10.81,,11
30-8-20 0:00,2459091.50,3895.00,1,Domingo,Agosto,30,"3,835.54",4117.0753,51413.9941,50849.9320,85.4271,-0.0868,-0.1532,-0.3051,50850.3036,6.2885,-0.0023,51420.3468,0.3936793892,51420.7404,47303.6652,90.28%,,143.6652,11.78,,12
31-8-20 0:00,2459092.50,3896.00,2,Lunes,Agosto,31,"3,836.53",4118.0425,51427.1705,50862.9970,85.3742,-0.3353,-0.1550,-0.3086,50863.1254,6.1243,-0.0947,51433.0199,0.2784457116,51433.2983,47315.2558,95.41%,,155.2558,12.74,,13
1-9-20 0:00,2459093.50,3897.00,3,Martes,Septiembre,1,"3,837.51",4119.0103,51440.3469,50876.0620,85.3212,-0.5706,-0.1567,-0.3121,50875.9602,5.6541,-0.1685,51445.4186,0.1547009522,51445.5733,47326.5630,98.63%,,166.5630,13.66,,14
2-9-20 0:00,2459094.50,3898.00,4,Miércoles,Septiembre,2,"3,838.50",4119.9785,51453.5233,50889.1270,85.2682,-0.7836,-0.1584,-0.3155,50888.8173,4.8998,-0.2090,51457.5888,0.02744829724,51457.6162,47337.6378,99.96%,Luna Llena,177.6378,14.57,Luna Llena,15
3-9-20 0:00,2459095.50,3899.00,5,Jueves,Septiembre,3,"3,839.48",4120.9471,51466.6997,50902.1920,85.2153,-0.9660,-0.1601,-0.3187,50901.7049,3.8971,-0.2082,51469.5827,-0.09884325106,51469.4839,47348.5367,99.45%,,188.5367,15.47,,16
4-9-20 0:00,2459096.50,3900.00,6,Viernes,Septiembre,4,"3,840.47",4121.9163,51479.8761,50915.2570,85.1623,-1.1105,-0.1617,-0.3219,50914.6301,2.6944,-0.1657,51481.4559,-0.2201741081,51481.2358,47359.3194,97.18%,,199.3194,16.35,,17
5-9-20 0:00,2459097.50,3901.00,7,Sábado,Septiembre,5,"3,841.46",4122.8860,51493.0525,50928.3220,85.1094,-1.2116,-0.1632,-0.3250,50927.5986,1.3505,-0.0898,51493.2648,-0.332912291,51492.9319,47370.0459,93.28%,,210.0459,17.23,,18
6-9-20 0:00,2459098.50,3902.00,1,Domingo,Septiembre,6,"3,842.44",4123.8561,51506.2289,50941.3870,85.0564,-1.2654,-0.1647,-0.3280,50940.6144,-0.0674,0.0046,51505.0654,-0.4336952207,51504.6317,47380.7756,87.86%,,220.7756,18.11,,19
7-9-20 0:00,2459099.50,3903.00,2,Lunes,Septiembre,7,"3,843.43",4124.8268,51519.4053,50954.4520,85.0035,-1.2696,-0.1662,-0.3309,50953.6795,-1.4872,0.0983,51516.9130,-0.5193564836,51516.3936,47391.5668,81.08%,,231.5668,19.00,,20
8-9-20 0:00,2459100.50,3904.00,3,Martes,Septiembre,8,"3,844.41",4125.7980,51532.5817,50967.5170,84.9505,-1.2242,-0.1676,-0.3337,50966.7940,-2.8348,0.1722,51528.8624,-0.5868853327,51528.2755,47402.4776,73.10%,,242.4776,19.89,,21
9-9-20 0:00,2459101.50,3905.00,4,Miércoles,Septiembre,9,"3,845.40",4126.7697,51545.7581,50980.5820,84.8976,-1.1310,-0.1689,-0.3364,50979.9563,-4.0386,0.2107,51540.9681,-0.6334231824,51540.3347,47413.5650,64.15%,,253.5650,20.80,,22
10-9-20 0:00,2459102.50,3906.00,5,Jueves,Septiembre,10,"3,846.38",4127.7419,51558.9345,50993.6470,84.8446,-0.9937,-0.1702,-0.3390,50993.1626,-5.0330,0.2054,51553.2834,-0.6563079507,51552.6271,47424.8852,54.46%,,264.8852,21.73,C. Menguante,23
11-9-20 0:00,2459103.50,3907.00,6,Viernes,Septiembre,11,"3,847.37",4128.7146,51572.1109,51006.7120,84.7917,-0.8175,-0.1715,-0.3415,51006.4075,-5.7630,0.1570,51565.8589,-0.6531889878,51565.2057,47436.4911,44.35%,,276.4911,22.68,,24
12-9-20 0:00,2459104.50,3908.00,7,Sábado,Septiembre,12,"3,848.35",4129.6878,51585.2872,51019.7770,84.7387,-0.6094,-0.1727,-0.3439,51019.6842,-6.1869,0.0754,51578.7390,-0.6222430469,51578.1168,47448.4290,34.19%,,288.4290,23.66,,25
13-9-20 0:00,2459105.50,3909.00,1,Domingo,Septiembre,13,"3,849.34",4130.6616,51598.4636,51032.8419,84.6858,-0.3775,-0.1739,-0.3462,51032.9845,-6.2801,-0.0223,51591.9577,-0.5625135603,51591.3952,47460.7336,24.45%,,300.7336,24.67,,26
14-9-20 0:00,2459106.50,3910.00,2,Lunes,Septiembre,14,"3,850.33",4131.6359,51611.6400,51045.9069,84.6328,-0.1309,-0.1750,-0.3484,51046.2994,-6.0359,-0.1153,51605.5329,-0.4743621565,51605.0586,47473.4227,15.63%,,313.4227,25.71,,27
15-9-20 0:00,2459107.50,3911.00,3,Martes,Septiembre,15,"3,851.31",4132.6107,51624.8164,51058.9719,84.5798,0.1208,-0.1760,-0.3505,51059.6192,-5.4669,-0.1839,51619.4624,-0.3599631929,51619.1025,47486.4918,8.31%,,326.4918,26.78,,28
16-9-20 0:00,2459108.50,3912.00,4,Miércoles,Septiembre,16,"3,852.30",4133.5861,51637.9928,51072.0369,84.5269,0.3677,-0.1770,-0.3525,51072.9341,-4.6041,-0.2134,51633.7200,-0.2237054471,51633.4963,47499.9102,3.04%,,339.9102,27.88,,29
17-9-20 0:00,2459109.50,3913.00,5,Jueves,Septiembre,17,"3,853.28",4134.5620,51651.1692,51085.1019,84.4739,0.6003,-0.1779,-0.3544,51086.2345,-3.4952,-0.1978,51648.2545,-0.0723231098,51648.1822,47513.6202,0.31%,,353.6202,29.01,Luna Nueva,30
18-9-20 0:00,2459110.50,3914.00,6,Viernes,Septiembre,18,"3,854.27",4135.5384,51664.3456,51098.1669,84.4210,0.8094,-0.1788,-0.3561,51099.5113,-2.2012,-0.1403,51662.9924,0.08540103195,51663.0778,47527.5394,0.43%,,7.5394,0.62,,31
19-9-20 0:00,2459111.50,3915.00,7,Sábado,Septiembre,19,"3,855.25",4136.5154,51677.5220,51111.2319,84.3680,0.9869,-0.1797,-0.3578,51112.7563,-0.7929,-0.0535,51677.8422,0.2394149408,51678.0816,47541.5662,3.50%,,21.5662,1.77,,32
20-9-20 0:00,2459112.50,3916.00,1,Domingo,Septiembre,20,"3,856.24",4137.4929,51690.6984,51124.2969,84.3151,1.1260,-0.1805,-0.3594,51125.9627,0.6533,0.0442,51692.7024,0.3795537318,51693.0819,47555.5890,9.34%,,35.5890,2.92,,33
21-9-20 0:00,2459113.50,3917.00,2,Lunes,Septiembre,21,"3,857.23",4138.4710,51703.8748,51137.3619,84.2621,1.2211,-0.1812,-0.3608,51139.1250,2.0603,0.1325,51707.4699,0.4968170761,51707.9668,47569.4957,17.52%,,49.4957,4.06,,34
22-9-20 0:00,2459114.50,3918.00,3,Martes,Septiembre,22,"3,858.21",4139.4497,51717.0512,51150.4269,84.2092,1.2686,-0.1819,-0.3622,51152.2396,3.3547,0.1931,51722.0495,0.5844481703,51722.6340,47583.1843,27.44%,,63.1843,5.18,,35
23-9-20 0:00,2459115.50,3919.00,4,Miércoles,Septiembre,23,"3,859.20",4140.4289,51730.2276,51163.4919,84.1562,1.2667,-0.1825,-0.3634,51165.3045,4.4703,0.2140,51736.3611,0.638556741,51736.9996,47596.5707,38.39%,,76.5707,6.28,,36
24-9-20 0:00,2459116.50,3920.00,5,Jueves,Septiembre,24,"3,860.18",4141.4086,51743.4040,51176.5569,84.1033,1.2154,-0.1831,-0.3646,51178.3199,5.3516,0.1913,51750.3453,0.6581866395,51751.0035,47609.5949,49.65%,,89.5949,7.35,C. Creciente,37
25-9-20 0:00,2459117.50,3921.00,6,Viernes,Septiembre,25,"3,861.17",4142.3889,51756.5804,51189.6219,84.0503,1.1167,-0.1836,-0.3656,51191.2878,5.9562,0.1301,51763.9670,0.6449050375,51764.6119,47622.2230,60.59%,,102.2230,8.39,,38
26-9-20 0:00,2459118.50,3922.00,7,Sábado,Septiembre,26,"3,862.15",4143.3698,51769.7568,51202.6868,83.9974,0.9746,-0.1841,-0.3665,51204.2121,6.2565,0.0429,51777.2150,0.6021084096,51777.8171,47634.4473,70.69%,,114.4473,9.39,,39
27-9-20 0:00,2459119.50,3923.00,1,Domingo,Septiembre,27,"3,863.14",4144.3512,51782.9332,51215.7518,83.9444,0.7946,-0.1845,-0.3674,51217.0982,6.2404,-0.0525,51790.1001,0.5342665629,51790.6344,47646.2832,79.59%,,126.2832,10.36,,40
28-9-20 0:00,2459120.50,3924.00,2,Lunes,Septiembre,28,"3,864.12",4145.3332,51796.1096,51228.8168,83.8914,0.5836,-0.1848,-0.3681,51229.9533,5.9111,-0.1373,51802.6518,0.4462757688,51803.0981,47657.7648,87.02%,,137.7648,11.30,,41
29-9-20 0:00,2459121.50,3925.00,3,Martes,Septiembre,29,"3,865.11",4146.3158,51809.2860,51241.8818,83.8385,0.3499,-0.1851,-0.3687,51242.7855,5.2869,-0.1948,51814.9130,0.3430079962,51815.2560,47668.9402,92.83%,,148.9402,12.22,,42
30-9-20 0:00,2459122.50,3926.00,4,Miércoles,Septiembre,30,"3,866.10",4147.2989,51822.4624,51254.9468,83.7855,0.1026,-0.1854,-0.3691,51255.6039,4.3996,-0.2140,51826.9360,0.2290655543,51827.1651,47679.8662,96.94%,,159.8662,13.11,,43
1-10-20 0:00,2459123.50,3927.00,5,Jueves,Octubre,1,"3,867.08",4148.2826,51835.6388,51268.0118,83.7326,-0.1486,-0.1856,-0.3695,51268.4182,3.2934,-0.1910,51838.7782,0.1087009532,51838.8869,47690.6043,99.33%,,170.6043,13.99,Luna Llena,44
2-10-20 0:00,2459124.50,3928.00,6,Viernes,Octubre,2,"3,868.07",4149.2669,51848.8152,51281.0768,83.6796,-0.3941,-0.1857,-0.3698,51281.2382,2.0226,-0.1303,51850.4991,-0.01415654131,51850.4849,47701.2181,99.99%,Luna Llena,181.2181,14.87,,45
3-10-20 0:00,2459125.50,3929.00,7,Sábado,Octubre,3,"3,869.05",4150.2517,51861.9916,51294.1418,83.6267,-0.6242,-0.1858,-0.3699,51294.0734,0.6493,-0.0440,51862.1586,-0.1358216024,51862.0227,47711.7711,98.95%,,191.7711,15.73,,46
4-10-20 0:00,2459126.50,3930.00,1,Domingo,Octubre,4,"3,870.04",4151.2371,51875.1680,51307.2068,83.5737,-0.8299,-0.1858,-0.3700,51306.9326,-0.7590,0.0513,51873.8161,-0.2527587525,51873.5633,47722.3262,96.25%,,202.3262,16.60,,47
5-10-20 0:00,2459127.50,3931.00,2,Lunes,Octubre,5,"3,871.02",4152.2230,51888.3444,51320.2718,83.5208,-1.0034,-0.1858,-0.3699,51319.8240,-2.1327,0.1365,51885.5306,-0.3614942164,51885.1691,47732.9461,91.96%,,212.9461,17.47,,48
6-10-20 0:00,2459128.50,3932.00,3,Martes,Octubre,6,"3,872.01",4153.2095,51901.5208,51333.3368,83.4678,-1.1379,-0.1857,-0.3698,51332.7543,-3.4024,0.1947,51897.3609,-0.4585430291,51896.9024,47743.6928,86.15%,,223.6928,18.35,,49
7-10-20 0:00,2459129.50,3933.00,4,Miércoles,Octubre,7,"3,873.00",4154.1966,51914.6972,51346.4018,83.4149,-1.2282,-0.1855,-0.3695,51345.7286,-4.5029,0.2139,51909.3656,-0.5403588969,51908.8252,47754.6286,78.94%,,234.6286,19.25,,50
8-10-20 0:00,2459130.50,3934.00,5,Jueves,Octubre,8,"3,873.98",4155.1843,51927.8736,51359.4668,83.3619,-1.2707,-0.1854,-0.3691,51358.7506,-5.3762,0.1898,51921.6018,-0.6033223543,51920.9985,47765.8142,70.48%,,245.8142,20.16,,51
