FECHA,TOTAL,AÑO,MES,DIA,Minimum Temperature,Maximum Temperature,Wind Speed,Precipitation
26/04/2019,59,2019,abril,viernes,21.2,31.7,3.6,0
27/04/2019,51,2019,abril,sábado,22.1,31.4,7.2,0
28/04/2019,60,2019,abril,domingo,20.4,28.9,3.6,0
29/04/2019,63,2019,abril,lunes,22.1,32.4,10.8,0
30/04/2019,59,2019,abril,martes,22.1,34.6,14.8,0
01/05/2019,53,2019,mayo,miércoles,23.4,34.4,7.2,0
02/05/2019,63,2019,mayo,jueves,23.2,34.4,7.2,0
03/05/2019,75,2019,mayo,viernes,23.7,32.7,10.8,0
04/05/2019,63,2019,mayo,sábado,23.2,31.6,10.8,0
05/05/2019,50,2019,mayo,domingo,22.6,32.4,10.8,0
06/05/2019,75,2019,mayo,lunes,20.1,29.1,10.8,0
07/05/2019,71,2019,mayo,martes,11.1,30,14.8,0
08/05/2019,73,2019,mayo,miércoles,21.1,32.4,35.3,0
09/05/2019,60,2019,mayo,jueves,19.6,32.2,9.4,0
10/05/2019,54,2019,mayo,viernes,21.2,31.6,9.4,0
11/05/2019,53,2019,mayo,sábado,22.1,33.1,18.4,0
12/05/2019,59,2019,mayo,domingo,19.1,30.9,11.2,0
13/05/2019,72,2019,mayo,lunes,21.4,33.1,7.2,0
14/05/2019,81,2019,mayo,martes,22.6,34.4,10.8,0
15/05/2019,68,2019,mayo,miércoles,21.2,33.4,7.2,0
16/05/2019,76,2019,mayo,jueves,18,34,9,0
17/05/2019,59,2019,mayo,viernes,20,33,7,0
18/05/2019,54,2019,mayo,sábado,22,29,9,0
19/05/2019,49,2019,mayo,domingo,22.6,33,10,0
20/05/2019,67,2019,mayo,lunes,30.9,33.1,10.8,0
21/05/2019,71,2019,mayo,martes,23.9,33.2,20.5,0
22/05/2019,60,2019,mayo,miércoles,22.2,33.4,9.4,0
23/05/2019,58,2019,mayo,jueves,23.4,33.6,7.2,0
24/05/2019,49,2019,mayo,viernes,23.6,29.2,7.2,0
25/05/2019,57,2019,mayo,sábado,23.2,33.1,13,0
26/05/2019,54,2019,mayo,domingo,22.9,31.6,7.2,0
27/05/2019,56,2019,mayo,lunes,24.1,28.2,7.2,0
28/05/2019,64,2019,mayo,martes,22.4,28.4,7.2,0
29/05/2019,59,2019,mayo,miércoles,23.2,32.4,10.8,0
30/05/2019,60,2019,mayo,jueves,20.8,34.1,10.8,0
31/05/2019,68,2019,mayo,viernes,24.1,33.6,16.6,0
01/06/2019,57,2019,junio,sábado,22.4,31.6,3.6,0
02/06/2019,56,2019,junio,domingo,23.4,32.6,3.6,0
03/06/2019,68,2019,junio,lunes,20.2,31.7,7.2,0.6
04/06/2019,63,2019,junio,martes,21.1,27.6,3.6,0.1
05/06/2019,51,2019,junio,miércoles,23.9,27.1,10.8,0
06/06/2019,62,2019,junio,jueves,21.1,28.1,7.2,0
07/06/2019,65,2019,junio,viernes,24.2,31.2,3.6,0
08/06/2019,44,2019,junio,sábado,23.9,30.3,3.6,0
09/06/2019,57,2019,junio,domingo,23.2,34.1,7.6,0
10/06/2019,54,2019,junio,lunes,24.1,34.9,10.8,0
11/06/2019,47,2019,junio,martes,21.1,31.2,20.5,0
12/06/2019,54,2019,junio,miércoles,24.1,32.1,10.8,0.2
13/06/2019,56,2019,junio,jueves,23.6,30.2,7.2,0
14/06/2019,50,2019,junio,viernes,22.7,33.2,7.2,0
15/06/2019,48,2019,junio,sábado,23.1,31.7,7.2,0
16/06/2019,56,2019,junio,domingo,22.9,29.4,3.6,0
17/06/2019,71,2019,junio,lunes,21.7,31.7,7.2,0
18/06/2019,67,2019,junio,martes,22,30,7.2,0
19/06/2019,61,2019,junio,miércoles,24,31,7.2,0
20/06/2019,65,2019,junio,jueves,23,32,7.2,0
21/06/2019,57,2019,junio,viernes,29.7,33.1,7.2,0
22/06/2019,63,2019,junio,sábado,22.7,32.1,25.9,0
23/06/2019,62,2019,junio,domingo,21.4,31.7,7.2,0
24/06/2019,66,2019,junio,lunes,23.2,31.9,7.2,0
25/06/2019,51,2019,junio,martes,21.7,31.4,7.2,0
26/06/2019,48,2019,junio,miércoles,21.4,30.9,3.6,0
27/06/2019,56,2019,junio,jueves,21.9,29.2,7.2,0
28/06/2019,61,2019,junio,viernes,21.6,30.6,14.8,0
29/06/2019,55,2019,junio,sábado,21.7,28.6,7.2,0
30/06/2019,66,2019,junio,domingo,18.7,27.1,3.6,0
01/07/2019,47,2019,julio,lunes,20.8,28.6,3.6,0
02/07/2019,57,2019,julio,martes,21.1,29.4,7.2,0
03/07/2019,62,2019,julio,miércoles,20.5,28.4,3.6,0
04/07/2019,53,2019,julio,jueves,23.1,29.9,7.2,0
05/07/2019,61,2019,julio,viernes,19.6,27.9,3.6,0
06/07/2019,37,2019,julio,sábado,22.6,31.6,3.6,0
07/07/2019,48,2019,julio,domingo,22.7,29.6,3.6,0
08/07/2019,59,2019,julio,lunes,22.1,31.1,7.2,0
09/07/2019,67,2019,julio,martes,26.6,29.9,7.2,0
10/07/2019,63,2019,julio,miércoles,21.4,30.2,3.6,0
11/07/2019,65,2019,julio,jueves,19.9,28.9,7.2,0
12/07/2019,68,2019,julio,viernes,18.7,27.7,3.6,0.3
13/07/2019,64,2019,julio,sábado,20.7,27.7,7.2,0
14/07/2019,85,2019,julio,domingo,19.2,27.1,3.7,0
15/07/2019,71,2019,julio,lunes,24.6,27.2,3.6,0
16/07/2019,73,2019,julio,martes,19.2,28.9,3.6,0
17/07/2019,57,2019,julio,miércoles,20.2,28.7,3.6,0
18/07/2019,49,2019,julio,jueves,21.4,29.2,3.6,0
19/07/2019,56,2019,julio,viernes,20.8,27.9,3.6,0
20/07/2019,55,2019,julio,sábado,18.6,25.7,7.2,1
21/07/2019,74,2019,julio,domingo,18.2,25.6,7.2,0.9
22/07/2019,52,2019,julio,lunes,18.7,27.4,3.6,0
23/07/2019,61,2019,julio,martes,20.4,24.6,7.2,0
24/07/2019,62,2019,julio,miércoles,20.4,24.2,3.6,5
25/07/2019,65,2019,julio,jueves,19.6,26.4,7.2,0
26/07/2019,72,2019,julio,viernes,19.9,27.7,7.2,0
27/07/2019,72,2019,julio,sábado,18.4,25.7,3.6,0
28/07/2019,55,2019,julio,domingo,21.4,27.6,3.6,0.8
29/07/2019,80,2019,julio,lunes,18.6,27.7,7.2,0
30/07/2019,62,2019,julio,martes,17.9,27.7,3.6,0
31/07/2019,68,2019,julio,miércoles,20.4,28.7,3.6,0
01/08/2019,63,2019,agosto,jueves,20.1,28.6,3.6,0
02/08/2019,71,2019,agosto,viernes,21.7,29.1,7.2,0
03/08/2019,53,2019,agosto,sábado,20.4,28.4,3.6,0
04/08/2019,58,2019,agosto,domingo,20.8,29.6,3.6,0
05/08/2019,73,2019,agosto,lunes,21.2,27.6,3.6,0
06/08/2019,67,2019,agosto,martes,19.6,25.4,7.2,0
07/08/2019,72,2019,agosto,miércoles,19.1,27.2,3.6,0
08/08/2019,56,2019,agosto,jueves,17.7,25.4,7.2,15
09/08/2019,59,2019,agosto,viernes,19.2,28.9,7.2,0
10/08/2019,52,2019,agosto,sábado,18.9,26.9,3.6,0
11/08/2019,57,2019,agosto,domingo,20.8,27.4,3.6,0
12/08/2019,70,2019,agosto,lunes,18.2,24.1,3.6,0
13/08/2019,59,2019,agosto,martes,20.5,28.2,3.6,0
14/08/2019,61,2019,agosto,miércoles,20.4,28.6,7.2,0
15/08/2019,61,2019,agosto,jueves,20.1,28.4,3.6,0
16/08/2019,66,2019,agosto,viernes,19.6,29.2,3.6,0
17/08/2019,54,2019,agosto,sábado,19.9,29.6,3.6,0
18/08/2019,58,2019,agosto,domingo,22.1,26.1,3.6,0
19/08/2019,65,2019,agosto,lunes,22.7,28.7,7.2,0
20/08/2019,70,2019,agosto,martes,21.4,29.4,7.2,0
21/08/2019,75,2019,agosto,miércoles,21.7,28.2,7.2,0
22/08/2019,68,2019,agosto,jueves,21.6,27.2,11.2,0
23/08/2019,68,2019,agosto,viernes,20.1,27.7,10.8,0
24/08/2019,53,2019,agosto,sábado,17.9,24.9,3.6,2
25/08/2019,68,2019,agosto,domingo,20.2,27.6,3.6,0
26/08/2019,64,2019,agosto,lunes,20.8,25.2,3.6,0
27/08/2019,59,2019,agosto,martes,19.6,24.6,3.6,0
28/08/2019,67,2019,agosto,miércoles,18.9,27.9,7.2,0
29/08/2019,67,2019,agosto,jueves,19.1,28.9,13,0
30/08/2019,65,2019,agosto,viernes,22.1,25.7,3.6,0
31/08/2019,54,2019,agosto,sábado,20.1,28.2,3.6,0
01/09/2019,58,2019,septiembre,domingo,19.9,28.4,7.3,0
02/09/2019,79,2019,septiembre,lunes,21.6,29.1,4,0
03/09/2019,72,2019,septiembre,martes,19.9,27.7,7.2,0
04/09/2019,63,2019,septiembre,miércoles,21.9,29.1,7.2,0
05/09/2019,66,2019,septiembre,jueves,19.1,27.7,5.4,0
06/09/2019,68,2019,septiembre,viernes,25.4,27.2,3.6,0
07/09/2019,43,2019,septiembre,sábado,19.4,25.9,3.6,0
08/09/2019,62,2019,septiembre,domingo,19.2,25.4,3.6,0
09/09/2019,58,2019,septiembre,lunes,19.4,27.6,3.6,0
10/09/2019,64,2019,septiembre,martes,20.2,28.1,7.2,0
11/09/2019,53,2019,septiembre,miércoles,20.7,27.4,11.2,0
12/09/2019,72,2019,septiembre,jueves,21.1,26.9,7.6,0
13/09/2019,56,2019,septiembre,viernes,19.7,23.7,3.7,0
14/09/2019,56,2019,septiembre,sábado,19.1,26.6,7.2,0
15/09/2019,51,2019,septiembre,domingo,19.9,27.4,7.2,0
16/09/2019,56,2019,septiembre,lunes,20.5,28.7,3.6,0
17/09/2019,70,2019,septiembre,martes,21.1,29.4,7.6,0
18/09/2019,60,2019,septiembre,miércoles,21.6,27.1,3.6,0
19/09/2019,41,2019,septiembre,jueves,21.6,26.1,3.6,0
20/09/2019,67,2019,septiembre,viernes,20.5,27.9,7.2,2
21/09/2019,58,2019,septiembre,sábado,19.9,27.6,3.6,0
22/09/2019,62,2019,septiembre,domingo,20.7,28.6,3.6,0
23/09/2019,47,2019,septiembre,lunes,21.2,29.7,3.6,0
24/09/2019,53,2019,septiembre,martes,21.2,29.9,7.2,0
25/09/2019,56,2019,septiembre,miércoles,20.2,25.9,3.6,0
26/09/2019,69,2019,septiembre,jueves,20.8,27.4,7.2,0
27/09/2019,54,2019,septiembre,viernes,20.7,29.2,3.6,0
28/09/2019,50,2019,septiembre,sábado,19.9,28.1,3.6,0
29/09/2019,61,2019,septiembre,domingo,20.5,23.9,7.2,7
30/09/2019,63,2019,septiembre,lunes,19.4,24.2,7.2,0
01/10/2019,62,2019,octubre,martes,21.4,28.2,7.2,0
02/10/2019,58,2019,octubre,miércoles,25.1,27.1,3.6,0
03/10/2019,69,2019,octubre,jueves,18.9,27.9,3.6,0
04/10/2019,56,2019,octubre,viernes,19.9,29.2,3.6,0
05/10/2019,49,2019,octubre,sábado,18.9,27.2,7.2,0
06/10/2019,54,2019,octubre,domingo,20.5,28.7,3.6,0
07/10/2019,63,2019,octubre,lunes,22.9,28.7,7.2,0
08/10/2019,64,2019,octubre,martes,18.4,27.7,7.2,0
09/10/2019,53,2019,octubre,miércoles,19.9,27.9,7.2,0
10/10/2019,63,2019,octubre,jueves,17.1,29.9,3.6,0
11/10/2019,50,2019,octubre,viernes,20.7,29.9,3.6,0
12/10/2019,47,2019,octubre,sábado,21.1,27.2,14.8,0
13/10/2019,50,2019,octubre,domingo,20.2,27.7,10.8,0
14/10/2019,56,2019,octubre,lunes,19.2,29.9,3.6,0
15/10/2019,58,2019,octubre,martes,22.4,30.7,3.6,0
16/10/2019,42,2019,octubre,miércoles,19.4,29.7,3.6,0
17/10/2019,75,2019,octubre,jueves,18.4,27.4,3.6,0.5
18/10/2019,62,2019,octubre,viernes,20.2,24.4,3.6,0
19/10/2019,49,2019,octubre,sábado,18.7,24.6,3.6,0
20/10/2019,49,2019,octubre,domingo,20.7,23.2,3.6,0.5
21/10/2019,55,2019,octubre,lunes,18.7,23.4,7.2,0
22/10/2019,53,2019,octubre,martes,19.1,24.9,10.8,0
23/10/2019,59,2019,octubre,miércoles,17.4,26.4,3.6,0
24/10/2019,52,2019,octubre,jueves,18.9,26.4,3.6,0
25/10/2019,69,2019,octubre,viernes,18.6,27.2,3.6,0
26/10/2019,57,2019,octubre,sábado,17.6,24.6,3.6,0
27/10/2019,62,2019,octubre,domingo,23.9,26.2,3.6,0
28/10/2019,49,2019,octubre,lunes,16.1,26.4,3.6,0
29/10/2019,56,2019,octubre,martes,17.7,26.2,3.6,0
30/10/2019,58,2019,octubre,miércoles,18.4,25.4,3.6,0
31/10/2019,60,2019,octubre,jueves,18.9,29.1,3.6,0
01/11/2019,52,2019,noviembre,viernes,15.2,26.2,5.4,0
02/11/2019,53,2019,noviembre,sábado,18.1,27.2,11.2,0
03/11/2019,63,2019,noviembre,domingo,16.2,25.2,7.6,0
04/11/2019,70,2019,noviembre,lunes,18.9,26.1,3.6,0
05/11/2019,41,2019,noviembre,martes,17.4,27.7,3.6,0
06/11/2019,62,2019,noviembre,miércoles,18.6,25.2,3.6,0
07/11/2019,51,2019,noviembre,jueves,27.7,27.7,3.6,0
08/11/2019,75,2019,noviembre,viernes,20.1,28.2,7.2,0
09/11/2019,62,2019,noviembre,sábado,18.2,26.9,7.2,0
10/11/2019,46,2019,noviembre,domingo,13.1,27.9,3.6,0
11/11/2019,65,2019,noviembre,lunes,17.9,27.2,5.4,0
12/11/2019,57,2019,noviembre,martes,18.4,25.9,7.2,0
13/11/2019,60,2019,noviembre,miércoles,15.2,19.2,7.2,0.3
14/11/2019,81,2019,noviembre,jueves,15.7,21.7,3.6,0
15/11/2019,59,2019,noviembre,viernes,15.7,23.6,7.2,0
16/11/2019,49,2019,noviembre,sábado,21.1,24.6,11.2,0
17/11/2019,59,2019,noviembre,domingo,16.4,22.2,7.2,0
18/11/2019,65,2019,noviembre,lunes,16.9,23.9,3.6,0
19/11/2019,65,2019,noviembre,martes,14.9,25.4,3.6,0
20/11/2019,54,2019,noviembre,miércoles,18.6,24.6,7.2,0
21/11/2019,66,2019,noviembre,jueves,15.4,25.4,10.8,0
22/11/2019,61,2019,noviembre,viernes,16.2,27.1,14.8,0
23/11/2019,54,2019,noviembre,sábado,15.6,27.2,3.6,0
24/11/2019,53,2019,noviembre,domingo,27.1,27.1,0,0
25/11/2019,54,2019,noviembre,lunes,15.1,24.6,7.2,0
26/11/2019,54,2019,noviembre,martes,16.9,24.4,3.6,0
27/11/2019,65,2019,noviembre,miércoles,16.1,26.9,7.2,0
28/11/2019,49,2019,noviembre,jueves,14.2,25.9,7.2,0
29/11/2019,62,2019,noviembre,viernes,15.1,26.6,3.6,0
30/11/2019,48,2019,noviembre,sábado,14.2,27.1,10.8,0
01/12/2019,54,2019,diciembre,domingo,13.4,28.2,3.6,0
02/12/2019,68,2019,diciembre,lunes,15.1,26.4,3.6,0
03/12/2019,52,2019,diciembre,martes,15.1,26.4,3.6,0
04/12/2019,62,2019,diciembre,miércoles,14.1,26.1,7.6,0
05/12/2019,50,2019,diciembre,jueves,13.6,25.9,3.7,0
06/12/2019,59,2019,diciembre,viernes,13.6,28.1,7.6,0
07/12/2019,44,2019,diciembre,sábado,12.1,24.1,3.6,0
08/12/2019,70,2019,diciembre,domingo,10.6,25.7,3.6,0
09/12/2019,58,2019,diciembre,lunes,11.1,24.9,7.2,0
10/12/2019,58,2019,diciembre,martes,10.1,24.1,14.8,0
11/12/2019,66,2019,diciembre,miércoles,10.2,19.9,3.6,0
12/12/2019,59,2019,diciembre,jueves,7.1,22.2,3.6,0
13/12/2019,58,2019,diciembre,viernes,11.9,22.9,3.6,0
14/12/2019,51,2019,diciembre,sábado,7.9,26.3,14.8,0
15/12/2019,58,2019,diciembre,domingo,10.2,25.4,7.2,0
16/12/2019,52,2019,diciembre,lunes,9.9,21.2,3.6,0
17/12/2019,66,2019,diciembre,martes,10.4,20.4,3.6,0
18/12/2019,59,2019,diciembre,miércoles,11.6,18.1,7.2,0
19/12/2019,55,2019,diciembre,jueves,9.2,22.4,3.6,0
20/12/2019,58,2019,diciembre,viernes,13.6,16.7,3.6,0.1
21/12/2019,51,2019,diciembre,sábado,12.6,14.7,7.2,0.8
22/12/2019,60,2019,diciembre,domingo,9.4,18.4,7.2,0
23/12/2019,55,2019,diciembre,lunes,10.4,23.9,3.6,0
24/12/2019,37,2019,diciembre,martes,11.1,24.1,7.2,0
25/12/2019,31,2019,diciembre,miércoles,20.8,25.1,22.3,0
26/12/2019,51,2019,diciembre,jueves,9.2,24.4,10.8,0
27/12/2019,48,2019,diciembre,viernes,9.9,24.9,7.2,0
28/12/2019,42,2019,diciembre,sábado,13.2,20.2,10.8,0
29/12/2019,48,2019,diciembre,domingo,12.6,20.8,3.6,0
30/12/2019,47,2019,diciembre,lunes,8.9,24.1,11.2,0
31/12/2019,42,2019,diciembre,martes,10.4,22.9,7.2,0
