Epoca: ,1-ene.-10,2010.0,,2455196.50,,,,e,ε_g,ϖ_g,L_o Luna,P_o Luna,N_o Luna,Año trópico,,,,,,,,Luna Nueva,Luna Llena,Mes Sinódico,,,
17-1-19 0:00,2458500.50,3304.00,5,Jueves,Enero,17,"3,253.02",3536.5675,43626.7437,43128.5215,116.7229,-0.6014,0.0419,0.0834,43127.7949,-5.9877,-0.1245,43619.9882,0.5494492339,43620.5376,40083.9702,77.94%,,123.9702,10.17,,12
18-1-19 0:00,2458501.50,3305.00,6,Viernes,Enero,18,"3,254.01",3537.5851,43639.9201,43141.5865,116.6699,-0.3707,0.0450,0.0896,43141.0812,-5.3858,-0.1892,43633.9294,0.4544397459,43634.3839,40096.7987,86.45%,,136.7987,11.22,,13
19-1-19 0:00,2458502.50,3306.00,7,Sábado,Enero,19,"3,254.99",3538.6026,43653.0965,43154.6515,116.6170,-0.1257,0.0481,0.0957,43154.3819,-4.4944,-0.2140,43648.2143,0.3330062562,43648.5473,40109.9447,93.28%,,149.9447,12.30,,14
20-1-19 0:00,2458503.50,3307.00,1,Domingo,Enero,20,"3,255.98",3539.6200,43666.2729,43167.7165,116.5640,0.1241,0.0512,0.1019,43167.6875,-3.3615,-0.1934,43662.7910,0.1905892292,43662.9816,40123.3615,97.91%,,163.3615,13.40,,15
21-1-19 0:00,2458504.50,3308.00,2,Lunes,Enero,21,"3,256.97",3540.6373,43679.4493,43180.7815,116.5110,0.3691,0.0542,0.1080,43180.9884,-2.0486,-0.1318,43677.5838,0.03506632064,43677.6188,40136.9816,99.93%,Luna Llena,176.9816,14.52,Luna Llena,16
22-1-19 0:00,2458505.50,3309.00,3,Martes,Enero,22,"3,257.95",3541.6543,43692.6257,43193.8464,116.4581,0.5999,0.0573,0.1140,43194.2751,-0.6273,-0.0425,43692.4986,-0.123852671,43692.3747,40150.7204,99.13%,,190.7204,15.64,,17
23-1-19 0:00,2458506.50,3310.00,4,Miércoles,Enero,23,"3,258.94",3542.6712,43705.8021,43206.9114,116.4051,0.8077,0.0603,0.1201,43207.5388,0.8250,0.0557,43707.4302,-0.2756978597,43707.1545,40164.4833,95.50%,,204.4833,16.77,,18
24-1-19 0:00,2458507.50,3311.00,5,Jueves,Enero,24,"3,259.92",3543.6879,43718.9785,43219.9764,116.3522,0.9845,0.0633,0.1261,43220.7715,2.2302,0.1419,43722.2717,-0.410554753,43721.8612,40178.1733,89.31%,,218.1733,17.90,,19
25-1-19 0:00,2458508.50,3312.00,6,Viernes,Enero,25,"3,260.91",3544.7044,43732.1549,43233.0414,116.2992,1.1233,0.0663,0.1320,43233.9664,3.5135,0.1983,43736.9237,-0.5202947411,43736.4034,40191.6990,80.99%,,231.6990,19.01,,20
26-1-19 0:00,2458509.50,3313.00,7,Sábado,Enero,26,"3,261.89",3545.7207,43745.3313,43246.1064,116.2463,1.2190,0.0693,0.1380,43247.1181,4.6080,0.2134,43751.3024,-0.5994160973,43750.7030,40204.9823,71.14%,,244.9823,20.10,,21
27-1-19 0:00,2458510.50,3314.00,1,Domingo,Enero,27,"3,262.88",3546.7368,43758.5077,43259.1714,116.1933,1.2678,0.0722,0.1439,43260.2231,5.4583,0.1845,43765.3460,-0.6453332767,43764.7006,40217.9638,60.43%,,257.9638,21.16,,22
28-1-19 0:00,2458511.50,3315.00,2,Lunes,Enero,28,"3,263.87",3547.7527,43771.6841,43272.2364,116.1404,1.2678,0.0752,0.1497,43273.2793,6.0227,0.1179,43779.0173,-0.6581396608,43778.3592,40230.6065,49.47%,,270.6065,22.20,C. Menguante,23
29-1-19 0:00,2458512.50,3316.00,3,Martes,Enero,29,"3,264.85",3548.7683,43784.8605,43285.3014,116.0874,1.2190,0.0781,0.1555,43286.2868,6.2754,0.0277,43792.3044,-0.6400141847,43791.6644,40242.8961,38.84%,,282.8961,23.21,,24
30-1-19 0:00,2458513.50,3317.00,4,Miércoles,Enero,30,"3,265.84",3549.7837,43798.0369,43298.3664,116.0345,1.1233,0.0810,0.1613,43299.2475,6.2069,-0.0679,43805.2182,-0.5944957525,43804.6237,40254.8400,29.00%,,294.8400,24.19,,25
31-1-19 0:00,2458514.50,3318.00,5,Jueves,Enero,31,"3,266.82",3550.7989,43811.2133,43311.4314,115.9815,0.9844,0.0838,0.1670,43312.1650,5.8239,-0.1495,43817.7882,-0.5258159297,43817.2624,40266.4635,20.28%,,306.4635,25.14,,26
1-2-19 0:00,2458515.50,3319.00,6,Viernes,Febrero,1,"3,267.81",3551.8138,43824.3897,43324.4964,115.9286,0.8076,0.0867,0.1726,43325.0447,5.1485,-0.2012,43830.0579,-0.4384005719,43829.6195,40277.8057,12.96%,,317.8057,26.07,,27
2-2-19 0:00,2458516.50,3320.00,7,Sábado,Febrero,2,"3,268.79",3552.8285,43837.5660,43337.5614,115.8756,0.5998,0.0895,0.1782,43337.8934,4.2166,-0.2129,43842.0800,-0.336569177,43841.7434,40288.9150,7.18%,,328.9150,26.98,,28
3-2-19 0:00,2458517.50,3321.00,1,Domingo,Febrero,3,"3,269.78",3553.8428,43850.7424,43350.6264,115.8226,0.3688,0.0923,0.1838,43350.7191,3.0757,-0.1826,43853.9121,-0.2244041882,43853.6877,40299.8448,3.06%,,339.8448,27.88,,29
4-2-19 0:00,2458518.50,3322.00,2,Lunes,Febrero,4,"3,270.77",3554.8569,43863.9188,43363.6913,115.7697,0.1236,0.0950,0.1893,43363.5306,1.7828,-0.1164,43865.6139,-0.1057379352,43865.5081,40310.6512,0.66%,,350.6512,28.76,Luna Nueva,30
5-2-19 0:00,2458519.50,3323.00,3,Martes,Febrero,5,"3,271.75",3555.8707,43877.0952,43376.7563,115.7167,-0.1264,0.0978,0.1947,43376.3375,0.4017,-0.0273,43877.2455,0.01579451147,43877.2613,40321.3906,0.01%,Luna Nueva,1.3906,0.11,,1
6-2-19 0:00,2458520.50,3324.00,4,Miércoles,Febrero,6,"3,272.74",3556.8842,43890.2716,43389.8213,115.6638,-0.3715,0.1005,0.2001,43389.1493,-0.9999,0.0672,43888.8669,0.1366743146,43889.0036,40332.1194,1.11%,,12.1194,0.99,,2
7-2-19 0:00,2458521.50,3325.00,5,Jueves,Febrero,7,"3,273.72",3557.8974,43903.4480,43402.8863,115.6108,-0.6023,0.1032,0.2054,43401.9755,-2.3533,0.1485,43900.5379,0.2534108953,43900.7913,40342.8939,3.94%,,22.8939,1.88,,3
8-2-19 0:00,2458522.50,3326.00,6,Viernes,Febrero,8,"3,274.71",3558.9103,43916.6244,43415.9513,115.5579,-0.8099,0.1058,0.2107,43414.8249,-3.5912,0.2006,43912.3181,0.3624568554,43912.6806,40353.7703,8.44%,,33.7703,2.77,,4
9-2-19 0:00,2458523.50,3327.00,7,Sábado,Febrero,9,"3,275.69",3559.9228,43929.8008,43429.0163,115.5049,-0.9864,0.1084,0.2159,43427.7057,-4.6517,0.2130,43924.2674,0.4601335262,43924.7276,40364.8048,14.52%,,44.8048,3.68,,5
10-2-19 0:00,2458524.50,3328.00,1,Domingo,Febrero,10,"3,276.68",3560.9351,43942.9772,43442.0813,115.4520,-1.1248,0.1110,0.2210,43440.6245,-5.4800,0.1830,43936.4443,0.5425826532,43936.9869,40376.0519,22.08%,,56.0519,4.60,,6
11-2-19 0:00,2458525.50,3329.00,2,Lunes,Febrero,11,"3,277.66",3561.9469,43956.1536,43455.1463,115.3990,-1.2200,0.1135,0.2261,43453.5867,-6.0323,0.1160,43948.9038,0.605774511,43949.5096,40387.5626,30.92%,,67.5626,5.54,,7
12-2-19 0:00,2458526.50,3330.00,3,Martes,Febrero,12,"3,278.65",3562.9585,43969.3300,43468.2113,115.3461,-1.2681,0.1160,0.2311,43466.5960,-6.2775,0.0254,43961.6937,0.645617854,43962.3393,40399.3809,40.79%,,79.3809,6.51,C. Creciente,8
13-2-19 0:00,2458527.50,3331.00,4,Miércoles,Febrero,13,"3,279.64",3563.9697,43982.5064,43481.2763,115.2931,-1.2674,0.1185,0.2360,43479.6543,-6.1995,-0.0708,43974.8502,0.6582222624,43975.5084,40411.5388,51.34%,,91.5388,7.51,,9
14-2-19 0:00,2458528.50,3332.00,5,Jueves,Febrero,14,"3,280.62",3564.9805,43995.6828,43494.3413,115.2402,-1.2178,0.1210,0.2409,43492.7616,-5.7989,-0.1527,43988.3925,0.6403464985,43989.0328,40424.0523,62.14%,,104.0523,8.54,,10
15-2-19 0:00,2458529.50,3333.00,6,Viernes,Febrero,15,"3,281.61",3565.9910,44008.8592,43507.4063,115.1872,-1.1213,0.1234,0.2457,43505.9159,-5.0930,-0.2033,44002.3182,0.5900184016,44002.9082,40436.9172,72.64%,,116.9172,9.59,,11
16-2-19 0:00,2458530.50,3334.00,7,Sábado,Febrero,16,"3,282.59",3567.0010,44022.0356,43520.4713,115.1342,-0.9816,0.1257,0.2504,43519.1135,-4.1163,-0.2118,44016.6002,0.5072350778,44017.1074,40450.1064,82.21%,,130.1064,10.67,,12
17-2-19 0:00,2458531.50,3335.00,1,Domingo,Febrero,17,"3,283.58",3568.0107,44035.2120,43533.5362,115.0813,-0.8040,0.1281,0.2551,43532.3491,-2.9184,-0.1759,44031.1855,0.3945689516,44031.5801,40463.5694,90.23%,,143.5694,11.78,,13
18-2-19 0:00,2458532.50,3336.00,2,Lunes,Febrero,18,"3,284.56",3569.0200,44048.3884,43546.6012,115.0283,-0.5954,0.1304,0.2596,43545.6158,-1.5622,-0.1030,44045.9974,0.2574577376,44046.2549,40477.2348,96.10%,,157.2348,12.90,,14
19-2-19 0:00,2458533.50,3337.00,3,Martes,Febrero,19,"3,285.55",3570.0289,44061.5648,43559.6662,114.9754,-0.3638,0.1326,0.2641,43558.9056,-0.1201,-0.0082,44060.9401,0.1039894522,44061.0440,40491.0151,99.39%,,171.0151,14.03,Luna Llena,15
20-2-19 0:00,2458534.50,3338.00,4,Miércoles,Febrero,20,"3,286.54",3571.0375,44074.7412,43572.7312,114.9224,-0.1182,0.1349,0.2685,43572.2096,1.3300,0.0885,44075.9066,-0.05587648911,44075.8507,40504.8132,99.82%,Luna Llena,184.8132,15.16,,16
21-2-19 0:00,2458535.50,3339.00,5,Jueves,Febrero,21,"3,287.52",3572.0455,44087.9176,43585.7962,114.8695,0.1320,0.1370,0.2729,43585.5183,2.7091,0.1664,44090.7881,-0.2115223361,44090.5766,40518.5310,97.41%,,198.5310,16.29,,17
22-2-19 0:00,2458536.50,3340.00,6,Viernes,Febrero,22,"3,288.51",3573.0532,44101.0940,43598.8612,114.8165,0.3771,0.1392,0.2771,43598.8220,3.9423,0.2090,44105.4833,-0.3530268136,44105.1303,40532.0771,92.37%,,212.0771,17.40,,18
23-2-19 0:00,2458537.50,3341.00,7,Sábado,Febrero,23,"3,289.49",3574.0605,44114.2704,43611.9262,114.7636,0.6077,0.1413,0.2813,43612.1113,4.9630,0.2074,44119.9073,-0.4723169851,44119.4350,40545.3745,85.12%,,225.3745,18.49,,19
24-2-19 0:00,2458538.50,3342.00,1,Domingo,Febrero,24,"3,290.48",3575.0673,44127.4468,43624.9912,114.7106,0.8149,0.1433,0.2854,43625.3773,5.7168,0.1621,44133.9972,-0.5638582007,44133.4334,40558.3661,76.22%,,238.3661,19.55,,20
25-2-19 0:00,2458539.50,3343.00,2,Lunes,Febrero,25,"3,291.46",3576.0737,44140.6232,43638.0562,114.6577,0.9906,0.1453,0.2894,43638.6120,6.1648,0.0828,44147.7161,-0.6247986792,44147.0913,40571.0176,66.26%,,251.0176,20.59,,21
26-2-19 0:00,2458540.50,3344.00,3,Martes,Febrero,26,"3,292.45",3577.0796,44153.7996,43651.1212,114.6047,1.1281,0.1473,0.2933,43651.8086,6.2855,-0.0135,44161.0523,-0.6546609076,44160.3977,40583.3180,55.82%,,263.3180,21.60,C. Menguante,22
27-2-19 0:00,2458541.50,3345.00,4,Miércoles,Febrero,27,"3,293.44",3578.0851,44166.9760,43664.1862,114.5518,1.2220,0.1492,0.2972,43664.9618,6.0754,-0.1068,44174.0174,-0.6547745952,44173.3627,40595.2775,45.40%,,275.2775,22.58,,23
28-2-19 0:00,2458542.50,3346.00,5,Jueves,Febrero,28,"3,294.42",3579.0901,44180.1524,43677.2512,114.4988,1.2688,0.1511,0.3009,43678.0679,5.5490,-0.1777,44186.6414,-0.6276547049,44186.0137,40606.9236,35.45%,,286.9236,23.54,,24
1-3-19 0:00,2458543.50,3347.00,6,Viernes,Marzo,1,"3,295.41",3580.0947,44193.3288,43690.3162,114.4458,1.2666,0.1530,0.3046,43691.1252,4.7370,-0.2120,44198.9674,-0.5764701424,44198.3909,40618.2962,26.30%,,298.2962,24.47,,25
2-3-19 0:00,2458544.50,3348.00,7,Sábado,Marzo,2,"3,296.39",3581.0988,44206.5052,43703.3812,114.3929,1.2154,0.1547,0.3082,43704.1337,3.6845,-0.2032,44211.0471,-0.5046692028,44210.5424,40629.4436,18.23%,,309.4436,25.38,,26
3-3-19 0:00,2458545.50,3349.00,1,Domingo,Marzo,3,"3,297.38",3582.1025,44219.6815,43716.4461,114.3399,1.1173,0.1565,0.3116,43717.0953,2.4475,-0.1534,44222.9364,-0.4157626611,44222.5206,40640.4182,11.46%,,320.4182,26.28,,27
4-3-19 0:00,2458546.50,3350.00,2,Lunes,Marzo,4,"3,298.36",3583.1056,44232.8579,43729.5111,114.2870,0.9760,0.1582,0.3150,43730.0139,1.0905,-0.0731,44234.6931,-0.3132298326,44234.3799,40651.2743,6.15%,,331.2743,27.17,,28
5-3-19 0:00,2458547.50,3351.00,3,Martes,Marzo,5,"3,299.35",3584.1083,44246.0343,43742.5761,114.2340,0.7969,0.1598,0.3183,43742.8949,-0.3176,0.0216,44246.3754,-0.2005050998,44246.1749,40662.0666,2.43%,,342.0666,28.06,,29
6-3-19 0:00,2458548.50,3352.00,4,Miércoles,Marzo,6,"3,300.33",3585.1105,44259.2107,43755.6411,114.1811,0.5871,0.1614,0.3215,43755.7452,-1.7065,0.1118,44258.0417,-0.08101167711,44257.9606,40672.8501,0.39%,,352.8501,28.94,Luna Nueva,30
7-3-19 0:00,2458549.50,3353.00,5,Jueves,Marzo,7,"3,301.32",3586.1122,44272.3871,43768.7061,114.1281,0.3545,0.1630,0.3246,43768.5730,-3.0077,0.1798,44269.7507,0.04177621592,44269.7925,40683.6803,0.10%,Luna Nueva,3.6803,0.30,,1
8-3-19 0:00,2458550.50,3354.00,6,Viernes,Marzo,8,"3,302.31",3587.1134,44285.5635,43781.7711,114.0752,0.1082,0.1645,0.3276,43781.3871,-4.1577,0.2123,44281.5618,0.1642512954,44281.7261,40694.6127,1.62%,,14.6127,1.20,,2
9-3-19 0:00,2458551.50,3355.00,7,Sábado,Marzo,9,"3,303.29",3588.1141,44298.7399,43794.8361,114.0222,-0.1423,0.1660,0.3305,43794.1973,-5.1003,0.2031,44293.5344,0.2825786071,44293.8170,40705.7029,4.95%,,25.7029,2.11,,3
10-3-19 0:00,2458552.50,3356.00,1,Domingo,Marzo,10,"3,304.28",3589.1143,44311.9163,43807.9011,113.9693,-0.3874,0.1674,0.3333,43807.0130,-5.7892,0.1539,44305.7262,0.3926045788,44306.1188,40717.0045,10.07%,,37.0045,3.04,,4
11-3-19 0:00,2458553.50,3357.00,2,Lunes,Marzo,11,"3,305.26",3590.1140,44325.0927,43820.9661,113.9163,-0.6174,0.1688,0.3360,43819.8439,-6.1901,0.0743,44318.1908,0.4898021191,44318.6806,40728.5666,16.91%,,48.5666,3.98,,5
12-3-19 0:00,2458554.50,3358.00,3,Martes,Marzo,12,"3,306.25",3591.1131,44338.2691,43834.0311,113.8634,-0.8236,0.1701,0.3387,43832.6987,-6.2816,-0.0201,44330.9737,0.5693016202,44331.5430,40740.4298,25.33%,,60.4298,4.96,,6
13-3-19 0:00,2458555.50,3359.00,4,Miércoles,Marzo,13,"3,307.23",3592.1118,44351.4455,43847.0961,113.8104,-0.9980,0.1713,0.3412,43845.5856,-6.0574,-0.1108,44344.1081,0.6260673842,44344.7342,40752.6224,35.07%,,72.6224,5.96,,7
14-3-19 0:00,2458556.50,3360.00,5,Jueves,Marzo,14,"3,308.22",3593.1099,44364.6219,43860.1611,113.7574,-1.1337,0.1725,0.3436,43858.5113,-5.5259,-0.1795,44357.6102,0.6552696708,44358.2655,40765.1556,45.78%,,85.1556,6.99,C. Creciente,8
15-3-19 0:00,2458557.50,3361.00,6,Viernes,Marzo,15,"3,309.21",3594.1075,44377.7983,43873.2261,113.7045,-1.2255,0.1737,0.3459,43871.4810,-4.7113,-0.2124,44371.4755,0.6528644864,44372.1283,40778.0208,56.98%,,98.0208,8.04,,9
16-3-19 0:00,2458558.50,3362.00,7,Sábado,Marzo,16,"3,310.19",3595.1046,44390.9747,43886.2910,113.6515,-1.2699,0.1748,0.3481,43884.4982,-3.6520,-0.2023,44385.6757,0.6163247343,44386.2920,40791.1874,68.07%,,111.1874,9.12,,10
17-3-19 0:00,2458559.50,3363.00,1,Domingo,Marzo,17,"3,311.18",3596.1011,44404.1511,43899.3560,113.5986,-1.2651,0.1759,0.3502,43897.5649,-2.4000,-0.1510,44400.1592,0.54538207,44400.7046,40804.6035,78.39%,,124.6035,10.22,,11
18-3-19 0:00,2458560.50,3364.00,2,Lunes,Marzo,18,"3,312.16",3597.0971,44417.3275,43912.4210,113.5456,-1.2113,0.1769,0.3522,43910.6807,-1.0184,-0.0684,44414.8526,0.4425726695,44415.2952,40818.1980,87.27%,,138.1980,11.34,,12
19-3-19 0:00,2458561.50,3365.00,3,Martes,Marzo,19,"3,313.15",3598.0926,44430.5039,43925.4860,113.4927,-1.1105,0.1778,0.3541,43923.8436,0.4215,0.0286,44429.6657,0.3133752845,44429.9791,40831.8865,94.10%,,151.8865,12.46,,13
20-3-19 0:00,2458562.50,3366.00,4,Miércoles,Marzo,20,"3,314.13",3599.0875,44443.6803,43938.5510,113.4397,-0.9667,0.1787,0.3559,43937.0497,1.8438,0.1200,44444.4986,0.1658139024,44444.6644,40845.5769,98.42%,,165.5769,13.58,,14
21-3-19 0:00,2458563.50,3367.00,5,Jueves,Marzo,21,"3,315.12",3600.0819,44456.8567,43951.6160,113.3868,-0.7855,0.1796,0.3576,43950.2934,3.1721,0.1864,44459.2502,0.00955530932,44459.2598,40859.1779,99.99%,Luna Llena,179.1779,14.70,Luna Llena,15
22-3-19 0:00,2458564.50,3368.00,6,Viernes,Marzo,22,"3,316.11",3601.0757,44470.0331,43964.6810,113.3338,-0.5737,0.1804,0.3592,43963.5678,4.3342,0.2137,44473.8269,-0.1452984277,44473.6816,40872.6059,98.79%,,192.6059,15.80,,16
23-3-19 0:00,2458565.50,3369.00,7,Sábado,Marzo,23,"3,317.09",3602.0690,44483.2095,43977.7460,113.2809,-0.3397,0.1811,0.3606,43976.8646,5.2660,0.1959,44488.1506,-0.2894213731,44487.8611,40885.7921,95.02%,,205.7921,16.88,,17
24-3-19 0:00,2458566.50,3370.00,1,Domingo,Marzo,24,"3,318.08",3603.0617,44496.3859,43990.8110,113.2279,-0.0925,0.1818,0.3620,43990.1747,5.9159,0.1366,44502.1641,-0.4151944139,44501.7489,40898.6871,89.03%,,218.6871,17.94,,18
25-3-19 0:00,2458567.50,3371.00,2,Lunes,Marzo,25,"3,319.06",3604.0539,44509.5623,44003.8760,113.1750,0.1584,0.1824,0.3633,44003.4886,6.2480,0.0482,44515.8345,-0.5171912881,44515.3173,40911.2633,81.29%,,231.2633,18.97,,19
26-3-19 0:00,2458568.50,3372.00,3,Martes,Marzo,26,"3,320.05",3605.0455,44522.7387,44016.9410,113.1220,0.4031,0.1830,0.3644,44016.7966,6.2444,-0.0503,44529.1528,-0.5922155149,44528.5606,40923.5151,72.30%,,243.5151,19.98,,20
27-3-19 0:00,2458569.50,3373.00,4,Miércoles,Marzo,27,"3,321.03",3606.0366,44535.9151,44030.0060,113.0690,0.6321,0.1835,0.3655,44030.0891,5.9060,-0.1381,44542.1316,-0.6390089162,44541.4926,40935.4560,62.56%,,255.4560,20.95,,21
28-3-19 0:00,2458570.50,3374.00,5,Jueves,Marzo,28,"3,322.02",3607.0271,44549.0915,44043.0710,113.0161,0.8367,0.1840,0.3664,44043.3573,5.2526,-0.1966,44554.8002,-0.6578028515,44554.1424,40947.1153,52.52%,,267.1153,21.91,C. Menguante,22
29-3-19 0:00,2458571.50,3375.00,6,Viernes,Marzo,29,"3,323.00",3608.0170,44562.2679,44056.1359,112.9631,1.0088,0.1844,0.3672,44056.5931,4.3214,-0.2137,44567.2000,-0.6498631192,44566.5501,40958.5331,42.58%,,278.5331,22.85,,23
30-3-19 0:00,2458572.50,3376.00,7,Sábado,Marzo,30,"3,323.99",3609.0064,44575.4443,44069.2009,112.9102,1.1418,0.1848,0.3680,44069.7900,3.1642,-0.1861,44579.3794,-0.6171208694,44578.7623,40969.7559,33.10%,,289.7559,23.77,,24
31-3-19 0:00,2458573.50,3377.00,1,Domingo,Marzo,31,"3,324.98",3609.9952,44588.6207,44082.2659,112.8572,1.2304,0.1851,0.3686,44082.9427,1.8446,-0.1200,44591.3906,-0.5619203294,44590.8287,40980.8334,24.37%,,300.8334,24.68,,25
1-4-19 0:00,2458574.50,3378.00,2,Lunes,Abril,1,"3,325.96",3610.9835,44601.7971,44095.3309,112.8043,1.2712,0.1853,0.3691,44096.0477,0.4334,-0.0294,44603.2870,-0.4868721798,44602.8001,40991.8166,16.66%,,311.8166,25.58,,26
2-4-19 0:00,2458575.50,3379.00,3,Martes,Abril,2,"3,326.95",3611.9712,44614.9734,44108.3959,112.7513,1.2627,0.1855,0.3695,44109.1036,-0.9950,0.0669,44615.1225,-0.3947849702,44614.7277,41002.7565,10.20%,,322.7565,26.48,,27
3-4-19 0:00,2458576.50,3380.00,4,Miércoles,Abril,3,"3,327.93",3612.9583,44628.1498,44121.4609,112.6984,1.2051,0.1857,0.3698,44122.1105,-2.3670,0.1492,44626.9515,-0.2886499543,44626.6628,41013.7045,5.17%,,333.7045,27.37,,28
4-4-19 0:00,2458577.50,3381.00,5,Jueves,Abril,4,"3,328.92",3613.9448,44641.3262,44134.5259,112.6454,1.1006,0.1858,0.3699,44135.0708,-3.6134,0.2013,44638.8290,-0.1716659389,44638.6573,41024.7125,1.77%,,344.7125,28.28,,29
5-4-19 0:00,2458578.50,3382.00,6,Viernes,Abril,5,"3,329.90",3614.9308,44654.5026,44147.5909,112.5925,0.9533,0.1858,0.3700,44147.9884,-4.6725,0.2128,44650.8105,-0.04729957331,44650.7632,41035.8324,0.13%,Luna Nueva,355.8324,29.19,Luna Nueva,1
